dim,signature,max_depth,trial,product_rf_accuracy,sklearn_rf_accuracy,tangent_rf_accuracy,ensemble_accuracy
256,HH,7,0,0.94,0.96,0.954,0.75
256,HH,8,0,0.932,0.96,0.962,0.744
256,HH,9,0,0.926,0.946,0.96,0.728
256,HH,10,0,0.934,0.946,0.962,0.716
256,HH,11,0,0.936,0.952,0.97,0.704
256,HH,12,0,0.936,0.948,0.966,0.69
256,HH,13,0,0.936,0.948,0.966,0.69
256,HH,14,0,0.936,0.948,0.966,0.69
256,HH,15,0,0.936,0.948,0.966,0.69
256,HH,16,0,0.936,0.948,0.966,0.69
256,HH,17,0,0.936,0.948,0.966,0.69
256,HH,18,0,0.936,0.948,0.966,0.69
256,HH,19,0,0.936,0.948,0.966,0.69
256,HH,1,1,0.64,0.536,0.612,0.418
256,HH,2,1,0.796,0.774,0.79,0.598
256,HH,3,1,0.826,0.858,0.844,0.732
256,HH,4,1,0.858,0.872,0.888,0.804
256,HH,5,1,0.89,0.934,0.918,0.822
256,HH,6,1,0.918,0.948,0.956,0.768
256,HH,7,1,0.924,0.93,0.96,0.764
256,HH,8,1,0.934,0.95,0.978,0.77
256,HH,9,1,0.946,0.944,0.954,0.752
256,HH,10,1,0.944,0.944,0.958,0.752
256,HH,11,1,0.942,0.954,0.96,0.752
256,HH,12,1,0.942,0.954,0.956,0.752
256,HH,13,1,0.942,0.954,0.956,0.752
256,HH,14,1,0.942,0.954,0.956,0.752
256,HH,15,1,0.942,0.954,0.956,0.752
256,HH,16,1,0.942,0.954,0.956,0.752
256,HH,17,1,0.942,0.954,0.956,0.752
256,HH,18,1,0.942,0.954,0.956,0.752
256,HH,19,1,0.942,0.954,0.956,0.752
256,HH,1,2,0.48,0.454,0.556,0.396
256,HH,2,2,0.716,0.654,0.686,0.49
256,HH,3,2,0.786,0.832,0.788,0.602
256,HH,4,2,0.844,0.886,0.896,0.724
256,HH,5,2,0.904,0.944,0.942,0.746
256,HH,6,2,0.916,0.946,0.956,0.772
256,HH,7,2,0.924,0.964,0.97,0.768
256,HH,8,2,0.92,0.948,0.978,0.77
256,HH,9,2,0.92,0.948,0.976,0.744
256,HH,10,2,0.918,0.95,0.978,0.728
256,HH,11,2,0.918,0.936,0.966,0.726
256,HH,12,2,0.918,0.936,0.968,0.726
256,HH,13,2,0.918,0.936,0.97,0.724
256,HH,14,2,0.92,0.936,0.97,0.724
256,HH,15,2,0.92,0.936,0.97,0.718
256,HH,16,2,0.922,0.936,0.97,0.718
256,HH,17,2,0.924,0.936,0.97,0.718
256,HH,18,2,0.924,0.936,0.97,0.718
256,HH,19,2,0.924,0.936,0.97,0.718
256,HH,1,3,0.582,0.476,0.538,0.47
256,HH,2,3,0.718,0.684,0.732,0.602
256,HH,3,3,0.846,0.796,0.8,0.602
256,HH,4,3,0.9,0.892,0.904,0.722
256,HH,5,3,0.928,0.92,0.926,0.808
256,HH,6,3,0.94,0.93,0.932,0.824
256,HH,7,3,0.936,0.936,0.942,0.808
256,HH,8,3,0.942,0.926,0.95,0.808
256,HH,9,3,0.944,0.918,0.952,0.812
256,HH,10,3,0.946,0.91,0.966,0.808
256,HH,11,3,0.944,0.91,0.964,0.802
256,HH,12,3,0.942,0.91,0.964,0.802
256,HH,13,3,0.942,0.91,0.964,0.802
256,HH,14,3,0.942,0.91,0.964,0.802
256,HH,15,3,0.942,0.91,0.964,0.802
256,HH,16,3,0.942,0.91,0.964,0.802
256,HH,17,3,0.942,0.91,0.964,0.802
256,HH,18,3,0.942,0.91,0.964,0.802
256,HH,19,3,0.942,0.91,0.964,0.802
256,HH,1,4,0.596,0.69,0.68,0.482
256,HH,2,4,0.838,0.842,0.902,0.66
256,HH,3,4,0.92,0.926,0.944,0.83
256,HH,4,4,0.956,0.964,0.978,0.862
256,HH,5,4,0.972,0.974,0.986,0.87
256,HH,6,4,0.964,0.972,0.984,0.858
256,HH,7,4,0.962,0.974,0.992,0.84
256,HH,8,4,0.966,0.982,0.988,0.814
256,HH,9,4,0.96,0.972,0.976,0.808
256,HH,10,4,0.958,0.97,0.988,0.808
256,HH,11,4,0.956,0.96,0.978,0.808
256,HH,12,4,0.958,0.966,0.978,0.808
256,HH,13,4,0.958,0.966,0.978,0.808
256,HH,14,4,0.958,0.966,0.978,0.808
256,HH,15,4,0.958,0.966,0.978,0.808
256,HH,16,4,0.958,0.966,0.978,0.808
256,HH,17,4,0.958,0.966,0.978,0.808
256,HH,18,4,0.958,0.966,0.978,0.808
256,HH,19,4,0.958,0.966,0.978,0.808
256,HH,1,5,0.624,0.572,0.63,0.394
256,HH,2,5,0.75,0.738,0.734,0.6
256,HH,3,5,0.818,0.794,0.83,0.678
256,HH,4,5,0.854,0.89,0.866,0.784
256,HH,5,5,0.91,0.94,0.936,0.788
256,HH,6,5,0.92,0.934,0.954,0.77
256,HH,7,5,0.944,0.92,0.952,0.748
256,HH,8,5,0.944,0.952,0.964,0.75
256,HH,9,5,0.942,0.956,0.942,0.742
256,HH,10,5,0.946,0.944,0.944,0.744
256,HH,11,5,0.944,0.946,0.946,0.744
256,HH,12,5,0.944,0.948,0.938,0.744
256,HH,13,5,0.942,0.95,0.942,0.744
256,HH,14,5,0.942,0.95,0.942,0.744
256,HH,15,5,0.942,0.95,0.942,0.744
256,HH,16,5,0.942,0.95,0.942,0.744
256,HH,17,5,0.942,0.95,0.942,0.744
256,HH,18,5,0.942,0.95,0.942,0.744
256,HH,19,5,0.942,0.95,0.942,0.744
256,HH,1,6,0.658,0.668,0.664,0.656
256,HH,2,6,0.702,0.69,0.698,0.738
256,HH,3,6,0.796,0.808,0.778,0.81
256,HH,4,6,0.87,0.85,0.886,0.812
256,HH,5,6,0.898,0.904,0.896,0.852
256,HH,6,6,0.916,0.91,0.952,0.832
256,HH,7,6,0.93,0.926,0.938,0.824
256,HH,8,6,0.928,0.94,0.944,0.816
256,HH,9,6,0.934,0.924,0.94,0.804
256,HH,10,6,0.938,0.936,0.966,0.796
256,HH,11,6,0.934,0.938,0.958,0.794
256,HH,12,6,0.934,0.938,0.958,0.794
256,HH,13,6,0.934,0.938,0.958,0.794
256,HH,14,6,0.934,0.938,0.958,0.794
256,HH,15,6,0.934,0.938,0.958,0.794
256,HH,16,6,0.936,0.938,0.958,0.794
256,HH,17,6,0.936,0.938,0.958,0.794
256,HH,18,6,0.936,0.938,0.958,0.794
256,HH,19,6,0.936,0.938,0.958,0.794
256,HH,1,7,0.616,0.56,0.558,0.412
256,HH,2,7,0.74,0.696,0.71,0.584
256,HH,3,7,0.824,0.808,0.866,0.72
256,HH,4,7,0.888,0.92,0.94,0.818
256,HH,5,7,0.936,0.956,0.964,0.82
256,HH,6,7,0.954,0.954,0.974,0.81
256,HH,7,7,0.95,0.956,0.99,0.802
256,HH,8,7,0.952,0.964,0.984,0.792
256,HH,9,7,0.96,0.956,0.992,0.79
256,HH,10,7,0.958,0.956,0.984,0.782
256,HH,11,7,0.952,0.958,0.982,0.784
256,HH,12,7,0.952,0.956,0.982,0.784
256,HH,13,7,0.952,0.964,0.982,0.784
256,HH,14,7,0.952,0.964,0.982,0.784
256,HH,15,7,0.952,0.964,0.982,0.784
256,HH,16,7,0.952,0.964,0.982,0.784
256,HH,17,7,0.952,0.964,0.982,0.784
256,HH,18,7,0.952,0.964,0.982,0.784
256,HH,19,7,0.952,0.964,0.982,0.784
256,HH,1,8,0.528,0.486,0.49,0.414
256,HH,2,8,0.644,0.66,0.664,0.594
256,HH,3,8,0.762,0.826,0.812,0.672
256,HH,4,8,0.862,0.88,0.894,0.746
256,HH,5,8,0.896,0.928,0.944,0.778
256,HH,6,8,0.916,0.946,0.934,0.762
256,HH,7,8,0.942,0.944,0.962,0.73
256,HH,8,8,0.948,0.944,0.964,0.696
256,HH,9,8,0.938,0.944,0.962,0.688
256,HH,10,8,0.936,0.938,0.964,0.678
256,HH,11,8,0.936,0.94,0.962,0.662
256,HH,12,8,0.932,0.94,0.962,0.656
256,HH,13,8,0.932,0.94,0.95,0.648
256,HH,14,8,0.932,0.94,0.95,0.648
256,HH,15,8,0.932,0.94,0.95,0.648
256,HH,16,8,0.932,0.94,0.95,0.648
256,HH,17,8,0.932,0.94,0.95,0.648
256,HH,18,8,0.932,0.94,0.95,0.648
256,HH,19,8,0.932,0.94,0.95,0.648
256,HH,1,9,0.546,0.544,0.568,0.518
256,HH,2,9,0.666,0.696,0.758,0.618
256,HH,3,9,0.872,0.858,0.9,0.714
256,HH,4,9,0.918,0.908,0.926,0.812
256,HH,5,9,0.928,0.92,0.954,0.794
256,HH,6,9,0.962,0.942,0.966,0.82
256,HH,7,9,0.966,0.936,0.958,0.814
256,HH,8,9,0.95,0.95,0.966,0.79
256,HH,9,9,0.946,0.948,0.966,0.784
256,HH,10,9,0.952,0.942,0.966,0.772
256,HH,11,9,0.956,0.95,0.964,0.77
256,HH,12,9,0.958,0.942,0.97,0.77
256,HH,13,9,0.956,0.942,0.97,0.77
256,HH,14,9,0.956,0.942,0.97,0.77
256,HH,15,9,0.956,0.942,0.97,0.77
256,HH,16,9,0.956,0.942,0.97,0.77
256,HH,17,9,0.956,0.942,0.97,0.77
256,HH,18,9,0.956,0.942,0.97,0.77
256,HH,19,9,0.956,0.942,0.97,0.77
256,SS,1,0,0.208,0.244,0.278,0.214
256,SS,2,0,0.288,0.304,0.342,0.25
256,SS,3,0,0.324,0.348,0.368,0.326
256,SS,4,0,0.382,0.374,0.408,0.39
256,SS,5,0,0.422,0.396,0.404,0.412
256,SS,6,0,0.416,0.354,0.422,0.374
256,SS,7,0,0.394,0.41,0.424,0.366
256,SS,8,0,0.386,0.4,0.458,0.332
256,SS,9,0,0.37,0.442,0.434,0.33
256,SS,10,0,0.366,0.414,0.414,0.328
256,SS,11,0,0.362,0.402,0.442,0.326
256,SS,12,0,0.362,0.436,0.452,0.326
256,SS,13,0,0.362,0.414,0.466,0.326
256,SS,14,0,0.362,0.424,0.43,0.326
256,SS,15,0,0.362,0.422,0.466,0.326
256,SS,16,0,0.362,0.426,0.468,0.326
256,SS,17,0,0.362,0.422,0.458,0.326
256,SS,18,0,0.362,0.426,0.452,0.326
256,SS,19,0,0.362,0.418,0.46,0.326
256,SS,1,1,0.274,0.28,0.32,0.276
256,SS,2,1,0.308,0.304,0.334,0.31
256,SS,3,1,0.342,0.324,0.376,0.372
256,SS,4,1,0.4,0.336,0.416,0.416
256,SS,5,1,0.454,0.344,0.444,0.446
256,SS,6,1,0.486,0.38,0.454,0.448
256,SS,7,1,0.452,0.392,0.464,0.418
256,SS,8,1,0.448,0.412,0.46,0.402
256,SS,9,1,0.432,0.404,0.448,0.404
256,SS,10,1,0.43,0.38,0.47,0.406
256,SS,11,1,0.434,0.382,0.46,0.406
256,SS,12,1,0.434,0.402,0.458,0.406
256,SS,13,1,0.434,0.396,0.464,0.406
256,SS,14,1,0.434,0.398,0.474,0.406
256,SS,15,1,0.434,0.4,0.47,0.406
256,SS,16,1,0.434,0.396,0.45,0.406
256,SS,17,1,0.434,0.37,0.452,0.406
256,SS,18,1,0.434,0.392,0.45,0.406
256,SS,19,1,0.434,0.41,0.474,0.406
256,SS,1,2,0.172,0.228,0.28,0.144
256,SS,2,2,0.23,0.266,0.32,0.24
256,SS,3,2,0.316,0.324,0.38,0.31
256,SS,4,2,0.386,0.334,0.398,0.36
256,SS,5,2,0.388,0.342,0.452,0.434
256,SS,6,2,0.368,0.396,0.432,0.396
256,SS,7,2,0.382,0.348,0.448,0.344
256,SS,8,2,0.358,0.376,0.472,0.34
256,SS,9,2,0.354,0.402,0.468,0.338
256,SS,10,2,0.352,0.376,0.492,0.332
256,SS,11,2,0.354,0.384,0.482,0.332
256,SS,12,2,0.354,0.37,0.482,0.332
256,SS,13,2,0.354,0.39,0.488,0.332
256,SS,14,2,0.354,0.394,0.458,0.332
256,SS,15,2,0.354,0.396,0.466,0.332
256,SS,16,2,0.354,0.382,0.49,0.332
256,SS,17,2,0.354,0.4,0.484,0.332
256,SS,18,2,0.354,0.402,0.458,0.332
256,SS,19,2,0.354,0.394,0.454,0.332
256,SS,1,3,0.178,0.24,0.308,0.192
256,SS,2,3,0.262,0.276,0.346,0.25
256,SS,3,3,0.308,0.34,0.404,0.308
256,SS,4,3,0.382,0.352,0.402,0.37
256,SS,5,3,0.394,0.372,0.436,0.408
256,SS,6,3,0.394,0.36,0.43,0.39
256,SS,7,3,0.396,0.412,0.448,0.366
256,SS,8,3,0.4,0.424,0.46,0.362
256,SS,9,3,0.398,0.43,0.452,0.356
256,SS,10,3,0.408,0.402,0.47,0.35
256,SS,11,3,0.402,0.44,0.442,0.35
256,SS,12,3,0.4,0.404,0.478,0.35
256,SS,13,3,0.4,0.394,0.49,0.35
256,SS,14,3,0.4,0.42,0.482,0.35
256,SS,15,3,0.4,0.41,0.476,0.35
256,SS,16,3,0.4,0.41,0.504,0.35
256,SS,17,3,0.4,0.414,0.488,0.35
256,SS,18,3,0.4,0.394,0.498,0.35
256,SS,19,3,0.4,0.392,0.486,0.35
256,SS,1,4,0.174,0.2,0.238,0.176
256,SS,2,4,0.276,0.236,0.272,0.24
256,SS,3,4,0.332,0.27,0.334,0.322
256,SS,4,4,0.358,0.324,0.342,0.4
256,SS,5,4,0.392,0.308,0.366,0.422
256,SS,6,4,0.41,0.346,0.404,0.362
256,SS,7,4,0.412,0.382,0.41,0.368
256,SS,8,4,0.408,0.372,0.428,0.36
256,SS,9,4,0.408,0.382,0.426,0.354
256,SS,10,4,0.402,0.366,0.462,0.352
256,SS,11,4,0.4,0.398,0.444,0.348
256,SS,12,4,0.4,0.378,0.428,0.348
256,SS,13,4,0.4,0.368,0.43,0.348
256,SS,14,4,0.4,0.368,0.436,0.348
256,SS,15,4,0.4,0.402,0.438,0.348
256,SS,16,4,0.4,0.4,0.432,0.348
256,SS,17,4,0.4,0.38,0.454,0.348
256,SS,18,4,0.4,0.41,0.458,0.348
256,SS,19,4,0.4,0.404,0.474,0.348
256,SS,1,5,0.236,0.282,0.368,0.256
256,SS,2,5,0.292,0.352,0.398,0.316
256,SS,3,5,0.366,0.39,0.448,0.406
256,SS,4,5,0.416,0.374,0.422,0.466
256,SS,5,5,0.46,0.444,0.486,0.486
256,SS,6,5,0.476,0.448,0.508,0.458
256,SS,7,5,0.466,0.422,0.488,0.4
256,SS,8,5,0.464,0.478,0.478,0.386
256,SS,9,5,0.47,0.442,0.522,0.378
256,SS,10,5,0.468,0.454,0.498,0.378
256,SS,11,5,0.468,0.404,0.502,0.378
256,SS,12,5,0.47,0.44,0.526,0.378
256,SS,13,5,0.472,0.45,0.52,0.378
256,SS,14,5,0.472,0.458,0.552,0.378
256,SS,15,5,0.472,0.452,0.548,0.378
256,SS,16,5,0.472,0.454,0.536,0.378
256,SS,17,5,0.472,0.45,0.526,0.378
256,SS,18,5,0.472,0.448,0.542,0.378
256,SS,19,5,0.472,0.452,0.562,0.378
256,SS,1,6,0.3,0.34,0.37,0.334
256,SS,2,6,0.348,0.354,0.4,0.368
256,SS,3,6,0.418,0.4,0.45,0.414
256,SS,4,6,0.464,0.406,0.422,0.428
256,SS,5,6,0.532,0.43,0.464,0.47
256,SS,6,6,0.524,0.488,0.474,0.4
256,SS,7,6,0.522,0.468,0.51,0.36
256,SS,8,6,0.52,0.492,0.518,0.362
256,SS,9,6,0.52,0.478,0.556,0.358
256,SS,10,6,0.514,0.474,0.574,0.358
256,SS,11,6,0.514,0.468,0.518,0.358
256,SS,12,6,0.516,0.462,0.528,0.358
256,SS,13,6,0.516,0.504,0.532,0.358
256,SS,14,6,0.516,0.48,0.556,0.358
256,SS,15,6,0.516,0.456,0.52,0.358
256,SS,16,6,0.516,0.482,0.498,0.358
256,SS,17,6,0.516,0.48,0.526,0.358
256,SS,18,6,0.516,0.48,0.524,0.358
256,SS,19,6,0.516,0.488,0.538,0.358
256,SS,1,7,0.216,0.298,0.33,0.252
256,SS,2,7,0.27,0.322,0.382,0.292
256,SS,3,7,0.382,0.422,0.418,0.364
256,SS,4,7,0.426,0.416,0.42,0.432
256,SS,5,7,0.402,0.414,0.418,0.428
256,SS,6,7,0.398,0.412,0.462,0.424
256,SS,7,7,0.412,0.438,0.456,0.412
256,SS,8,7,0.412,0.46,0.478,0.388
256,SS,9,7,0.412,0.432,0.466,0.38
256,SS,10,7,0.406,0.438,0.468,0.384
256,SS,11,7,0.41,0.454,0.466,0.382
256,SS,12,7,0.41,0.448,0.496,0.382
256,SS,13,7,0.41,0.424,0.484,0.382
256,SS,14,7,0.41,0.422,0.482,0.382
256,SS,15,7,0.41,0.444,0.48,0.382
256,SS,16,7,0.41,0.432,0.504,0.382
256,SS,17,7,0.41,0.442,0.47,0.382
256,SS,18,7,0.41,0.414,0.476,0.382
256,SS,19,7,0.41,0.424,0.482,0.382
256,SS,1,8,0.186,0.26,0.252,0.172
256,SS,2,8,0.266,0.282,0.354,0.234
256,SS,3,8,0.374,0.298,0.396,0.348
256,SS,4,8,0.376,0.338,0.444,0.396
256,SS,5,8,0.422,0.35,0.432,0.42
256,SS,6,8,0.418,0.37,0.442,0.436
256,SS,7,8,0.408,0.386,0.456,0.426
256,SS,8,8,0.402,0.428,0.476,0.386
256,SS,9,8,0.398,0.41,0.49,0.388
256,SS,10,8,0.394,0.406,0.492,0.39
256,SS,11,8,0.398,0.398,0.492,0.39
256,SS,12,8,0.398,0.426,0.492,0.39
256,SS,13,8,0.398,0.394,0.474,0.39
256,SS,14,8,0.398,0.394,0.468,0.39
256,SS,15,8,0.398,0.384,0.484,0.39
256,SS,16,8,0.398,0.414,0.516,0.39
256,SS,17,8,0.398,0.41,0.526,0.39
256,SS,18,8,0.398,0.43,0.518,0.39
256,SS,19,8,0.398,0.418,0.522,0.39
256,SS,1,9,0.266,0.298,0.32,0.236
256,SS,2,9,0.324,0.326,0.376,0.304
256,SS,3,9,0.364,0.38,0.434,0.364
256,SS,4,9,0.426,0.39,0.458,0.408
256,SS,5,9,0.448,0.416,0.456,0.44
256,SS,6,9,0.444,0.436,0.504,0.436
256,SS,7,9,0.46,0.408,0.496,0.422
256,SS,8,9,0.454,0.486,0.512,0.41
256,SS,9,9,0.454,0.46,0.51,0.4
256,SS,10,9,0.446,0.45,0.544,0.392
256,SS,11,9,0.446,0.494,0.534,0.388
256,SS,12,9,0.446,0.5,0.558,0.388
256,SS,13,9,0.448,0.456,0.556,0.388
256,SS,14,9,0.448,0.488,0.552,0.388
256,SS,15,9,0.448,0.474,0.536,0.388
256,SS,16,9,0.448,0.474,0.528,0.388
256,SS,17,9,0.448,0.448,0.51,0.388
256,SS,18,9,0.448,0.468,0.536,0.388
256,SS,19,9,0.448,0.482,0.564,0.388
256,HS,1,0,0.566,0.64,0.654,0.328
256,HS,2,0,0.706,0.738,0.742,0.474
256,HS,3,0,0.754,0.774,0.784,0.51
256,HS,4,0,0.786,0.826,0.818,0.552
256,HS,5,0,0.824,0.85,0.858,0.548
256,HS,6,0,0.834,0.882,0.9,0.522
256,HS,7,0,0.84,0.87,0.91,0.416
256,HS,8,0,0.836,0.892,0.904,0.368
256,HS,9,0,0.85,0.9,0.92,0.362
256,HS,10,0,0.838,0.878,0.906,0.352
256,HS,11,0,0.842,0.886,0.894,0.346
256,HS,12,0,0.842,0.886,0.902,0.336
256,HS,13,0,0.846,0.886,0.902,0.332
256,HS,14,0,0.846,0.886,0.902,0.33
256,HS,15,0,0.846,0.886,0.902,0.33
256,HS,16,0,0.846,0.886,0.902,0.33
256,HS,17,0,0.846,0.886,0.902,0.33
256,HS,18,0,0.846,0.886,0.902,0.33
256,HS,19,0,0.846,0.886,0.902,0.33
256,HS,1,1,0.518,0.51,0.558,0.4
256,HS,2,1,0.746,0.678,0.698,0.508
256,HS,3,1,0.822,0.796,0.826,0.608
256,HS,4,1,0.864,0.842,0.866,0.652
256,HS,5,1,0.884,0.89,0.91,0.684
256,HS,6,1,0.894,0.884,0.924,0.712
256,HS,7,1,0.87,0.888,0.908,0.734
256,HS,8,1,0.858,0.89,0.932,0.742
256,HS,9,1,0.87,0.902,0.926,0.744
256,HS,10,1,0.876,0.902,0.93,0.752
256,HS,11,1,0.864,0.898,0.926,0.76
256,HS,12,1,0.864,0.902,0.918,0.762
256,HS,13,1,0.864,0.902,0.918,0.762
256,HS,14,1,0.864,0.902,0.918,0.762
256,HS,15,1,0.864,0.902,0.918,0.762
256,HS,16,1,0.864,0.902,0.918,0.762
256,HS,17,1,0.864,0.902,0.918,0.76
256,HS,18,1,0.864,0.902,0.918,0.76
256,HS,19,1,0.864,0.902,0.918,0.76
256,HS,1,2,0.658,0.552,0.53,0.474
256,HS,2,2,0.758,0.72,0.734,0.638
256,HS,3,2,0.804,0.796,0.798,0.714
256,HS,4,2,0.84,0.842,0.86,0.744
256,HS,5,2,0.846,0.872,0.894,0.77
256,HS,6,2,0.858,0.882,0.902,0.774
256,HS,7,2,0.866,0.886,0.912,0.772
256,HS,8,2,0.85,0.894,0.926,0.782
256,HS,9,2,0.85,0.89,0.91,0.782
256,HS,10,2,0.852,0.878,0.92,0.782
256,HS,11,2,0.85,0.876,0.916,0.78
256,HS,12,2,0.848,0.878,0.914,0.78
256,HS,13,2,0.85,0.878,0.914,0.78
256,HS,14,2,0.85,0.878,0.914,0.78
256,HS,15,2,0.85,0.878,0.914,0.78
256,HS,16,2,0.85,0.878,0.914,0.78
256,HS,17,2,0.85,0.878,0.914,0.78
256,HS,18,2,0.85,0.878,0.914,0.78
256,HS,19,2,0.85,0.878,0.914,0.78
256,HS,1,3,0.584,0.634,0.626,0.296
256,HS,2,3,0.726,0.792,0.752,0.5
256,HS,3,3,0.888,0.9,0.918,0.67
256,HS,4,3,0.95,0.938,0.93,0.738
256,HS,5,3,0.952,0.954,0.962,0.758
256,HS,6,3,0.948,0.95,0.966,0.78
256,HS,7,3,0.944,0.964,0.978,0.804
256,HS,8,3,0.944,0.954,0.968,0.8
256,HS,9,3,0.94,0.962,0.984,0.804
256,HS,10,3,0.932,0.958,0.97,0.796
256,HS,11,3,0.93,0.958,0.976,0.794
256,HS,12,3,0.93,0.958,0.976,0.794
256,HS,13,3,0.93,0.958,0.98,0.794
256,HS,14,3,0.93,0.958,0.98,0.794
256,HS,15,3,0.93,0.958,0.98,0.794
256,HS,16,3,0.93,0.958,0.98,0.794
256,HS,17,3,0.93,0.958,0.98,0.794
256,HS,18,3,0.93,0.958,0.98,0.794
256,HS,19,3,0.93,0.958,0.98,0.794
256,HS,1,4,0.506,0.506,0.502,0.474
256,HS,2,4,0.712,0.648,0.688,0.542
256,HS,3,4,0.834,0.842,0.83,0.632
256,HS,4,4,0.884,0.88,0.902,0.752
256,HS,5,4,0.884,0.906,0.932,0.748
256,HS,6,4,0.874,0.914,0.93,0.74
256,HS,7,4,0.886,0.924,0.942,0.672
256,HS,8,4,0.888,0.926,0.948,0.604
256,HS,9,4,0.888,0.93,0.94,0.58
256,HS,10,4,0.886,0.922,0.94,0.562
256,HS,11,4,0.884,0.914,0.938,0.562
256,HS,12,4,0.88,0.914,0.934,0.562
256,HS,13,4,0.878,0.914,0.932,0.562
256,HS,14,4,0.876,0.914,0.932,0.562
256,HS,15,4,0.876,0.914,0.932,0.562
256,HS,16,4,0.876,0.914,0.932,0.562
256,HS,17,4,0.876,0.914,0.932,0.562
256,HS,18,4,0.876,0.914,0.932,0.562
256,HS,19,4,0.876,0.914,0.932,0.562
256,HS,1,5,0.416,0.348,0.364,0.324
256,HS,2,5,0.682,0.68,0.666,0.486
256,HS,3,5,0.872,0.854,0.864,0.602
256,HS,4,5,0.914,0.886,0.912,0.656
256,HS,5,5,0.908,0.926,0.912,0.712
256,HS,6,5,0.904,0.938,0.924,0.706
256,HS,7,5,0.894,0.92,0.948,0.648
256,HS,8,5,0.89,0.918,0.948,0.568
256,HS,9,5,0.894,0.94,0.94,0.546
256,HS,10,5,0.886,0.914,0.932,0.54
256,HS,11,5,0.882,0.918,0.932,0.542
256,HS,12,5,0.88,0.92,0.936,0.536
256,HS,13,5,0.88,0.92,0.934,0.534
256,HS,14,5,0.88,0.92,0.934,0.532
256,HS,15,5,0.88,0.92,0.934,0.532
256,HS,16,5,0.88,0.92,0.934,0.532
256,HS,17,5,0.88,0.92,0.934,0.532
256,HS,18,5,0.88,0.92,0.934,0.532
256,HS,19,5,0.88,0.92,0.934,0.532
256,HS,1,6,0.548,0.554,0.556,0.284
256,HS,2,6,0.754,0.708,0.718,0.466
256,HS,3,6,0.834,0.824,0.84,0.63
256,HS,4,6,0.882,0.86,0.88,0.666
256,HS,5,6,0.876,0.886,0.908,0.658
256,HS,6,6,0.868,0.888,0.922,0.672
256,HS,7,6,0.864,0.902,0.946,0.684
256,HS,8,6,0.854,0.89,0.926,0.682
256,HS,9,6,0.858,0.89,0.936,0.688
256,HS,10,6,0.85,0.9,0.93,0.684
256,HS,11,6,0.838,0.892,0.938,0.68
256,HS,12,6,0.832,0.898,0.934,0.68
256,HS,13,6,0.832,0.9,0.932,0.68
256,HS,14,6,0.832,0.9,0.932,0.68
256,HS,15,6,0.832,0.9,0.932,0.68
256,HS,16,6,0.832,0.9,0.932,0.68
256,HS,17,6,0.832,0.9,0.932,0.68
256,HS,18,6,0.832,0.9,0.932,0.68
256,HS,19,6,0.832,0.9,0.932,0.68
256,HS,1,7,0.54,0.534,0.516,0.368
256,HS,2,7,0.62,0.598,0.658,0.496
256,HS,3,7,0.774,0.778,0.744,0.632
256,HS,4,7,0.858,0.868,0.846,0.71
256,HS,5,7,0.856,0.878,0.904,0.736
256,HS,6,7,0.872,0.912,0.922,0.696
256,HS,7,7,0.864,0.896,0.928,0.598
256,HS,8,7,0.872,0.946,0.908,0.54
256,HS,9,7,0.868,0.914,0.932,0.52
256,HS,10,7,0.866,0.908,0.92,0.516
256,HS,11,7,0.872,0.91,0.93,0.514
256,HS,12,7,0.87,0.91,0.936,0.514
256,HS,13,7,0.868,0.904,0.938,0.514
256,HS,14,7,0.868,0.904,0.934,0.514
256,HS,15,7,0.868,0.904,0.934,0.514
256,HS,16,7,0.868,0.904,0.934,0.514
256,HS,17,7,0.868,0.904,0.934,0.514
256,HS,18,7,0.868,0.904,0.934,0.514
256,HS,19,7,0.868,0.904,0.934,0.514
256,HS,1,8,0.584,0.486,0.52,0.45
256,HS,2,8,0.708,0.706,0.73,0.538
256,HS,3,8,0.8,0.8,0.776,0.64
256,HS,4,8,0.864,0.874,0.856,0.692
256,HS,5,8,0.868,0.906,0.892,0.698
256,HS,6,8,0.878,0.888,0.912,0.7
256,HS,7,8,0.864,0.888,0.934,0.64
256,HS,8,8,0.848,0.882,0.904,0.616
256,HS,9,8,0.84,0.892,0.92,0.604
256,HS,10,8,0.84,0.892,0.926,0.6
256,HS,11,8,0.836,0.888,0.92,0.598
256,HS,12,8,0.832,0.896,0.916,0.598
256,HS,13,8,0.83,0.898,0.916,0.598
256,HS,14,8,0.83,0.898,0.916,0.598
256,HS,15,8,0.828,0.898,0.916,0.598
256,HS,16,8,0.828,0.898,0.916,0.598
256,HS,17,8,0.828,0.898,0.916,0.598
256,HS,18,8,0.828,0.898,0.916,0.598
256,HS,19,8,0.828,0.898,0.916,0.598
256,HS,1,9,0.558,0.494,0.576,0.462
256,HS,2,9,0.776,0.732,0.772,0.576
256,HS,3,9,0.886,0.866,0.92,0.708
256,HS,4,9,0.936,0.936,0.948,0.814
256,HS,5,9,0.946,0.946,0.96,0.834
256,HS,6,9,0.928,0.936,0.964,0.84
256,HS,7,9,0.926,0.94,0.958,0.838
256,HS,8,9,0.918,0.944,0.974,0.828
256,HS,9,9,0.92,0.926,0.962,0.83
256,HS,10,9,0.912,0.918,0.96,0.828
256,HS,11,9,0.9,0.93,0.972,0.828
256,HS,12,9,0.896,0.928,0.968,0.83
