dim,signature,max_depth,trial,product_rf_accuracy,sklearn_rf_accuracy,tangent_rf_accuracy,ensemble_accuracy
1024,H,1,0,0.496,0.496,0.628,0.482
1024,H,2,0,0.768,0.838,0.776,0.622
1024,H,3,0,0.918,0.924,0.936,0.746
1024,H,4,0,0.996,0.986,0.994,0.798
1024,H,5,0,0.998,0.992,0.998,0.824
1024,H,6,0,0.998,0.992,1.0,0.904
1024,H,7,0,0.998,0.992,1.0,0.926
1024,H,8,0,1.0,0.99,1.0,0.94
1024,H,9,0,1.0,0.992,1.0,0.946
1024,H,10,0,1.0,0.994,1.0,0.946
1024,H,11,0,1.0,0.994,1.0,0.946
1024,H,12,0,1.0,0.994,1.0,0.946
1024,H,13,0,1.0,0.994,1.0,0.946
1024,H,14,0,1.0,0.994,1.0,0.946
1024,H,15,0,1.0,0.994,1.0,0.946
1024,H,16,0,1.0,0.994,1.0,0.946
1024,H,17,0,1.0,0.994,1.0,0.946
1024,H,18,0,1.0,0.994,1.0,0.946
1024,H,19,0,1.0,0.994,1.0,0.946
1024,H,1,1,0.608,0.646,0.64,0.35
1024,H,2,1,0.78,0.848,0.85,0.5
1024,H,3,1,0.928,0.946,0.978,0.616
1024,H,4,1,0.998,0.996,0.996,0.726
1024,H,5,1,1.0,0.998,1.0,0.794
1024,H,6,1,1.0,0.994,1.0,0.876
1024,H,7,1,1.0,0.998,1.0,0.92
1024,H,8,1,1.0,0.998,1.0,0.926
1024,H,9,1,1.0,0.998,1.0,0.93
1024,H,10,1,1.0,0.998,1.0,0.93
1024,H,11,1,1.0,0.998,1.0,0.93
1024,H,12,1,1.0,0.998,1.0,0.93
1024,H,13,1,1.0,0.998,1.0,0.93
1024,H,14,1,1.0,0.998,1.0,0.93
1024,H,15,1,1.0,0.998,1.0,0.93
1024,H,16,1,1.0,0.998,1.0,0.93
1024,H,17,1,1.0,0.998,1.0,0.93
1024,H,18,1,1.0,0.998,1.0,0.93
1024,H,19,1,1.0,0.998,1.0,0.93
1024,H,1,2,0.644,0.584,0.734,0.33
1024,H,2,2,0.876,0.83,0.85,0.502
1024,H,3,2,0.968,0.954,0.944,0.618
1024,H,4,2,0.994,0.994,0.974,0.746
1024,H,5,2,0.996,0.996,0.998,0.82
1024,H,6,2,0.998,0.996,1.0,0.888
1024,H,7,2,1.0,0.998,1.0,0.938
1024,H,8,2,1.0,0.996,1.0,0.938
1024,H,9,2,0.998,0.994,1.0,0.94
1024,H,10,2,0.998,0.996,1.0,0.94
1024,H,11,2,0.998,0.996,1.0,0.94
1024,H,12,2,0.998,0.996,1.0,0.94
1024,H,13,2,0.998,0.996,1.0,0.94
1024,H,14,2,0.998,0.996,1.0,0.94
1024,H,15,2,0.998,0.996,1.0,0.94
1024,H,16,2,0.998,0.996,1.0,0.94
1024,H,17,2,0.998,0.996,1.0,0.94
1024,H,18,2,0.998,0.996,1.0,0.94
1024,H,19,2,0.998,0.996,1.0,0.94
1024,H,1,3,0.66,0.674,0.776,0.488
1024,H,2,3,0.92,0.932,0.912,0.588
1024,H,3,3,0.962,0.962,0.952,0.706
1024,H,4,3,0.966,0.976,0.972,0.858
1024,H,5,3,0.984,0.978,0.99,0.912
1024,H,6,3,0.988,0.988,0.992,0.934
1024,H,7,3,0.99,0.99,0.992,0.936
1024,H,8,3,0.99,0.988,0.996,0.942
1024,H,9,3,0.99,0.988,0.994,0.934
1024,H,10,3,0.992,0.988,0.994,0.934
1024,H,11,3,0.992,0.988,0.994,0.934
1024,H,12,3,0.992,0.988,0.996,0.934
1024,H,13,3,0.992,0.988,0.996,0.934
1024,H,14,3,0.992,0.988,0.996,0.934
1024,H,15,3,0.992,0.988,0.996,0.934
1024,H,16,3,0.992,0.988,0.996,0.934
1024,H,17,3,0.992,0.988,0.996,0.934
1024,H,18,3,0.992,0.988,0.996,0.934
1024,H,19,3,0.992,0.988,0.996,0.934
1024,H,1,4,0.536,0.538,0.542,0.338
1024,H,2,4,0.688,0.696,0.678,0.498
1024,H,3,4,0.962,0.944,0.886,0.602
1024,H,4,4,0.99,0.996,0.966,0.68
1024,H,5,4,1.0,0.994,1.0,0.77
1024,H,6,4,1.0,0.998,1.0,0.832
1024,H,7,4,1.0,1.0,0.998,0.916
1024,H,8,4,1.0,0.998,0.998,0.928
1024,H,9,4,1.0,1.0,0.996,0.928
1024,H,10,4,1.0,1.0,0.998,0.93
1024,H,11,4,1.0,1.0,0.998,0.93
1024,H,12,4,1.0,1.0,0.998,0.93
1024,H,13,4,1.0,1.0,0.998,0.93
1024,H,14,4,1.0,1.0,0.998,0.93
1024,H,15,4,1.0,1.0,0.998,0.93
1024,H,16,4,1.0,1.0,0.998,0.93
1024,H,17,4,1.0,1.0,0.998,0.93
1024,H,18,4,1.0,1.0,0.998,0.93
1024,H,19,4,1.0,1.0,0.998,0.93
1024,H,1,5,0.558,0.652,0.622,0.406
1024,H,2,5,0.83,0.828,0.854,0.544
1024,H,3,5,0.928,0.954,0.95,0.714
1024,H,4,5,0.992,0.992,0.99,0.794
1024,H,5,5,0.996,0.99,0.996,0.87
1024,H,6,5,0.996,0.99,0.996,0.934
1024,H,7,5,0.996,0.99,0.996,0.972
1024,H,8,5,0.996,0.986,0.996,0.97
1024,H,9,5,0.996,0.984,0.996,0.97
1024,H,10,5,0.996,0.984,0.996,0.97
1024,H,11,5,0.996,0.984,0.996,0.97
1024,H,12,5,0.996,0.984,0.996,0.97
1024,H,13,5,0.996,0.984,0.996,0.97
1024,H,14,5,0.996,0.984,0.996,0.97
1024,H,15,5,0.996,0.984,0.996,0.97
1024,H,16,5,0.996,0.984,0.996,0.97
1024,H,17,5,0.996,0.984,0.996,0.97
1024,H,18,5,0.996,0.984,0.996,0.97
1024,H,19,5,0.996,0.984,0.996,0.97
1024,H,1,6,0.594,0.614,0.532,0.008
1024,H,2,6,0.87,0.892,0.912,0.138
1024,H,3,6,0.964,0.96,0.956,0.14
1024,H,4,6,0.982,0.988,0.972,0.174
1024,H,5,6,0.994,0.994,0.988,0.22
1024,H,6,6,0.996,0.988,0.994,0.248
1024,H,7,6,0.996,0.992,0.996,0.25
1024,H,8,6,0.996,0.992,0.996,0.254
1024,H,9,6,0.996,0.99,0.996,0.254
1024,H,10,6,0.996,0.99,0.996,0.254
1024,H,11,6,0.996,0.99,0.996,0.254
1024,H,12,6,0.996,0.99,0.996,0.254
1024,H,13,6,0.996,0.99,0.996,0.254
1024,H,14,6,0.996,0.99,0.996,0.254
1024,H,15,6,0.996,0.99,0.996,0.254
1024,H,16,6,0.996,0.99,0.996,0.254
1024,H,17,6,0.996,0.99,0.996,0.254
1024,H,18,6,0.996,0.99,0.996,0.254
1024,H,19,6,0.996,0.99,0.996,0.254
1024,H,1,7,0.584,0.666,0.728,0.246
1024,H,2,7,0.824,0.82,0.826,0.452
1024,H,3,7,0.904,0.94,0.898,0.624
1024,H,4,7,0.968,0.988,0.944,0.724
1024,H,5,7,0.992,0.99,1.0,0.794
1024,H,6,7,1.0,0.998,1.0,0.878
1024,H,7,7,1.0,1.0,1.0,0.942
1024,H,8,7,1.0,0.994,1.0,0.94
1024,H,9,7,1.0,0.994,1.0,0.94
1024,H,10,7,1.0,0.994,1.0,0.94
1024,H,11,7,1.0,0.994,1.0,0.94
1024,H,12,7,1.0,0.994,1.0,0.94
1024,H,13,7,1.0,0.994,1.0,0.94
1024,H,14,7,1.0,0.994,1.0,0.94
1024,H,15,7,1.0,0.994,1.0,0.94
1024,H,16,7,1.0,0.994,1.0,0.94
1024,H,17,7,1.0,0.994,1.0,0.94
1024,H,18,7,1.0,0.994,1.0,0.94
1024,H,19,7,1.0,0.994,1.0,0.94
1024,H,1,8,0.544,0.548,0.544,0.538
1024,H,2,8,0.826,0.878,0.846,0.756
1024,H,3,8,0.926,0.928,0.914,0.84
1024,H,4,8,0.956,0.96,0.944,0.904
1024,H,5,8,0.98,0.976,0.966,0.926
1024,H,6,8,0.986,0.972,0.978,0.936
1024,H,7,8,0.984,0.968,0.984,0.944
1024,H,8,8,0.984,0.974,0.984,0.956
1024,H,9,8,0.984,0.972,0.984,0.956
1024,H,10,8,0.984,0.972,0.988,0.956
1024,H,11,8,0.984,0.972,0.99,0.956
1024,H,12,8,0.984,0.972,0.982,0.956
1024,H,13,8,0.984,0.972,0.982,0.956
1024,H,14,8,0.984,0.972,0.982,0.956
1024,H,15,8,0.984,0.972,0.982,0.956
1024,H,16,8,0.984,0.972,0.982,0.956
1024,H,17,8,0.984,0.972,0.982,0.956
1024,H,18,8,0.984,0.972,0.982,0.956
1024,H,19,8,0.984,0.972,0.982,0.956
1024,H,1,9,0.768,0.756,0.8,0.392
1024,H,2,9,0.89,0.838,0.858,0.58
1024,H,3,9,0.916,0.94,0.932,0.686
1024,H,4,9,0.962,0.984,0.986,0.826
1024,H,5,9,0.994,0.99,0.994,0.892
1024,H,6,9,0.994,0.986,1.0,0.93
1024,H,7,9,0.996,0.98,1.0,0.944
1024,H,8,9,0.994,0.992,1.0,0.946
1024,H,9,9,0.996,0.99,1.0,0.946
1024,H,10,9,0.996,0.99,1.0,0.946
1024,H,11,9,0.996,0.99,1.0,0.946
1024,H,12,9,0.996,0.99,1.0,0.946
1024,H,13,9,0.996,0.99,1.0,0.946
1024,H,14,9,0.996,0.99,1.0,0.946
1024,H,15,9,0.996,0.99,1.0,0.946
1024,H,16,9,0.996,0.99,1.0,0.946
1024,H,17,9,0.996,0.99,1.0,0.946
1024,H,18,9,0.996,0.99,1.0,0.946
1024,H,19,9,0.996,0.99,1.0,0.946
1024,S,1,0,0.52,0.446,0.454,0.398
1024,S,2,0,0.734,0.648,0.612,0.604
1024,S,3,0,0.788,0.742,0.72,0.686
1024,S,4,0,0.794,0.736,0.758,0.71
1024,S,5,0,0.814,0.75,0.776,0.734
1024,S,6,0,0.796,0.776,0.774,0.734
1024,S,7,0,0.796,0.776,0.778,0.746
1024,S,8,0,0.79,0.78,0.796,0.75
1024,S,9,0,0.784,0.774,0.788,0.746
1024,S,10,0,0.784,0.784,0.772,0.746
1024,S,11,0,0.784,0.794,0.79,0.746
1024,S,12,0,0.784,0.784,0.786,0.746
1024,S,13,0,0.784,0.786,0.78,0.746
1024,S,14,0,0.784,0.788,0.786,0.746
1024,S,15,0,0.784,0.786,0.79,0.746
1024,S,16,0,0.784,0.782,0.778,0.746
1024,S,17,0,0.784,0.78,0.784,0.746
1024,S,18,0,0.784,0.78,0.784,0.746
1024,S,19,0,0.784,0.78,0.784,0.746
1024,S,1,1,0.568,0.624,0.528,0.332
1024,S,2,1,0.656,0.626,0.618,0.496
1024,S,3,1,0.74,0.662,0.644,0.606
1024,S,4,1,0.754,0.702,0.696,0.656
1024,S,5,1,0.744,0.692,0.706,0.558
1024,S,6,1,0.75,0.72,0.722,0.44
1024,S,7,1,0.74,0.728,0.716,0.44
1024,S,8,1,0.742,0.724,0.716,0.442
1024,S,9,1,0.74,0.744,0.728,0.442
1024,S,10,1,0.74,0.718,0.714,0.442
1024,S,11,1,0.74,0.706,0.722,0.442
1024,S,12,1,0.74,0.75,0.71,0.442
1024,S,13,1,0.74,0.714,0.718,0.442
1024,S,14,1,0.74,0.73,0.736,0.442
1024,S,15,1,0.74,0.748,0.734,0.442
1024,S,16,1,0.74,0.746,0.72,0.442
1024,S,17,1,0.74,0.742,0.722,0.442
1024,S,18,1,0.74,0.732,0.726,0.442
1024,S,19,1,0.74,0.736,0.726,0.442
1024,S,1,2,0.386,0.396,0.376,0.262
1024,S,2,2,0.534,0.474,0.448,0.398
1024,S,3,2,0.656,0.548,0.534,0.486
1024,S,4,2,0.726,0.624,0.64,0.532
1024,S,5,2,0.738,0.67,0.724,0.542
1024,S,6,2,0.762,0.69,0.712,0.602
1024,S,7,2,0.758,0.692,0.712,0.596
1024,S,8,2,0.748,0.696,0.724,0.6
1024,S,9,2,0.746,0.722,0.716,0.598
1024,S,10,2,0.75,0.702,0.718,0.598
1024,S,11,2,0.75,0.706,0.704,0.596
1024,S,12,2,0.75,0.704,0.726,0.596
1024,S,13,2,0.75,0.71,0.728,0.596
1024,S,14,2,0.75,0.704,0.722,0.596
1024,S,15,2,0.75,0.708,0.706,0.596
1024,S,16,2,0.75,0.71,0.718,0.596
1024,S,17,2,0.75,0.714,0.72,0.596
1024,S,18,2,0.75,0.694,0.712,0.596
1024,S,19,2,0.75,0.692,0.708,0.596
1024,S,1,3,0.362,0.398,0.39,0.242
1024,S,2,3,0.584,0.508,0.506,0.394
1024,S,3,3,0.654,0.566,0.546,0.502
1024,S,4,3,0.72,0.592,0.638,0.51
1024,S,5,3,0.724,0.658,0.66,0.548
1024,S,6,3,0.69,0.666,0.674,0.584
1024,S,7,3,0.704,0.682,0.706,0.598
1024,S,8,3,0.704,0.678,0.684,0.604
1024,S,9,3,0.698,0.676,0.706,0.604
1024,S,10,3,0.698,0.694,0.702,0.608
1024,S,11,3,0.7,0.686,0.686,0.608
1024,S,12,3,0.7,0.704,0.688,0.608
1024,S,13,3,0.7,0.72,0.694,0.608
1024,S,14,3,0.7,0.72,0.712,0.608
1024,S,15,3,0.7,0.716,0.71,0.608
1024,S,16,3,0.7,0.714,0.694,0.608
1024,S,17,3,0.7,0.7,0.704,0.608
1024,S,18,3,0.7,0.706,0.704,0.608
1024,S,19,3,0.7,0.714,0.714,0.608
1024,S,1,4,0.394,0.41,0.434,0.258
1024,S,2,4,0.54,0.558,0.548,0.344
1024,S,3,4,0.69,0.652,0.66,0.442
1024,S,4,4,0.752,0.674,0.7,0.552
1024,S,5,4,0.748,0.682,0.73,0.592
1024,S,6,4,0.75,0.72,0.722,0.526
1024,S,7,4,0.74,0.706,0.746,0.526
1024,S,8,4,0.732,0.736,0.706,0.518
1024,S,9,4,0.73,0.728,0.726,0.518
1024,S,10,4,0.732,0.73,0.726,0.518
1024,S,11,4,0.732,0.734,0.718,0.518
1024,S,12,4,0.732,0.734,0.718,0.518
1024,S,13,4,0.732,0.738,0.718,0.518
1024,S,14,4,0.732,0.736,0.73,0.518
1024,S,15,4,0.732,0.744,0.722,0.518
1024,S,16,4,0.732,0.742,0.728,0.518
1024,S,17,4,0.732,0.744,0.726,0.518
1024,S,18,4,0.732,0.74,0.726,0.518
1024,S,19,4,0.732,0.754,0.726,0.518
1024,S,1,5,0.41,0.402,0.366,0.306
1024,S,2,5,0.6,0.594,0.642,0.444
1024,S,3,5,0.682,0.674,0.656,0.508
1024,S,4,5,0.726,0.694,0.702,0.56
1024,S,5,5,0.758,0.7,0.71,0.648
1024,S,6,5,0.75,0.702,0.728,0.676
1024,S,7,5,0.736,0.724,0.736,0.676
1024,S,8,5,0.74,0.712,0.73,0.676
1024,S,9,5,0.734,0.734,0.722,0.676
1024,S,10,5,0.732,0.734,0.742,0.676
1024,S,11,5,0.734,0.724,0.74,0.676
1024,S,12,5,0.734,0.732,0.722,0.676
1024,S,13,5,0.734,0.724,0.734,0.676
1024,S,14,5,0.734,0.72,0.732,0.676
1024,S,15,5,0.734,0.73,0.724,0.676
1024,S,16,5,0.734,0.726,0.734,0.676
1024,S,17,5,0.734,0.72,0.74,0.676
1024,S,18,5,0.734,0.722,0.738,0.676
1024,S,19,5,0.734,0.724,0.736,0.676
1024,S,1,6,0.526,0.488,0.508,0.354
1024,S,2,6,0.64,0.642,0.642,0.512
1024,S,3,6,0.696,0.654,0.66,0.524
1024,S,4,6,0.736,0.648,0.714,0.572
1024,S,5,6,0.726,0.708,0.712,0.434
1024,S,6,6,0.744,0.712,0.744,0.436
1024,S,7,6,0.744,0.718,0.742,0.42
1024,S,8,6,0.736,0.728,0.754,0.42
1024,S,9,6,0.738,0.724,0.752,0.42
1024,S,10,6,0.738,0.714,0.758,0.42
1024,S,11,6,0.738,0.738,0.746,0.42
1024,S,12,6,0.738,0.714,0.744,0.42
1024,S,13,6,0.738,0.734,0.744,0.42
1024,S,14,6,0.738,0.732,0.752,0.42
1024,S,15,6,0.738,0.714,0.742,0.42
1024,S,16,6,0.738,0.74,0.746,0.42
1024,S,17,6,0.738,0.734,0.744,0.42
1024,S,18,6,0.738,0.748,0.744,0.42
1024,S,19,6,0.738,0.734,0.75,0.42
1024,S,1,7,0.436,0.46,0.462,0.252
1024,S,2,7,0.518,0.482,0.566,0.434
1024,S,3,7,0.668,0.656,0.622,0.544
1024,S,4,7,0.738,0.658,0.656,0.598
1024,S,5,7,0.76,0.664,0.7,0.616
1024,S,6,7,0.756,0.718,0.724,0.64
1024,S,7,7,0.756,0.73,0.73,0.648
1024,S,8,7,0.758,0.73,0.72,0.65
1024,S,9,7,0.756,0.724,0.728,0.65
1024,S,10,7,0.756,0.758,0.73,0.65
1024,S,11,7,0.756,0.75,0.732,0.65
1024,S,12,7,0.756,0.75,0.736,0.65
1024,S,13,7,0.756,0.738,0.728,0.65
1024,S,14,7,0.756,0.75,0.734,0.65
1024,S,15,7,0.756,0.74,0.734,0.65
1024,S,16,7,0.756,0.734,0.748,0.65
1024,S,17,7,0.756,0.748,0.748,0.65
1024,S,18,7,0.756,0.74,0.748,0.65
1024,S,19,7,0.756,0.726,0.748,0.65
1024,S,1,8,0.474,0.414,0.396,0.27
1024,S,2,8,0.6,0.544,0.512,0.37
1024,S,3,8,0.666,0.584,0.6,0.494
1024,S,4,8,0.716,0.648,0.676,0.568
1024,S,5,8,0.758,0.682,0.706,0.622
1024,S,6,8,0.744,0.692,0.712,0.622
1024,S,7,8,0.75,0.71,0.714,0.622
1024,S,8,8,0.75,0.708,0.722,0.626
1024,S,9,8,0.752,0.724,0.704,0.626
1024,S,10,8,0.752,0.742,0.71,0.626
1024,S,11,8,0.752,0.728,0.714,0.626
1024,S,12,8,0.752,0.73,0.696,0.626
1024,S,13,8,0.752,0.726,0.702,0.626
1024,S,14,8,0.752,0.724,0.71,0.626
1024,S,15,8,0.752,0.732,0.71,0.626
1024,S,16,8,0.752,0.728,0.708,0.626
1024,S,17,8,0.752,0.734,0.708,0.626
1024,S,18,8,0.752,0.734,0.708,0.626
1024,S,19,8,0.752,0.73,0.708,0.626
1024,S,1,9,0.55,0.54,0.516,0.284
1024,S,2,9,0.646,0.578,0.582,0.468
1024,S,3,9,0.71,0.628,0.674,0.55
1024,S,4,9,0.742,0.692,0.7,0.588
1024,S,5,9,0.726,0.698,0.716,0.61
1024,S,6,9,0.72,0.71,0.722,0.604
1024,S,7,9,0.74,0.704,0.716,0.604
1024,S,8,9,0.728,0.728,0.722,0.608
1024,S,9,9,0.73,0.724,0.72,0.612
1024,S,10,9,0.728,0.732,0.722,0.612
1024,S,11,9,0.728,0.73,0.728,0.612
1024,S,12,9,0.728,0.726,0.732,0.612
1024,S,13,9,0.728,0.734,0.726,0.612
1024,S,14,9,0.728,0.724,0.726,0.612
1024,S,15,9,0.728,0.724,0.732,0.612
1024,S,16,9,0.728,0.732,0.732,0.612
1024,S,17,9,0.728,0.734,0.738,0.612
1024,S,18,9,0.728,0.726,0.738,0.612
1024,S,19,9,0.728,0.732,0.738,0.612
1024,HH,1,0,0.576,0.578,0.588,0.544
1024,HH,2,0,0.84,0.772,0.79,0.68
1024,HH,3,0,0.9,0.876,0.884,0.756
1024,HH,4,0,0.932,0.924,0.928,0.838
1024,HH,5,0,0.962,0.946,0.952,0.856
1024,HH,6,0,0.958,0.964,0.96,0.838
1024,HH,7,0,0.968,0.966,0.962,0.832
1024,HH,8,0,0.972,0.958,0.962,0.824
1024,HH,9,0,0.972,0.962,0.978,0.828
1024,HH,10,0,0.974,0.96,0.974,0.82
1024,HH,11,0,0.974,0.958,0.972,0.82
1024,HH,12,0,0.974,0.958,0.972,0.82
1024,HH,13,0,0.974,0.958,0.972,0.82
1024,HH,14,0,0.974,0.958,0.972,0.82
1024,HH,15,0,0.974,0.958,0.972,0.82
1024,HH,16,0,0.974,0.958,0.972,0.82
1024,HH,17,0,0.974,0.958,0.972,0.82
1024,HH,18,0,0.974,0.958,0.972,0.82
1024,HH,19,0,0.974,0.958,0.972,0.82
1024,HH,1,1,0.652,0.564,0.63,0.39
1024,HH,2,1,0.742,0.738,0.762,0.562
1024,HH,3,1,0.844,0.89,0.906,0.768
1024,HH,4,1,0.906,0.934,0.942,0.8
1024,HH,5,1,0.936,0.962,0.964,0.82
1024,HH,6,1,0.948,0.958,0.974,0.818
1024,HH,7,1,0.956,0.958,0.978,0.808
1024,HH,8,1,0.956,0.946,0.97,0.792
1024,HH,9,1,0.954,0.936,0.968,0.792
1024,HH,10,1,0.95,0.944,0.964,0.794
1024,HH,11,1,0.948,0.952,0.972,0.794
1024,HH,12,1,0.948,0.952,0.972,0.794
1024,HH,13,1,0.946,0.952,0.972,0.794
1024,HH,14,1,0.946,0.952,0.972,0.794
1024,HH,15,1,0.946,0.952,0.972,0.794
1024,HH,16,1,0.946,0.952,0.972,0.794
1024,HH,17,1,0.946,0.952,0.972,0.794
1024,HH,18,1,0.946,0.952,0.972,0.794
1024,HH,19,1,0.946,0.952,0.972,0.794
1024,HH,1,2,0.658,0.694,0.714,0.4
1024,HH,2,2,0.776,0.772,0.838,0.662
1024,HH,3,2,0.864,0.886,0.912,0.734
1024,HH,4,2,0.944,0.922,0.946,0.824
1024,HH,5,2,0.97,0.968,0.978,0.864
1024,HH,6,2,0.978,0.982,0.986,0.864
1024,HH,7,2,0.978,0.974,0.986,0.876
1024,HH,8,2,0.978,0.964,0.972,0.86
1024,HH,9,2,0.976,0.954,0.974,0.854
1024,HH,10,2,0.974,0.946,0.972,0.856
1024,HH,11,2,0.974,0.954,0.978,0.86
1024,HH,12,2,0.974,0.954,0.974,0.86
1024,HH,13,2,0.974,0.954,0.978,0.86
1024,HH,14,2,0.974,0.954,0.978,0.86
1024,HH,15,2,0.974,0.954,0.978,0.86
1024,HH,16,2,0.974,0.954,0.978,0.86
1024,HH,17,2,0.974,0.954,0.978,0.86
1024,HH,18,2,0.974,0.954,0.978,0.86
1024,HH,19,2,0.974,0.954,0.978,0.86
1024,HH,1,3,0.718,0.482,0.57,0.552
1024,HH,2,3,0.768,0.73,0.774,0.642
1024,HH,3,3,0.856,0.874,0.886,0.784
1024,HH,4,3,0.936,0.926,0.924,0.832
1024,HH,5,3,0.95,0.964,0.958,0.862
1024,HH,6,3,0.952,0.97,0.97,0.882
1024,HH,7,3,0.956,0.974,0.98,0.87
1024,HH,8,3,0.964,0.958,0.98,0.852
1024,HH,9,3,0.968,0.954,0.982,0.856
1024,HH,10,3,0.964,0.96,0.97,0.852
1024,HH,11,3,0.962,0.966,0.98,0.852
1024,HH,12,3,0.964,0.966,0.984,0.85
1024,HH,13,3,0.964,0.966,0.976,0.838
1024,HH,14,3,0.964,0.966,0.976,0.838
1024,HH,15,3,0.964,0.966,0.976,0.838
1024,HH,16,3,0.964,0.966,0.976,0.838
1024,HH,17,3,0.964,0.966,0.976,0.838
1024,HH,18,3,0.964,0.966,0.976,0.838
1024,HH,19,3,0.964,0.966,0.976,0.838
1024,HH,1,4,0.464,0.418,0.426,0.406
1024,HH,2,4,0.76,0.724,0.7,0.544
1024,HH,3,4,0.924,0.89,0.834,0.67
1024,HH,4,4,0.956,0.96,0.918,0.752
1024,HH,5,4,0.984,0.978,0.968,0.748
1024,HH,6,4,0.982,0.978,0.966,0.758
1024,HH,7,4,0.982,0.976,0.99,0.762
1024,HH,8,4,0.984,0.962,0.988,0.732
1024,HH,9,4,0.984,0.964,0.98,0.722
1024,HH,10,4,0.986,0.966,0.988,0.72
1024,HH,11,4,0.986,0.968,0.978,0.71
1024,HH,12,4,0.986,0.97,0.988,0.71
1024,HH,13,4,0.986,0.97,0.986,0.71
1024,HH,14,4,0.986,0.97,0.988,0.71
1024,HH,15,4,0.986,0.97,0.988,0.71
1024,HH,16,4,0.986,0.97,0.988,0.71
1024,HH,17,4,0.986,0.97,0.988,0.71
1024,HH,18,4,0.986,0.97,0.988,0.71
1024,HH,19,4,0.986,0.97,0.988,0.71
1024,HH,1,5,0.522,0.512,0.522,0.484
1024,HH,2,5,0.812,0.764,0.78,0.686
1024,HH,3,5,0.928,0.912,0.912,0.794
1024,HH,4,5,0.948,0.944,0.958,0.836
1024,HH,5,5,0.964,0.966,0.964,0.846
1024,HH,6,5,0.972,0.966,0.972,0.862
1024,HH,7,5,0.972,0.97,0.982,0.854
1024,HH,8,5,0.97,0.966,0.98,0.846
1024,HH,9,5,0.968,0.974,0.982,0.84
1024,HH,10,5,0.968,0.976,0.98,0.836
1024,HH,11,5,0.968,0.976,0.98,0.834
1024,HH,12,5,0.968,0.976,0.98,0.834
1024,HH,13,5,0.968,0.976,0.98,0.834
1024,HH,14,5,0.968,0.976,0.98,0.834
1024,HH,15,5,0.968,0.976,0.98,0.834
1024,HH,16,5,0.968,0.976,0.98,0.834
1024,HH,17,5,0.968,0.976,0.98,0.834
1024,HH,18,5,0.968,0.976,0.98,0.834
1024,HH,19,5,0.968,0.976,0.98,0.834
1024,HH,1,6,0.612,0.604,0.694,0.462
1024,HH,2,6,0.814,0.848,0.81,0.508
1024,HH,3,6,0.934,0.904,0.902,0.746
1024,HH,4,6,0.988,0.954,0.952,0.81
1024,HH,5,6,0.986,0.988,0.978,0.828
1024,HH,6,6,0.99,0.98,0.99,0.856
1024,HH,7,6,0.988,0.988,0.982,0.862
1024,HH,8,6,0.988,0.974,0.994,0.826
1024,HH,9,6,0.99,0.984,0.986,0.822
1024,HH,10,6,0.99,0.972,0.988,0.822
1024,HH,11,6,0.988,0.972,0.988,0.814
1024,HH,12,6,0.988,0.972,0.986,0.814
1024,HH,13,6,0.988,0.972,0.984,0.814
1024,HH,14,6,0.988,0.972,0.988,0.814
1024,HH,15,6,0.988,0.972,0.986,0.814
1024,HH,16,6,0.988,0.972,0.986,0.814
1024,HH,17,6,0.988,0.972,0.986,0.814
1024,HH,18,6,0.988,0.972,0.986,0.814
1024,HH,19,6,0.988,0.972,0.986,0.814
1024,HH,1,7,0.66,0.568,0.572,0.424
1024,HH,2,7,0.754,0.744,0.734,0.602
1024,HH,3,7,0.832,0.848,0.82,0.694
1024,HH,4,7,0.89,0.898,0.892,0.704
1024,HH,5,7,0.936,0.928,0.922,0.768
1024,HH,6,7,0.956,0.956,0.95,0.804
1024,HH,7,7,0.966,0.946,0.956,0.81
1024,HH,8,7,0.958,0.944,0.958,0.812
1024,HH,9,7,0.958,0.962,0.96,0.81
1024,HH,10,7,0.956,0.954,0.968,0.802
1024,HH,11,7,0.958,0.956,0.964,0.8
1024,HH,12,7,0.958,0.956,0.962,0.792
1024,HH,13,7,0.958,0.956,0.968,0.792
1024,HH,14,7,0.958,0.956,0.966,0.792
1024,HH,15,7,0.958,0.956,0.966,0.792
1024,HH,16,7,0.958,0.956,0.966,0.792
1024,HH,17,7,0.958,0.956,0.966,0.792
1024,HH,18,7,0.958,0.956,0.966,0.792
1024,HH,19,7,0.958,0.956,0.966,0.792
1024,HH,1,8,0.498,0.588,0.522,0.398
1024,HH,2,8,0.728,0.77,0.718,0.504
1024,HH,3,8,0.858,0.918,0.884,0.65
1024,HH,4,8,0.948,0.982,0.972,0.706
1024,HH,5,8,0.976,0.99,0.982,0.792
1024,HH,6,8,0.986,0.988,0.988,0.824
1024,HH,7,8,0.986,0.982,0.994,0.83
1024,HH,8,8,0.978,0.978,0.998,0.816
1024,HH,9,8,0.978,0.97,0.994,0.804
1024,HH,10,8,0.976,0.974,0.992,0.806
1024,HH,11,8,0.976,0.98,0.992,0.806
1024,HH,12,8,0.976,0.98,0.99,0.802
1024,HH,13,8,0.976,0.98,0.988,0.8
1024,HH,14,8,0.976,0.98,0.988,0.8
1024,HH,15,8,0.976,0.98,0.988,0.8
1024,HH,16,8,0.976,0.98,0.988,0.8
1024,HH,17,8,0.976,0.98,0.988,0.8
1024,HH,18,8,0.976,0.98,0.988,0.8
