dataset	signature	seed	product_rf_f1-micro	single_manifold_rf_f1-micro	sklearn_rf_f1-micro	tangent_rf_f1-micro	product_rf_f1-macro	single_manifold_rf_f1-macro	sklearn_rf_f1-macro	tangent_rf_f1-macro	product_rf_accuracy	single_manifold_rf_accuracy	sklearn_rf_accuracy	tangent_rf_accuracy	product_rf_time	single_manifold_rf_time	sklearn_rf_time	tangent_rf_time
gaussian	H1024	11	0.91	0.97	0.94	0.925	0.7508827953736771	0.9541916163860736	0.858901969766499	0.7836660806416414	0.91	0.97	0.94	0.925	0.2718467712402344	1.5411720275878906	0.043492794036865234	0.04391145706176758
gaussian	H1024	12	0.88	0.93	0.94	0.89	0.758741614441	0.9141813960292302	0.8912406725480271	0.7687414596897356	0.88	0.93	0.94	0.89	0.2671542167663574	1.645674705505371	0.04560232162475586	0.04493117332458496
gaussian	H1024	13	0.98	0.95	0.98	0.97	0.7273538110212638	0.6861468581923127	0.7338530196597719	0.700981319536407	0.98	0.95	0.98	0.97	0.26171135902404785	1.4404900074005127	0.04409289360046387	0.04470419883728027
gaussian	H1024	14	0.965	0.955	0.96	0.965	0.7727470800835393	0.8454517192305785	0.7393621471226092	0.7722231038627763	0.965	0.955	0.96	0.965	0.26474761962890625	1.414229393005371	0.04401588439941406	0.04535961151123047
gaussian	H1024	15	0.995	0.89	1.0	0.935	0.9928337428337428	0.8935667293233083	1.0	0.908642880779314	0.995	0.89	1.0	0.935	0.26338839530944824	1.6238970756530762	0.0434114933013916	0.04464292526245117
gaussian	H1024	16	0.915	0.96	0.965	0.9	0.7143287237637022	0.9074928740417717	0.8297194083605284	0.6698777923363692	0.915	0.96	0.965	0.9	0.26345014572143555	1.4904861450195312	0.04451560974121094	0.04384660720825195
gaussian	H1024	17	0.96	0.97	0.965	0.995	0.7632034507013246	0.9182663246852676	0.7871192125476941	0.8731343283582089	0.96	0.97	0.965	0.995	0.2632620334625244	1.6143736839294434	0.04509782791137695	0.044972896575927734
gaussian	H1024	18	0.985	0.94	1.0	0.915	0.97931651409474	0.9342686316951023	1.0	0.8823213503076253	0.985	0.94	1.0	0.915	0.26468753814697266	1.6374919414520264	0.04415321350097656	0.044847726821899414
gaussian	H1024	19	0.96	0.97	0.96	0.98	0.7286996347838759	0.8908883838241577	0.7271651063989774	0.8392369043943604	0.96	0.97	0.96	0.98	0.26200079917907715	1.2314567565917969	0.046147823333740234	0.04471302032470703
gaussian	H1024	20	0.875	0.95	0.935	0.94	0.6205223259729074	0.9020307139229102	0.8282619053425965	0.7939990963616907	0.875	0.95	0.935	0.94	0.2635970115661621	1.5935311317443848	0.04375314712524414	0.044393301010131836
gaussian	H1024	21	0.985	0.94	0.98	0.98	0.7447874493927126	0.8262699106449106	0.7413337742504409	0.7400263401377845	0.985	0.94	0.98	0.98	0.2647063732147217	1.391505241394043	0.0455782413482666	0.044765472412109375
gaussian	H1024	22	0.92	0.945	0.95	0.955	0.7063202447005263	0.8024292967357765	0.7738304093567252	0.7975167308618598	0.92	0.945	0.95	0.955	0.26230454444885254	1.409118890762329	0.04392671585083008	0.04415130615234375
gaussian	H1024	23	0.975	0.94	0.965	0.97	0.8645017967693731	0.9154824305710143	0.8485858585858586	0.856804084534667	0.975	0.94	0.965	0.97	0.2634570598602295	1.6220982074737549	0.04391050338745117	0.04721951484680176
gaussian	H1024	24	0.94	0.96	0.965	0.945	0.8092776915676188	0.9434934159907585	0.8463342942724795	0.819949844267626	0.94	0.96	0.965	0.945	0.26210904121398926	1.4995100498199463	0.044214725494384766	0.045349836349487305
gaussian	H1024	25	0.95	0.955	0.97	0.905	0.8094979736020806	0.8826487841513417	0.8533014657999396	0.7318166280574648	0.95	0.955	0.97	0.905	0.26244044303894043	1.4916868209838867	0.04388070106506348	0.043883323669433594
gaussian	H1024	26	0.98	0.94	0.95	0.955	0.8520867139959432	0.8826095336526083	0.7493126993620414	0.7548582995951416	0.98	0.94	0.95	0.955	0.26624512672424316	1.5047826766967773	0.04532361030578613	0.04561901092529297
gaussian	H1024	27	0.95	0.965	0.96	0.935	0.8872565383759413	0.9183919979665055	0.8381577236676341	0.8764286584139526	0.95	0.965	0.96	0.935	0.2638721466064453	1.4098658561706543	0.04352092742919922	0.04396557807922363
gaussian	H1024	28	0.99	0.94	0.99	0.975	0.8707184325108853	0.8893102493443282	0.8708321756043346	0.856436311978522	0.99	0.94	0.99	0.975	0.2612876892089844	1.6087164878845215	0.047455549240112305	0.044724464416503906
gaussian	H1024	29	0.905	0.965	0.935	0.905	0.80067268101441	0.9436526251226502	0.8104705016524314	0.8204754579457979	0.905	0.965	0.935	0.905	0.2607462406158447	1.5136048793792725	0.04415249824523926	0.0454103946685791
gaussian	H1024	30	0.935	0.945	0.96	0.945	0.8852073954125355	0.9416223248392148	0.9252092674033143	0.8824054231908975	0.935	0.945	0.96	0.945	0.2633664608001709	1.7289564609527588	0.04398941993713379	0.04373741149902344
gaussian	S1024	31	0.655	0.59	0.62	0.63	0.6069151642905197	0.5528440993085593	0.5188388111182454	0.5657244876799927	0.655	0.59	0.62	0.63	0.24858880043029785	2.838313579559326	0.04374504089355469	0.045079708099365234
gaussian	S1024	32	0.68	0.435	0.575	0.63	0.5681453225140959	0.3465439152453581	0.40128735184914965	0.5046344215517148	0.68	0.435	0.575	0.63	0.2483198642730713	2.5436553955078125	0.04368448257446289	0.04380989074707031
gaussian	S1024	33	0.74	0.545	0.645	0.65	0.5594714185468388	0.4918452686124437	0.43136509752642477	0.43173969144198704	0.74	0.545	0.645	0.65	0.24884533882141113	2.635892152786255	0.044922590255737305	0.045301198959350586
gaussian	S1024	34	0.75	0.57	0.645	0.625	0.46608032650715575	0.3939501956937725	0.3577609073932604	0.34660226313230813	0.75	0.57	0.645	0.625	0.24881434440612793	2.291440486907959	0.04420351982116699	0.04738736152648926
gaussian	S1024	35	0.74	0.72	0.67	0.64	0.5111096187778909	0.5116061037302333	0.3768267752549834	0.3323608028950684	0.74	0.72	0.67	0.64	0.24835824966430664	2.359966993331909	0.04564833641052246	0.044023990631103516
gaussian	S1024	36	0.74	0.585	0.68	0.685	0.5605996583291191	0.585853976465317	0.46603902305770284	0.49598825797924806	0.74	0.585	0.68	0.685	0.24902701377868652	2.6100759506225586	0.04506421089172363	0.04500079154968262
gaussian	S1024	37	0.68	0.505	0.64	0.675	0.5410628703181325	0.5027645617999458	0.4762677023680545	0.5162832472955964	0.68	0.505	0.64	0.675	0.2524259090423584	2.514798164367676	0.04375123977661133	0.04534649848937988
gaussian	S1024	38	0.69	0.595	0.645	0.62	0.6151594465815702	0.5502268056867102	0.5720007336051058	0.49897394097356795	0.69	0.595	0.645	0.62	0.24874591827392578	2.827235698699951	0.044123172760009766	0.044646501541137695
gaussian	S1024	39	0.76	0.44	0.7	0.67	0.551420993179083	0.4416006792365488	0.44644819949698	0.41813765569341843	0.76	0.44	0.7	0.67	0.25054931640625	2.440713882446289	0.04463076591491699	0.04541373252868652
gaussian	S1024	40	0.655	0.66	0.575	0.625	0.4937552849771951	0.6048913571957658	0.43013623635834564	0.4590491945245467	0.655	0.66	0.575	0.625	0.24866676330566406	2.51698637008667	0.04555225372314453	0.046314239501953125
gaussian	S1024	41	0.675	0.69	0.64	0.595	0.4961234889953886	0.541225387751757	0.40512134874970934	0.3158055969531379	0.675	0.69	0.64	0.595	0.24874663352966309	2.6347014904022217	0.04574751853942871	0.04472804069519043
gaussian	S1024	42	0.665	0.52	0.595	0.565	0.5876888120839734	0.5148404699006562	0.4802778490698953	0.43713522303671803	0.665	0.52	0.595	0.565	0.2492384910583496	2.610806703567505	0.04384756088256836	0.04462289810180664
gaussian	S1024	43	0.64	0.69	0.67	0.645	0.3391904239766082	0.574005107211156	0.4733471771092901	0.3552838297790512	0.64	0.69	0.67	0.645	0.25256824493408203	2.526785373687744	0.04535627365112305	0.04403090476989746
gaussian	S1024	44	0.63	0.52	0.59	0.6	0.4486917718199136	0.49985066634713604	0.44118870327956794	0.418667384148364	0.63	0.52	0.59	0.6	0.24837422370910645	2.7133142948150635	0.04475712776184082	0.04500842094421387
gaussian	S1024	45	0.74	0.71	0.685	0.7	0.47703519306780173	0.5954625816902938	0.44117158954620256	0.44517947330447327	0.74	0.71	0.685	0.7	0.24862313270568848	2.596160650253296	0.044350385665893555	0.044713735580444336
gaussian	S1024	46	0.69	0.65	0.65	0.67	0.4529157741656966	0.5716616502880945	0.43957204977282516	0.4475467479809787	0.69	0.65	0.65	0.67	0.2488868236541748	2.415799856185913	0.04475998878479004	0.045316219329833984
gaussian	S1024	47	0.7	0.665	0.65	0.665	0.4835258952065675	0.5533441498115411	0.443897612279683	0.44807749144268505	0.7	0.665	0.65	0.665	0.24883055686950684	2.5082805156707764	0.04342031478881836	0.043665170669555664
gaussian	S1024	48	0.68	0.675	0.6	0.62	0.5851662601635063	0.6242703553588009	0.4180593746978756	0.44858058608058604	0.68	0.675	0.6	0.62	0.24885821342468262	2.782630443572998	0.033701181411743164	0.04511833190917969
gaussian	S1024	49	0.77	0.725	0.68	0.65	0.6198962675255778	0.6413312988312989	0.5257402517254698	0.4896469547964113	0.77	0.725	0.68	0.65	0.24838638305664062	2.422267198562622	0.044471025466918945	0.04477381706237793
gaussian	S1024	50	0.72	0.645	0.615	0.65	0.48480692471920545	0.5780025419139598	0.4011044335411424	0.4305865895095993	0.72	0.645	0.615	0.65	0.24888348579406738	2.4254307746887207	0.043810129165649414	0.0443117618560791
gaussian	S1024	51	0.68	0.69	0.525	0.585	0.5491767113164647	0.6349631500887208	0.30536410347271437	0.37597273043666213	0.68	0.69	0.525	0.585	0.25211167335510254	2.702787399291992	0.044190406799316406	0.044625282287597656
gaussian	S1024	52	0.68	0.66	0.565	0.58	0.6034270938698683	0.6283039182621748	0.44260635485521566	0.4645172866002586	0.68	0.66	0.565	0.58	0.24883747100830078	2.7452728748321533	0.043328046798706055	0.044615745544433594
gaussian	S1024	53	0.67	0.595	0.575	0.635	0.5246795690747863	0.5383420007960449	0.4067730192787401	0.4763676726108571	0.67	0.595	0.575	0.635	0.252490758895874	2.6625430583953857	0.04416847229003906	0.044829368591308594
gaussian	S1024	54	0.745	0.715	0.705	0.715	0.730219849694609	0.7061490701297872	0.6900293329761005	0.6854177554341748	0.745	0.715	0.705	0.715	0.24860572814941406	2.6790897846221924	0.044373273849487305	0.04458498954772949
gaussian	S1024	55	0.665	0.415	0.565	0.585	0.5605329407748763	0.3987849156074625	0.4091777470177353	0.44467787114845936	0.665	0.415	0.565	0.585	0.24856948852539062	2.791114330291748	0.04521036148071289	0.04514718055725098
gaussian	S1024	56	0.65	0.65	0.645	0.655	0.5637338208481826	0.6108229868895183	0.5618633861673872	0.5843754801327501	0.65	0.65	0.645	0.655	0.25264811515808105	2.750964641571045	0.044162750244140625	0.04437136650085449
gaussian	S1024	57	0.665	0.54	0.58	0.565	0.6417326698571111	0.46376014892848894	0.5101878255730586	0.47362956788119887	0.665	0.54	0.58	0.565	0.24898076057434082	2.615389585494995	0.04420948028564453	0.045571088790893555
gaussian	S1024	58	0.73	0.665	0.72	0.72	0.5698290597215796	0.5693146039184953	0.560101454214581	0.5572037818844274	0.73	0.665	0.72	0.72	0.2495272159576416	2.5590386390686035	0.04373311996459961	0.04555821418762207
gaussian	S1024	59	0.67	0.64	0.54	0.605	0.5724837332104101	0.6227925621911214	0.43765108013402687	0.5427183739683739	0.67	0.64	0.54	0.605	0.24848055839538574	2.9237029552459717	0.04324841499328613	0.04526567459106445
gaussian	S1024	60	0.74	0.585	0.74	0.73	0.6427861445546079	0.5102243278132355	0.6454478556614989	0.636244845751888	0.74	0.585	0.74	0.73	0.2485818862915039	2.5160341262817383	0.044808149337768555	0.04729962348937988
gaussian	HH1024	61	0.945	0.78	0.92	0.925	0.8238801674192688	0.7054547460009646	0.7806425337153641	0.7930124670890745	0.945	0.78	0.92	0.925	0.26485633850097656	1.6362311840057373	0.04347538948059082	0.04383420944213867
gaussian	HH1024	62	0.875	0.775	0.915	0.92	0.7707963897781673	0.7459326578651895	0.8161228586228586	0.8245242631704313	0.875	0.775	0.915	0.92	0.27068424224853516	1.761458158493042	0.04469180107116699	0.04428720474243164
gaussian	HH1024	63	0.92	0.835	0.925	0.93	0.8841144485613421	0.8154096731425924	0.8816125616476905	0.8398152525457179	0.92	0.835	0.925	0.93	0.26654887199401855	1.5670576095581055	0.04358339309692383	0.04812121391296387
gaussian	HH1024	64	0.8	0.815	0.86	0.85	0.534579319983183	0.7052941621146489	0.6768257235417783	0.626571714559235	0.8	0.815	0.86	0.85	0.26417112350463867	1.5931644439697266	0.0435490608215332	0.04589581489562988
gaussian	HH1024	65	0.87	0.83	0.85	0.835	0.6220631732091835	0.6517230837221296	0.5594029693217	0.5366762654197792	0.87	0.83	0.85	0.835	0.26421451568603516	1.382509708404541	0.045096635818481445	0.04422640800476074
gaussian	HH1024	66	0.905	0.775	0.905	0.925	0.7166814666042891	0.6741485863906846	0.7196001288720479	0.7686705003873795	0.905	0.775	0.905	0.925	0.2655632495880127	1.5381650924682617	0.0507962703704834	0.044829607009887695
gaussian	HH1024	67	0.915	0.855	0.915	0.895	0.8613382242888884	0.8322326466242931	0.8235644257703081	0.7957005838810275	0.915	0.855	0.915	0.895	0.26677417755126953	1.5848393440246582	0.04376339912414551	0.044461727142333984
gaussian	HH1024	68	0.83	0.855	0.82	0.85	0.6623821214788692	0.7935132948730712	0.5742044924837454	0.6192432118170461	0.83	0.855	0.82	0.85	0.26526308059692383	1.591141700744629	0.045442819595336914	0.04492449760437012
gaussian	HH1024	69	0.895	0.805	0.875	0.86	0.6577393019669563	0.6718442798446433	0.6125008880090932	0.5694010574748497	0.895	0.805	0.875	0.86	0.2678053379058838	1.6850955486297607	0.04512381553649902	0.044632911682128906
gaussian	HH1024	70	0.8	0.82	0.865	0.835	0.6563395814773529	0.7667025312209349	0.7278461734344087	0.679620787709023	0.8	0.82	0.865	0.835	0.26687049865722656	1.627323865890503	0.04437851905822754	0.04425692558288574
gaussian	HH1024	71	0.875	0.83	0.89	0.88	0.7856811311648643	0.7877527895541072	0.7888105184182934	0.7882095407610952	0.875	0.83	0.89	0.88	0.26483607292175293	1.6824934482574463	0.04371213912963867	0.04435920715332031
gaussian	HH1024	72	0.83	0.825	0.845	0.88	0.6677414021164021	0.7532272165077039	0.6973316004191814	0.7640868839897966	0.83	0.825	0.845	0.88	0.2642796039581299	1.6503050327301025	0.034723520278930664	0.04401278495788574
gaussian	HH1024	73	0.89	0.835	0.895	0.91	0.664694706506233	0.7800188680209985	0.6767793406336534	0.6810215457673898	0.89	0.835	0.895	0.91	0.26513099670410156	1.5066890716552734	0.044336557388305664	0.044559478759765625
gaussian	HH1024	74	0.87	0.815	0.905	0.835	0.6967394727283969	0.7043897207803553	0.7640060919472684	0.643575293164495	0.87	0.815	0.905	0.835	0.26401853561401367	1.5970063209533691	0.044574737548828125	0.04586172103881836
gaussian	HH1024	75	0.875	0.825	0.825	0.825	0.7523856097462909	0.7929495598150816	0.6870695508058531	0.6816166819495493	0.875	0.825	0.825	0.825	0.2632002830505371	1.8078031539916992	0.043546199798583984	0.04512214660644531
gaussian	HH1024	76	0.93	0.775	0.95	0.965	0.8400486570899943	0.7551077811734672	0.9188630225260981	0.9400114591291062	0.93	0.775	0.95	0.965	0.26615023612976074	1.7860732078552246	0.043849945068359375	0.04670310020446777
gaussian	HH1024	77	0.85	0.79	0.85	0.81	0.7675978326940409	0.7506826579852895	0.7292749819859587	0.6731712660273873	0.85	0.79	0.85	0.81	0.26640772819519043	1.7078242301940918	0.04379010200500488	0.04494285583496094
gaussian	HH1024	78	0.84	0.845	0.83	0.87	0.7127842767007893	0.8234696043523251	0.6906415681181779	0.7355241992056158	0.84	0.845	0.83	0.87	0.26550936698913574	1.6641149520874023	0.045848846435546875	0.04473543167114258
gaussian	HH1024	79	0.85	0.88	0.895	0.915	0.7630156664429039	0.8647866211729789	0.8533199385938723	0.8809007993441278	0.85	0.88	0.895	0.915	0.26406264305114746	1.4782755374908447	0.034676551818847656	0.04433012008666992
gaussian	HH1024	80	0.9	0.85	0.9	0.855	0.5844459186688269	0.7350475860560555	0.5854378502634316	0.534608286775445	0.9	0.85	0.9	0.855	0.2650175094604492	1.5147590637207031	0.044608116149902344	0.04590153694152832
gaussian	HH1024	81	0.84	0.805	0.87	0.825	0.6005373027075991	0.7012728815647691	0.6431222710396292	0.5696250293634014	0.84	0.805	0.87	0.825	0.2654290199279785	1.7581770420074463	0.0445404052734375	0.04630708694458008
gaussian	HH1024	82	0.895	0.83	0.84	0.875	0.7332401917079336	0.8099264281067178	0.6414441729755855	0.6972661094742634	0.895	0.83	0.84	0.875	0.2652931213378906	1.4997408390045166	0.04424333572387695	0.04568934440612793
gaussian	HH1024	83	0.915	0.875	0.89	0.875	0.596769544111277	0.7613480907558932	0.5776643990929705	0.5634872033059264	0.915	0.875	0.89	0.875	0.2646002769470215	1.566718339920044	0.04438638687133789	0.04424762725830078
gaussian	HH1024	84	0.885	0.82	0.925	0.925	0.7062160346151574	0.705724327906756	0.7776167937350189	0.7657822915925664	0.885	0.82	0.925	0.925	0.2650923728942871	1.6265652179718018	0.04408717155456543	0.04419445991516113
gaussian	HH1024	85	0.895	0.885	0.91	0.88	0.8072600478213656	0.8722601791694513	0.8600921495658338	0.7615292134377776	0.895	0.885	0.91	0.88	0.2646942138671875	1.573509693145752	0.044718027114868164	0.04497981071472168
gaussian	HH1024	86	0.9	0.88	0.895	0.915	0.605465901206399	0.7387525945532885	0.6065369231568389	0.6545094086021506	0.9	0.88	0.895	0.915	0.26308631896972656	1.4057869911193848	0.04404473304748535	0.04392099380493164
gaussian	HH1024	87	0.95	0.85	0.945	0.95	0.6064259460036241	0.5880777800671033	0.6053095526791439	0.6071963306333004	0.95	0.85	0.945	0.95	0.2641866207122803	1.4367258548736572	0.04439496994018555	0.044477224349975586
gaussian	HH1024	88	0.89	0.795	0.89	0.905	0.690103712708881	0.6817324652298057	0.6967751164949274	0.7261841323862226	0.89	0.795	0.89	0.905	0.2654757499694824	1.5618832111358643	0.04473066329956055	0.04498457908630371
gaussian	HH1024	89	0.895	0.815	0.875	0.885	0.747217472608821	0.7360718266082145	0.7118779774755752	0.7223182124164615	0.895	0.815	0.875	0.885	0.2655625343322754	1.6735868453979492	0.03824782371520996	0.044196128845214844
gaussian	HH1024	90	0.825	0.785	0.8	0.81	0.7241684636761363	0.7542893173586921	0.6447450087212163	0.6814506004665579	0.825	0.785	0.8	0.81	0.26515984535217285	1.6618590354919434	0.045618534088134766	0.04485011100769043
gaussian	SS1024	91	0.78	0.575	0.785	0.82	0.6685966971178456	0.5309631242497025	0.6292973607410227	0.6990307637182638	0.78	0.575	0.785	0.82	0.24892354011535645	1.7551040649414062	0.04388737678527832	0.0440826416015625
gaussian	SS1024	92	0.89	0.755	0.875	0.905	0.5747048158812864	0.664213830699389	0.5618914568387787	0.6420131057373325	0.89	0.755	0.875	0.905	0.24931716918945312	1.5891683101654053	0.04560422897338867	0.044319868087768555
gaussian	SS1024	93	0.755	0.82	0.79	0.78	0.4844203036852254	0.7732537583962927	0.5715265467854622	0.5764905526496187	0.755	0.82	0.79	0.78	0.24922919273376465	1.7738037109375	0.04561567306518555	0.04494643211364746
gaussian	SS1024	94	0.87	0.74	0.83	0.84	0.6371623035759658	0.6221850703395142	0.6188584119998021	0.6528438634517786	0.87	0.74	0.83	0.84	0.24859857559204102	1.6184053421020508	0.044309139251708984	0.04435110092163086
gaussian	SS1024	95	0.86	0.82	0.87	0.805	0.6483446870861254	0.6755522053462527	0.6553436283202461	0.5499459257154127	0.86	0.82	0.87	0.805	0.2493126392364502	1.7484846115112305	0.03423142433166504	0.04614996910095215
gaussian	SS1024	96	0.82	0.785	0.83	0.86	0.631581185929012	0.699615852336638	0.6393065225456862	0.7702031540908851	0.82	0.785	0.83	0.86	0.2502870559692383	1.8115265369415283	0.04420661926269531	0.04518485069274902
gaussian	SS1024	97	0.805	0.725	0.795	0.755	0.6938574339890129	0.7062627595419972	0.6819158580923306	0.5800665087721766	0.805	0.725	0.795	0.755	0.24875664710998535	1.8564186096191406	0.043619394302368164	0.04407548904418945
gaussian	SS1024	98	0.805	0.745	0.805	0.835	0.48123246207423553	0.6862114148403371	0.5125901341195138	0.6736092783717331	0.805	0.745	0.805	0.835	0.25299930572509766	1.6641497611999512	0.04399299621582031	0.04470252990722656
gaussian	SS1024	99	0.875	0.605	0.785	0.82	0.6469335940117673	0.5008177628009022	0.5026857798619784	0.5387955092250808	0.875	0.605	0.785	0.82	0.24973058700561523	1.6924946308135986	0.04516315460205078	0.04527139663696289
gaussian	SS1024	100	0.855	0.81	0.845	0.825	0.5863572301191706	0.6573492463849873	0.5972750725626312	0.5551350966130866	0.855	0.81	0.845	0.825	0.24904870986938477	1.7121663093566895	0.17658424377441406	0.0441129207611084
gaussian	SS1024	101	0.815	0.725	0.785	0.835	0.5349069346502975	0.6039394467756778	0.48749032670919606	0.5739409141583055	0.815	0.725	0.785	0.835	0.2558934688568115	1.7957775592803955	0.04403805732727051	0.044953346252441406
gaussian	SS1024	102	0.9	0.765	0.88	0.905	0.5741994362755284	0.6289970304109483	0.5552179751208878	0.624682608061115	0.9	0.765	0.88	0.905	0.24931049346923828	1.5851054191589355	0.044020891189575195	0.04555511474609375
gaussian	SS1024	103	0.845	0.77	0.86	0.835	0.6391932175446668	0.7236554469385978	0.6964531351452503	0.660400838237917	0.845	0.77	0.86	0.835	0.2490239143371582	1.7348346710205078	0.04518461227416992	0.04382181167602539
gaussian	SS1024	104	0.845	0.805	0.805	0.83	0.6793871299932106	0.701487359552299	0.6086416037919394	0.6646641936818996	0.845	0.805	0.805	0.83	0.24968457221984863	1.874340295791626	0.04405927658081055	0.04606485366821289
gaussian	SS1024	105	0.87	0.765	0.885	0.9	0.6240542169510824	0.6382235814358341	0.6495345221476281	0.6609842460868224	0.87	0.765	0.885	0.9	0.24922990798950195	1.7387299537658691	0.0451807975769043	0.044966936111450195
gaussian	SS1024	106	0.79	0.75	0.805	0.845	0.49769643229632277	0.6375757099016861	0.5213649127843973	0.5982111062212625	0.79	0.75	0.805	0.845	0.25427865982055664	1.7200360298156738	0.04582333564758301	0.04541897773742676
gaussian	SS1024	107	0.845	0.78	0.775	0.8	0.7131117918823884	0.7542790939552924	0.5789919333117862	0.6829028215700541	0.845	0.78	0.775	0.8	0.2497878074645996	1.8267467021942139	0.04355263710021973	0.04511737823486328
gaussian	SS1024	108	0.825	0.75	0.835	0.835	0.6534267729301906	0.7367319033727702	0.6451350014995396	0.6775429850812573	0.825	0.75	0.835	0.835	0.24959707260131836	1.6853952407836914	0.044240474700927734	0.04500389099121094
gaussian	SS1024	109	0.91	0.75	0.885	0.895	0.7928055135855709	0.7316634483728719	0.7712040479542551	0.7763517542810019	0.91	0.75	0.885	0.895	0.26295924186706543	1.8324377536773682	0.18390631675720215	0.04431319236755371
gaussian	SS1024	110	0.83	0.77	0.855	0.89	0.6376303396762231	0.721981927303053	0.6489380972009868	0.6812658259961692	0.83	0.77	0.855	0.89	0.2501850128173828	1.7566108703613281	0.04352879524230957	0.04657411575317383
gaussian	SS1024	111	0.81	0.77	0.82	0.74	0.7162366996139349	0.7401147659068883	0.6871158795416827	0.5559123466406208	0.81	0.77	0.82	0.74	0.24954509735107422	1.8035950660705566	0.0350492000579834	0.045026540756225586
gaussian	SS1024	112	0.86	0.755	0.835	0.86	0.6875431409347568	0.597163793838565	0.6587299734541835	0.6693175366956595	0.86	0.755	0.835	0.86	0.24887371063232422	1.6636669635772705	0.04516291618347168	0.04328656196594238
gaussian	SS1024	113	0.84	0.78	0.89	0.875	0.5452859791755812	0.6983888724784306	0.6292699795676835	0.6514538823070551	0.84	0.78	0.89	0.875	0.24899578094482422	1.7109379768371582	0.04389667510986328	0.04376077651977539
gaussian	SS1024	114	0.89	0.77	0.855	0.87	0.6626820583957099	0.6191701451231596	0.6349414192401998	0.641462956337266	0.89	0.77	0.855	0.87	0.24922394752502441	1.6640434265136719	0.03422141075134277	0.04590749740600586
gaussian	SS1024	115	0.88	0.635	0.845	0.84	0.6793461297091303	0.592988303265592	0.6509570875741391	0.6327095539768849	0.88	0.635	0.845	0.84	0.24968504905700684	1.8500113487243652	0.04589653015136719	0.04475116729736328
gaussian	SS1024	116	0.865	0.76	0.85	0.845	0.6429137223639543	0.6711647097583026	0.5903309650146176	0.6047429576118947	0.865	0.76	0.85	0.845	0.24906420707702637	1.7189083099365234	0.03409409523010254	0.044684648513793945
gaussian	SS1024	117	0.87	0.815	0.88	0.87	0.647286327036959	0.6896528364732815	0.6535184561814996	0.6255931657121927	0.87	0.815	0.88	0.87	0.24933552742004395	1.7297132015228271	0.044946908950805664	0.04573535919189453
gaussian	SS1024	118	0.91	0.69	0.895	0.9	0.784810735294414	0.5482711757694712	0.778130893357532	0.7636802744936795	0.91	0.69	0.895	0.9	0.3804454803466797	1.6595268249511719	0.035164833068847656	0.044565439224243164
gaussian	SS1024	119	0.83	0.785	0.845	0.88	0.6109666488927562	0.6489264400617468	0.6345144340621199	0.7129896011549013	0.83	0.785	0.845	0.88	0.24894142150878906	1.7368931770324707	0.04693007469177246	0.04473447799682617
gaussian	SS1024	120	0.805	0.81	0.77	0.77	0.5318141051227633	0.7756281359040318	0.5456533921976323	0.5626027597947733	0.805	0.81	0.77	0.77	0.24954891204833984	1.7781388759613037	0.04430365562438965	0.043720245361328125
gaussian	HS1024	121	0.865	0.84	0.84	0.84	0.8379089135656932	0.8250964060349373	0.834436806450567	0.8019986151840991	0.865	0.84	0.84	0.84	0.25663304328918457	1.7540099620819092	0.04423785209655762	0.044243812561035156
gaussian	HS1024	122	0.85	0.815	0.845	0.87	0.6184218967307202	0.7819915282277704	0.6336348398503706	0.6554605258916888	0.85	0.815	0.845	0.87	0.2586333751678467	1.6657605171203613	0.04372453689575195	0.045250892639160156
gaussian	HS1024	123	0.845	0.835	0.82	0.82	0.5409324697368176	0.7021055597151873	0.5708785275095667	0.603759664868359	0.845	0.835	0.82	0.82	0.25599074363708496	1.7433643341064453	0.04504108428955078	0.04677438735961914
gaussian	HS1024	124	0.85	0.83	0.845	0.8	0.6742108833105737	0.7919966695598426	0.6473515047044458	0.5672486725155818	0.85	0.83	0.845	0.8	0.25577306747436523	1.7048060894012451	0.04446005821228027	0.045972347259521484
gaussian	HS1024	125	0.915	0.8	0.87	0.85	0.8062322326038649	0.7749271503091933	0.7567516748001609	0.7135110725433719	0.915	0.8	0.87	0.85	0.2561838626861572	1.8987305164337158	0.03444242477416992	0.044985055923461914
gaussian	HS1024	126	0.84	0.67	0.82	0.775	0.7504756563211925	0.6374614386042472	0.788033206510013	0.7004417052491896	0.84	0.67	0.82	0.775	0.2562415599822998	1.893751859664917	0.03373384475708008	0.044272422790527344
gaussian	HS1024	127	0.84	0.825	0.835	0.85	0.5266217579808433	0.6752736518241633	0.5311910356632354	0.5478635229395402	0.84	0.825	0.835	0.85	0.2554633617401123	1.6281182765960693	0.04405665397644043	0.04449129104614258
gaussian	HS1024	128	0.875	0.755	0.79	0.825	0.7273477943932987	0.7082634008759728	0.5897978633196821	0.663901550245356	0.875	0.755	0.79	0.825	0.25849032402038574	1.847163438796997	0.04364418983459473	0.04375147819519043
gaussian	HS1024	129	0.865	0.655	0.88	0.87	0.7023129958001244	0.584494497721264	0.6782916306474742	0.6652500088085549	0.865	0.655	0.88	0.87	0.2550780773162842	1.722870111465454	0.04494929313659668	0.044608116149902344
gaussian	HS1024	130	0.805	0.905	0.855	0.84	0.6086505139336437	0.8489758309380279	0.6887286324786326	0.6640981671803715	0.805	0.905	0.855	0.84	0.25466442108154297	1.6107358932495117	0.0451359748840332	0.04587578773498535
