dataset	signature	seed	product_rf_f1-micro	sklearn_rf_f1-micro	product_rf_f1-macro	sklearn_rf_f1-macro	product_rf_accuracy	sklearn_rf_accuracy	product_rf_time	sklearn_rf_time
gaussian	H128	1	0.97	0.965	0.9706643229482361	0.9626020005457634	0.97	0.965	0.18486356735229492	0.0349278450012207
gaussian	H128	2	0.985	0.98	0.9814942543282372	0.9813184361377132	0.985	0.98	0.13414359092712402	0.035340070724487305
gaussian	H128	3	0.96	0.95	0.6668348695641706	0.6410588360237893	0.96	0.95	0.13570594787597656	0.03309035301208496
gaussian	H128	4	0.96	0.95	0.7918218610122473	0.7219163056156102	0.96	0.95	0.13614749908447266	0.033234596252441406
gaussian	H128	5	0.95	0.935	0.7179584440299775	0.7095974340057603	0.95	0.935	0.13398146629333496	0.034421443939208984
gaussian	H128	6	0.975	0.96	0.9640059551076501	0.9552125086234751	0.975	0.96	0.13515877723693848	0.03343844413757324
gaussian	H128	7	0.925	0.92	0.8456315289648624	0.835553537341098	0.925	0.92	0.1358506679534912	0.03415322303771973
gaussian	H128	8	0.94	0.93	0.8179920031899843	0.7558984513345568	0.94	0.93	0.13509845733642578	0.03322887420654297
gaussian	H128	9	0.96	0.955	0.9520116947369424	0.9423728079735568	0.96	0.955	0.13283014297485352	0.03517484664916992
gaussian	H128	10	0.925	0.91	0.8746168528777224	0.8262678709243595	0.925	0.91	0.13598299026489258	0.03408336639404297
gaussian	H128	11	0.885	0.9	0.6799612242071735	0.678661801988283	0.885	0.9	0.13517975807189941	0.03299736976623535
gaussian	H128	12	0.94	0.905	0.9161202506526247	0.8477057445911729	0.94	0.905	0.13454842567443848	0.03270530700683594
gaussian	H128	13	0.945	0.915	0.7290542970154621	0.6988132745490162	0.945	0.915	0.13559246063232422	0.03203439712524414
gaussian	H128	14	0.97	0.95	0.7398648648648649	0.7218772537681398	0.97	0.95	0.13473296165466309	0.03343462944030762
gaussian	H128	15	0.95	0.935	0.9185768838207863	0.9305113373304472	0.95	0.935	0.1351001262664795	0.0322873592376709
gaussian	H128	16	0.96	0.97	0.9627666451195862	0.9697007275132274	0.96	0.97	0.1318039894104004	0.032074928283691406
gaussian	H128	17	0.965	0.995	0.9641155113909163	0.9954226804123711	0.965	0.995	0.13587236404418945	0.03222799301147461
gaussian	H128	18	0.935	0.95	0.9118732683724329	0.9265229153715354	0.935	0.95	0.13447213172912598	0.034787893295288086
gaussian	H128	19	0.965	0.975	0.9574028434105811	0.9731931719442581	0.965	0.975	0.1345529556274414	0.032175540924072266
gaussian	H128	20	0.93	0.93	0.6902329749103943	0.6978235221063089	0.93	0.93	0.13286161422729492	0.03311324119567871
gaussian	H128	21	0.98	0.97	0.9815012044265861	0.9672591385214107	0.98	0.97	0.13374710083007812	0.034413814544677734
gaussian	H128	22	0.945	0.975	0.9306938531285387	0.9755866121829978	0.945	0.975	0.1310899257659912	0.03354215621948242
gaussian	H128	23	0.94	0.93	0.9165185527151019	0.8821806282037752	0.94	0.93	0.13320660591125488	0.0328364372253418
gaussian	H128	24	0.92	0.95	0.6274314211099961	0.699072148456247	0.92	0.95	0.1324620246887207	0.03325462341308594
gaussian	H128	25	0.925	0.935	0.4800238273349403	0.5297125631101495	0.925	0.935	0.13443922996520996	0.03248429298400879
