dataset	signature	seed	ambient_gcn_mse	ambient_mlp_mse	ambient_mlr_mse	kappa_gcn_mse	kappa_mlp_mse	kappa_mlr_mse	knn_mse	product_dt_mse	product_rf_mse	single_manifold_rf_mse	sklearn_dt_mse	sklearn_rf_mse	tangent_dt_mse	tangent_gcn_mse	tangent_mlp_mse	tangent_mlr_mse	tangent_rf_mse	ambient_gcn_rmse	ambient_mlp_rmse	ambient_mlr_rmse	kappa_gcn_rmse	kappa_mlp_rmse	kappa_mlr_rmse	knn_rmse	product_dt_rmse	product_rf_rmse	single_manifold_rf_rmse	sklearn_dt_rmse	sklearn_rf_rmse	tangent_dt_rmse	tangent_gcn_rmse	tangent_mlp_rmse	tangent_mlr_rmse	tangent_rf_rmse	ambient_gcn_time	ambient_mlp_time	ambient_mlr_time	kappa_gcn_time	kappa_mlp_time	kappa_mlr_time	knn_time	product_dt_time	product_rf_time	single_manifold_rf_time	sklearn_dt_time	sklearn_rf_time	tangent_dt_time	tangent_gcn_time	tangent_mlp_time	tangent_mlr_time	tangent_rf_time
temperature	S2S	1000000	238.6685001933096	251.2226282066226	253.41859715525425				122.75086999999999	49.50556026873397	70.79463755917801	85.79332249196068	27.427276465593717	38.53295247013116	84.375388686502	371.13275675697264	348.5555353979615	348.74175021061296	95.66206201185878	15.448899643447414	15.850004044372437	15.919126771128315				11.07929916556097	7.0360187797314735	8.413954929709215	9.26246848804144	5.237105733665659	6.207491640762084	9.185607692825881	19.26480616972236	18.6696420800711	18.674628516000336	9.780698441924216	55.40482711791992	41.88833165168762	18.946038961410522	119.95184922218323	111.14083099365234	44.00865912437439	0.0031609535217285156	0.0908203125	1.0115408897399902	10.082442045211792	0.0013127326965332031	0.032062530517578125	0.0008821487426757812	55.413068771362305	42.98694181442261	18.103294372558594	0.03251028060913086
temperature	S2S	1000001	333.9636137629586	303.47512762768565	297.60053484267826				101.64916600000001	46.07604535336609	61.292470969934655	65.66778126528119	21.898054899873568	21.211794067012473	80.8174653679207	457.79341120319935	423.8266728390565	422.8587635645544	55.07785573325016	18.27467137222879	17.42053752407444	17.251102423980857				10.082121106195858	6.787933805906337	7.828950821785424	8.103565959827883	4.679535756875202	4.605626349044446	8.989853467544435	21.39610738436315	20.5870510962366	20.563529939301628	7.421445663295674	55.49522376060486	42.2971978187561	18.631250143051147	119.91662669181824	111.32608127593994	45.35698962211609	0.0033881664276123047	0.08812975883483887	0.976722240447998	8.381319284439087	0.001252889633178711	0.032463788986206055	0.00092315673828125	55.18888759613037	42.60224986076355	18.576727628707886	0.031800031661987305
temperature	S2S	1000002	300.7944029418084	329.3874555181524	324.41561196192896				197.88724800000003	147.92344000195897	115.62010552280455	87.8241300067911	131.30690307463345	68.23859412160442	165.45627417920633	446.4272743866885	423.9583825618416	423.1973370586521	148.00340692204384	17.34342535204071	18.14903456160003	18.011541076818745				14.067240241070742	12.162378057023181	10.752678992827999	9.371452929337643	11.458922422053195	8.260665476921604	12.862980765717033	21.128825674577573	20.590249696442285	20.57176066987588	12.16566508342408	55.56412863731384	42.503719329833984	18.83742666244507	120.41204833984375	111.12942838668823	46.60321259498596	0.003302335739135742	0.08845210075378418	1.020092248916626	8.497155904769897	0.0012395381927490234	0.031792640686035156	0.0009129047393798828	56.45199465751648	42.00632286071777	18.64701819419861	0.032036781311035156
temperature	S2S	1000003	274.8983742353071	305.793999770014	304.2006506744076				91.90301799999999	36.24852471051053	52.271813840983704	60.648376532297114	23.76055516411307	18.46732313001244	77.36755325920903	411.5700812220891	379.6519845640858	379.13237394461294	57.33178700541314	16.580059536542898	17.486966568562256	17.441348877721804				9.58660617737059	6.020674772026017	7.2299248848783835	7.787706756953366	4.874479989097614	4.297362345673499	8.795882744739668	20.287190077043423	19.484660237327358	19.471321833522577	7.5717756837754475	55.788745164871216	41.81116580963135	18.86038088798523	119.53490662574768	113.06253433227539	47.54009222984314	0.003147602081298828	0.0892333984375	1.0280811786651611	8.725883483886719	0.0012710094451904297	0.03193020820617676	0.0009262561798095703	56.27139210700989	42.171886682510376	18.873984575271606	0.03200411796569824
temperature	S2S	1000004	316.07908745696045	313.4350671348654	313.3566411635956				151.982654	108.53297012524018	78.17242619941617	62.78861686257558	88.8450321044499	49.54382736931251	128.72039632810188	453.51114758657263	415.85723519244857	416.8482624996922	115.8727005764385	17.778613203986424	17.704097467390575	17.70188241864677				12.328124512674261	10.417915824445895	8.8415171887757	7.9239268587346	9.425764271636009	7.03873762611681	11.34550114927066	21.29580117268596	20.392577943762983	20.416862209940398	10.764418264655015	55.84922194480896	41.98354363441467	23.918187618255615	119.03199577331543	111.17024302482605	47.8234121799469	0.003250598907470703	0.08897113800048828	1.056889533996582	11.365291595458984	0.0012977123260498047	0.03267097473144531	0.0009145736694335938	57.10085701942444	42.33876895904541	18.96474814414978	0.03251004219055176
temperature	S2S	1000005	330.3635554562314	311.79743069131445	314.08288071669006				150.667466	29.224942796013746	52.63154159558304	86.5760807886071	20.647817971088706	34.3920618334977	132.21639819855366	465.8789367808698	430.50557199832735	430.56579274307745	117.04783957109765	18.17590590469238	17.6577866872186	17.722383607085423				12.274667653341984	5.406009877535718	7.254759926805506	9.304626848434445	4.543987012645251	5.864474557323759	11.498538959300598	21.58422889011488	20.74862819557783	20.750079343054992	10.81886498534378	59.75557470321655	46.903045654296875	23.97948169708252	127.40297627449036	114.66500306129456	52.07965350151062	0.0033664703369140625	0.09029960632324219	1.0184874534606934	5.366391181945801	0.0013225078582763672	0.03156876564025879	0.0009179115295410156	59.55117607116699	46.815821409225464	18.58632469177246	0.03219914436340332
temperature	S2S	1000006	267.07302355101984	257.62933994800557	259.79994278707306				100.45878	39.4208545869729	57.73931837981344	67.05078672769652	23.423426612284043	27.55097116551708	73.22086774749292	417.4267603756422	381.86144270275037	380.87103840374203	68.5232819660436	16.342368969981674	16.050836113673505	16.11831079198664				10.022912750293699	6.27860291680983	7.598639245273685	8.188454477353863	4.839775471267654	5.24890190092338	8.556919290696444	20.431024457320838	19.541275360189527	19.51591756499658	8.277879074137505	55.25516867637634	41.568522453308105	18.928225994110107	119.79660534858704	110.56246376037598	46.847347259521484	0.003216981887817383	0.0854191780090332	1.004162073135376	6.316905498504639	0.0012879371643066406	0.0318453311920166	0.00090789794921875	55.14487934112549	42.01445174217224	18.81156063079834	0.03307676315307617
temperature	S2S	1000007	310.66031968686127	340.5722317399019	342.601454843332				156.98531799999998	99.33326771854716	65.57884660482769	83.92180874491609	75.0336445474001	51.77077811225373	107.09591470962096	433.8566837642026	402.89966938197693	402.64428795282475	97.11044326588939	17.62555870566551	18.454599202906085	18.509496342238272				12.529378196861964	9.966607633420068	8.098076722582201	9.160884714093726	8.662196288898105	7.195191318669277	10.34871560676111	20.829226672255565	20.072360832298152	20.065998304415974	9.85446311403566	55.814797163009644	42.16203784942627	17.39636206626892	119.71102142333984	111.8955750465393	46.75874423980713	0.003038644790649414	0.08877372741699219	0.994539737701416	6.524376392364502	0.0012881755828857422	0.032674551010131836	0.0009281635284423828	55.753724575042725	41.94711494445801	18.91782808303833	0.03196573257446289
temperature	S2S	1000008	392.8424703726027	364.5789545420736	363.6444264461221				212.66252	175.08079908147994	178.1899369897652	185.60362229307714	156.30413715666364	152.43166902268618	183.9040651938432	502.4175572607948	498.983577983396	498.3665671335315	182.56819412463622	19.820254044098494	19.093950731634184	19.06946319239538				14.582953061708729	13.231810121124015	13.348780355888893	13.623642034825972	12.502165298725803	12.34632208484317	13.56112330132881	22.4146728118167	22.33794032545069	22.324125226613727	13.511779828158696	55.58797478675842	41.724390506744385	17.98839569091797	118.55181670188904	111.21783995628357	47.21330189704895	0.003346681594848633	0.09090805053710938	1.0545964241027832	6.630155801773071	0.0012562274932861328	0.03277587890625	0.00091552734375	54.834699630737305	42.2813241481781	18.721284866333008	0.031986236572265625
temperature	S2S	1000009	270.69360859796006	282.42268983594096	285.84648088025347				99.555556	51.28875938572677	47.12662949739015	60.328585311620685	23.6153882593706	20.069857595567793	61.66031392759331	400.5311290017521	369.4079827780768	370.0731478424686	58.40866081882925	16.452769025241924	16.805436317928223	16.906995028101637				9.977753053668946	7.161617092928577	6.8648837934367215	7.767147823469094	4.85956667403284	4.479939463382044	7.852408161041637	20.013273820186246	19.219989146148777	19.237285355331938	7.642555908780076	55.281078577041626	42.1683247089386	18.79887104034424	118.70522665977478	110.86839747428894	46.15682816505432	0.0035114288330078125	0.09112024307250977	1.0329678058624268	10.023492813110352	0.0012633800506591797	0.03217649459838867	0.0009279251098632812	55.3443284034729	42.05233430862427	18.938945770263672	0.03223109245300293
