dataset	signature	seed	product_rf_f1-micro	single_manifold_rf_f1-micro	sklearn_rf_f1-micro	tangent_rf_f1-micro	product_rf_f1-macro	single_manifold_rf_f1-macro	sklearn_rf_f1-macro	tangent_rf_f1-macro	product_rf_accuracy	single_manifold_rf_accuracy	sklearn_rf_accuracy	tangent_rf_accuracy	product_rf_time	single_manifold_rf_time	sklearn_rf_time	tangent_rf_time
gaussian	H64	168	0.96	0.925	0.965	0.96	0.710805934982748	0.7590231329750748	0.7165551520606788	0.7027757641657606	0.96	0.925	0.965	0.96	0.15488362312316895	0.5771346092224121	0.03335738182067871	0.16515326499938965
gaussian	H64	169	0.925	0.88	0.94	0.93	0.7409462510816914	0.7353492263254572	0.774394414003679	0.7551274394974671	0.925	0.88	0.94	0.93	0.15877056121826172	0.792499303817749	0.032501935958862305	0.03327059745788574
gaussian	H64	170	0.935	0.91	0.93	0.94	0.7558223414907319	0.8450889205656155	0.7619561733277265	0.7879413598533287	0.935	0.91	0.93	0.94	0.16321134567260742	0.7656221389770508	0.03440380096435547	0.046346187591552734
gaussian	H64	171	0.95	0.955	0.97	0.945	0.7772415435833073	0.8029651948194749	0.7385829899734218	0.7040460816296368	0.95	0.955	0.97	0.945	0.1576704978942871	0.6974365711212158	0.03216743469238281	0.03867173194885254
gaussian	H64	172	0.955	0.935	0.935	0.94	0.8213525228254109	0.8563556749597192	0.7796092760017844	0.7925201283113462	0.955	0.935	0.935	0.94	0.16898488998413086	0.8310084342956543	0.03354907035827637	0.032553672790527344
gaussian	H64	173	0.91	0.935	0.94	0.9	0.8019256609635852	0.9215425952612609	0.8366574524115554	0.8031672000195427	0.91	0.935	0.94	0.9	0.15845370292663574	0.8906710147857666	0.033545732498168945	0.03337407112121582
gaussian	H64	174	0.965	0.955	0.96	0.915	0.8222048358754097	0.9197647090655565	0.7673831569664903	0.6877441829282621	0.965	0.955	0.96	0.915	0.16079163551330566	0.7608661651611328	0.0323336124420166	0.0326995849609375
gaussian	H64	175	0.92	0.95	0.915	0.915	0.6867851307189542	0.8715667694702254	0.5914525251251501	0.7228288050169998	0.92	0.95	0.915	0.915	0.1575632095336914	0.7735483646392822	0.03201007843017578	0.04216194152832031
gaussian	H64	176	0.96	0.94	0.96	0.965	0.732955842278537	0.7841238275272486	0.7818308371735792	0.8047116384866071	0.96	0.94	0.96	0.965	0.157484769821167	0.8259146213531494	0.03175640106201172	0.0430753231048584
gaussian	H64	177	0.89	0.92	0.91	0.905	0.5881267012139926	0.8440455699007007	0.7033668730650156	0.6701537167606902	0.89	0.92	0.91	0.905	0.15416336059570312	0.8154711723327637	0.03153204917907715	0.04395771026611328
gaussian	H64	178	0.935	0.935	0.945	0.935	0.8902423040692903	0.914259981402884	0.8900704740457648	0.8969530198129714	0.935	0.935	0.945	0.935	0.15871691703796387	0.8864166736602783	0.03331899642944336	0.035042524337768555
gaussian	H64	179	0.955	0.96	0.96	0.96	0.6448706132125137	0.8894240196559843	0.6484365914695172	0.6474242477834371	0.955	0.96	0.96	0.96	0.15651416778564453	0.6190345287322998	0.03300833702087402	0.04237008094787598
gaussian	H64	180	0.96	0.88	0.95	0.965	0.8504193057742016	0.8329224837666649	0.7817834330701978	0.8710284269679989	0.96	0.88	0.95	0.965	0.15651607513427734	0.8236956596374512	0.03198504447937012	0.03437018394470215
gaussian	S64	181	0.725	0.735	0.69	0.72	0.5377847241046957	0.6826729656455891	0.5183319125719328	0.5322079741664454	0.725	0.735	0.69	0.72	0.14214611053466797	1.79610276222229	0.032459259033203125	0.17877531051635742
gaussian	S64	182	0.675	0.7	0.665	0.685	0.5062464842125859	0.6717497682463749	0.4787099559572087	0.49335262380276185	0.675	0.7	0.665	0.685	0.14323687553405762	1.6405143737792969	0.03278183937072754	0.0422513484954834
gaussian	S64	183	0.705	0.495	0.64	0.645	0.6649298085636461	0.48744844893817496	0.548570620672109	0.6356475395949079	0.705	0.495	0.64	0.645	0.14242839813232422	2.168515682220459	0.03211522102355957	0.03391623497009277
gaussian	S64	184	0.7	0.58	0.595	0.63	0.7033312413407348	0.5743976300502465	0.5094200598899847	0.5694586040672379	0.7	0.58	0.595	0.63	0.1425306797027588	1.8973116874694824	0.034563541412353516	0.04204535484313965
gaussian	S64	185	0.68	0.655	0.665	0.62	0.5392893663423004	0.5403332857980341	0.5402157816169835	0.47618765573917365	0.68	0.655	0.665	0.62	0.14303255081176758	1.9792866706848145	0.03204631805419922	0.0418696403503418
gaussian	S64	186	0.77	0.77	0.7	0.725	0.5471645307425866	0.6250905388362433	0.4566768974207314	0.4826979014003389	0.77	0.77	0.7	0.725	0.14275813102722168	1.7542006969451904	0.032797813415527344	0.03547406196594238
gaussian	S64	187	0.715	0.675	0.72	0.64	0.6203879025972623	0.5871787915086623	0.5915480384965734	0.4704009804439	0.715	0.675	0.72	0.64	0.14325571060180664	1.859062671661377	0.03185534477233887	0.04327535629272461
gaussian	S64	188	0.75	0.62	0.705	0.685	0.5828096487331815	0.485668374307366	0.5373295078411937	0.5393307450488556	0.75	0.62	0.705	0.685	0.14327597618103027	1.8513038158416748	0.034003257751464844	0.04375481605529785
gaussian	S64	189	0.735	0.715	0.72	0.735	0.48782824833029753	0.5679494497173656	0.46765689811356737	0.555518001310535	0.735	0.715	0.72	0.735	0.14292263984680176	1.775188684463501	0.03192877769470215	0.044654130935668945
gaussian	S64	190	0.675	0.655	0.67	0.645	0.5229301156932736	0.6284479112297381	0.5242864110691979	0.5189895756278817	0.675	0.655	0.67	0.645	0.1432492733001709	1.9619200229644775	0.03190135955810547	0.03418850898742676
gaussian	S64	191	0.73	0.56	0.71	0.67	0.6432693448393292	0.5103972394141214	0.624978275568516	0.5873597080000547	0.73	0.56	0.71	0.67	0.1430349349975586	2.1435556411743164	0.033392906188964844	0.0348207950592041
gaussian	S64	192	0.735	0.51	0.67	0.735	0.5272842098250913	0.4252849107711456	0.4946653476849299	0.6239691799755355	0.735	0.51	0.67	0.735	0.14345598220825195	1.8423850536346436	0.03197908401489258	0.036301374435424805
gaussian	S64	193	0.7	0.665	0.625	0.63	0.6641632371206129	0.6085273032708962	0.45820940428535367	0.4687029923649642	0.7	0.665	0.625	0.63	0.14372611045837402	1.8602800369262695	0.033222198486328125	0.04335498809814453
gaussian	S64	194	0.695	0.645	0.645	0.68	0.6815773432348987	0.6237329394949236	0.607077205882353	0.6819179487308378	0.695	0.645	0.645	0.68	0.14300537109375	2.049605369567871	0.0317692756652832	0.04260611534118652
gaussian	S64	195	0.7	0.67	0.695	0.68	0.5497492729769962	0.6339598108747045	0.5556444479138059	0.5624454237343653	0.7	0.67	0.695	0.68	0.14278221130371094	1.882279872894287	0.03271079063415527	0.03581714630126953
gaussian	S64	196	0.72	0.55	0.69	0.675	0.6501684460380113	0.5149019584013896	0.5766060156849921	0.5829928869113884	0.72	0.55	0.69	0.675	0.1427931785583496	2.074622392654419	0.03415703773498535	0.03278231620788574
gaussian	S64	197	0.735	0.685	0.7	0.74	0.4773948008664687	0.5787860489478664	0.4602124573092949	0.5587231967600412	0.735	0.685	0.7	0.74	0.1424541473388672	1.76383638381958	0.03207540512084961	0.0439448356628418
gaussian	S64	198	0.705	0.68	0.72	0.67	0.4455649956493737	0.4898524860872731	0.5125420446850837	0.4834595076685372	0.705	0.68	0.72	0.67	0.1430661678314209	1.7610061168670654	0.032402992248535156	0.03378605842590332
gaussian	S64	199	0.685	0.68	0.64	0.635	0.5247393499151447	0.6179898719513243	0.5041981218434107	0.5092362989372455	0.685	0.68	0.64	0.635	0.1439499855041504	1.7864971160888672	0.03205513954162598	0.04347634315490723
gaussian	S64	200	0.76	0.76	0.77	0.745	0.5648261788977864	0.5968585493780864	0.5748541010161967	0.5234920898496167	0.76	0.76	0.77	0.745	0.14330673217773438	1.7944235801696777	0.042261600494384766	0.043373823165893555
gaussian	S64	201	0.705	0.69	0.685	0.66	0.6094051765443019	0.6599137865306464	0.5812995496672153	0.5646985440260708	0.705	0.69	0.685	0.66	0.1436295509338379	2.02376651763916	0.033036231994628906	0.03540921211242676
gaussian	S64	202	0.68	0.665	0.595	0.66	0.5393777188002684	0.6446218294409124	0.40283628408628414	0.5409218093041622	0.68	0.665	0.595	0.66	0.14338970184326172	2.001929521560669	0.03348231315612793	0.033770084381103516
gaussian	S64	203	0.775	0.635	0.72	0.665	0.5783215950606397	0.4660373699137229	0.546331711492544	0.44710087578341406	0.775	0.635	0.72	0.665	0.1429908275604248	1.8302421569824219	0.031749725341796875	0.03288435935974121
gaussian	S64	204	0.705	0.695	0.67	0.65	0.6104180370389789	0.6839659657282608	0.5466523690068368	0.5375263951356305	0.705	0.695	0.67	0.65	0.14434123039245605	1.9900915622711182	0.03480195999145508	0.04195213317871094
gaussian	S64	205	0.73	0.68	0.68	0.72	0.557527277512234	0.5894778857169345	0.557229934102244	0.552885291441956	0.73	0.68	0.68	0.72	0.14288544654846191	1.8334922790527344	0.03217768669128418	0.03229236602783203
gaussian	S64	206	0.705	0.65	0.68	0.645	0.5127311799565805	0.5937897384663279	0.5112789389720926	0.5123702409181581	0.705	0.65	0.68	0.645	0.14305758476257324	1.7939610481262207	0.03183317184448242	0.03272724151611328
gaussian	S64	207	0.78	0.78	0.73	0.76	0.46621022618363045	0.5214451114922813	0.3839370781891853	0.4168473118625855	0.78	0.78	0.73	0.76	0.14276790618896484	1.558532953262329	0.03269052505493164	0.032898664474487305
gaussian	S64	208	0.74	0.75	0.7	0.705	0.6400643148365113	0.732065976423671	0.5592974969331559	0.5687689503193352	0.74	0.75	0.7	0.705	0.14310383796691895	1.827608585357666	0.0317838191986084	0.032941341400146484
gaussian	S64	209	0.73	0.72	0.695	0.7	0.7225051624578125	0.706626056006861	0.632196061530739	0.651505170888456	0.73	0.72	0.695	0.7	0.14406514167785645	1.8557672500610352	0.032274484634399414	0.0344235897064209
gaussian	S64	210	0.745	0.665	0.72	0.705	0.5793490114936268	0.5427003167014266	0.5425456651636325	0.5369463358659641	0.745	0.665	0.72	0.705	0.1424107551574707	1.9668898582458496	0.03270673751831055	0.03389859199523926
gaussian	HH64	211	0.885	0.855	0.905	0.89	0.46531693322490286	0.5663736587006889	0.4701817578972751	0.46366508776611515	0.885	0.855	0.905	0.89	0.1577298641204834	1.2791876792907715	0.03311586380004883	0.03569149971008301
gaussian	HH64	212	0.92	0.73	0.87	0.925	0.8002416207129228	0.7177459114959115	0.7475753335594754	0.7939872776887863	0.92	0.73	0.87	0.925	0.1570580005645752	1.73801851272583	0.0327000617980957	0.03450369834899902
gaussian	HH64	213	0.805	0.745	0.805	0.86	0.5974132355443035	0.6455407320384758	0.6597080498689373	0.7004904980656723	0.805	0.745	0.805	0.86	0.15944290161132812	1.6768662929534912	0.032842397689819336	0.03535318374633789
gaussian	HH64	214	0.955	0.845	0.935	0.895	0.688354489009159	0.6592870894857799	0.6694581280788177	0.6024235013527122	0.955	0.845	0.935	0.895	0.15905070304870605	1.0818214416503906	0.033078670501708984	0.03358101844787598
gaussian	HH64	215	0.905	0.79	0.875	0.89	0.8894520632217291	0.7528964435936467	0.8333308893745514	0.8523973539869257	0.905	0.79	0.875	0.89	0.15853071212768555	1.475562572479248	0.03165769577026367	0.03367972373962402
gaussian	HH64	216	0.84	0.78	0.875	0.9	0.6336616028561928	0.6408647874437817	0.6716241706554518	0.6907265589637736	0.84	0.78	0.875	0.9	0.15893936157226562	1.5657858848571777	0.0321660041809082	0.03272819519042969
gaussian	HH64	217	0.895	0.815	0.905	0.92	0.611938871453404	0.7210274698960044	0.5876922128309475	0.6007834874253639	0.895	0.815	0.905	0.92	0.15845417976379395	1.4312958717346191	0.04219484329223633	0.03324389457702637
gaussian	HH64	218	0.915	0.85	0.91	0.91	0.7115747549019609	0.7930262255688934	0.7067726949384754	0.7062798397475818	0.915	0.85	0.91	0.91	0.15796160697937012	1.5276761054992676	0.04289698600769043	0.03503537178039551
gaussian	HH64	219	0.86	0.765	0.89	0.865	0.6540966868493481	0.5785533106073565	0.6790546050884396	0.656024531024531	0.86	0.765	0.89	0.865	0.15884113311767578	1.7015125751495361	0.033682823181152344	0.04313063621520996
gaussian	HH64	220	0.87	0.835	0.86	0.835	0.5196856648220929	0.6549276959349298	0.4610618349525792	0.4483035000570972	0.87	0.835	0.86	0.835	0.1586301326751709	1.3836939334869385	0.03282618522644043	0.034481048583984375
gaussian	HH64	221	0.81	0.705	0.82	0.845	0.6224014014115593	0.6361842969511038	0.6152724212042361	0.6350048554648418	0.81	0.705	0.82	0.845	0.1587691307067871	1.6875824928283691	0.03188753128051758	0.03207278251647949
gaussian	HH64	222	0.805	0.825	0.875	0.855	0.7356016636511102	0.798530367321258	0.8161968556279069	0.7813132144407313	0.805	0.825	0.875	0.855	0.15740633010864258	1.417844295501709	0.032250404357910156	0.03438711166381836
gaussian	HH64	223	0.885	0.81	0.845	0.875	0.6903555064008974	0.7605076749896447	0.6551009395488452	0.6847428537340353	0.885	0.81	0.845	0.875	0.15823841094970703	1.7467269897460938	0.03219127655029297	0.03493237495422363
gaussian	HH64	224	0.88	0.86	0.815	0.84	0.6177679700819447	0.700144186983121	0.5304330615715577	0.5433296904546635	0.88	0.86	0.815	0.84	0.1576077938079834	1.3447272777557373	0.0330657958984375	0.03279614448547363
gaussian	HH64	225	0.9	0.875	0.91	0.935	0.6953626642964879	0.792880229936255	0.7302944290059596	0.7933747652871832	0.9	0.875	0.91	0.935	0.15932893753051758	1.3988287448883057	0.03245425224304199	0.044402360916137695
gaussian	HH64	226	0.82	0.815	0.885	0.88	0.6674403212512969	0.7390641661316395	0.7551604480515394	0.7583910611658456	0.82	0.815	0.885	0.88	0.15755200386047363	1.4280540943145752	0.032372474670410156	0.0354156494140625
gaussian	HH64	227	0.92	0.74	0.85	0.845	0.7585437721853333	0.7141043937485324	0.6451295475365267	0.6551311885191877	0.92	0.74	0.85	0.845	0.15876126289367676	1.6065466403961182	0.03225088119506836	0.03579282760620117
gaussian	HH64	228	0.92	0.735	0.925	0.915	0.8826533041537825	0.7183769052688802	0.887633960754859	0.902891795582246	0.92	0.735	0.925	0.915	0.1587977409362793	1.6393210887908936	0.032324790954589844	0.0434412956237793
gaussian	HH64	229	0.91	0.81	0.83	0.83	0.6907859681284498	0.6564698927315026	0.5886389148210776	0.6000189329287149	0.91	0.81	0.83	0.83	0.15833234786987305	1.4319226741790771	0.034618377685546875	0.03251218795776367
gaussian	HH64	230	0.83	0.835	0.83	0.85	0.7057309015260322	0.8101803640116334	0.6580998106638717	0.6895979555318451	0.83	0.835	0.83	0.85	0.15885233879089355	1.703235387802124	0.03312563896179199	0.03615570068359375
gaussian	HH64	231	0.9	0.855	0.945	0.94	0.5285885837107607	0.7542049568365358	0.5958560306754995	0.5893477198901728	0.9	0.855	0.945	0.94	0.15835261344909668	1.2535665035247803	0.032557010650634766	0.03432273864746094
gaussian	HH64	232	0.875	0.79	0.855	0.86	0.5579463064299177	0.6331013494614434	0.5177481327865183	0.5261424827323552	0.875	0.79	0.855	0.86	0.15926408767700195	1.5179483890533447	0.04257965087890625	0.031854867935180664
gaussian	HH64	233	0.87	0.79	0.865	0.865	0.656019546275448	0.6676023486890562	0.6388906681693018	0.6274455724900565	0.87	0.79	0.865	0.865	0.1592254638671875	1.6405692100524902	0.03313922882080078	0.21512675285339355
gaussian	HH64	234	0.915	0.77	0.935	0.94	0.6611323258341288	0.5144344816216222	0.6822821730144357	0.6864481383844174	0.915	0.77	0.935	0.94	0.1698291301727295	1.4888737201690674	0.03698563575744629	0.04302716255187988
gaussian	HH64	235	0.805	0.795	0.785	0.815	0.5022569197170393	0.7459723242266486	0.46667276215526626	0.5116488854193773	0.805	0.795	0.785	0.815	0.15856194496154785	1.6378157138824463	0.03369450569152832	0.03652524948120117
gaussian	HH64	236	0.855	0.8	0.87	0.875	0.7303096104760615	0.732431465658637	0.7452993353832665	0.7444936179240279	0.855	0.8	0.87	0.875	0.15827059745788574	1.4378135204315186	0.03307199478149414	0.03582286834716797
gaussian	HH64	237	0.845	0.79	0.845	0.87	0.6614782631133995	0.7553027119938884	0.6552686542442482	0.6806473520987041	0.845	0.79	0.845	0.87	0.1581568717956543	1.4869933128356934	0.032137155532836914	0.04354977607727051
gaussian	HH64	238	0.89	0.845	0.895	0.93	0.679170042034376	0.7064960866790135	0.6809614433619879	0.7063197702979913	0.89	0.845	0.895	0.93	0.15920519828796387	1.4816312789916992	0.03278231620788574	0.03307700157165527
gaussian	HH64	239	0.835	0.795	0.84	0.835	0.6152912467627518	0.7321251154924212	0.6307355028449532	0.6778281836850519	0.835	0.795	0.84	0.835	0.15872907638549805	1.4954502582550049	0.03318595886230469	0.03742384910583496
gaussian	HH64	240	0.865	0.825	0.895	0.88	0.5708620250229917	0.768030458580773	0.6086421856052836	0.5783292778508097	0.865	0.825	0.895	0.88	0.1593465805053711	1.509798526763916	0.03301596641540527	0.0321199893951416
gaussian	SS64	241	0.385	0.335	0.345	0.425	0.24296389449209677	0.26237120402109604	0.22195366508293232	0.2989805958555959	0.385	0.335	0.345	0.425	0.14283037185668945	3.329383611679077	0.032730817794799805	0.03267049789428711
gaussian	SS64	242	0.45	0.325	0.335	0.43	0.31268115942028984	0.2812064152442168	0.2589830719004639	0.34921462131709347	0.45	0.325	0.335	0.43	0.14308714866638184	3.6482045650482178	0.03231978416442871	0.033031463623046875
gaussian	SS64	243	0.42	0.36	0.41	0.395	0.20919150817880383	0.3117713147264756	0.23540360501567398	0.22322977267830207	0.42	0.36	0.41	0.395	0.1439070701599121	3.4360885620117188	0.03405475616455078	0.03437495231628418
gaussian	SS64	244	0.42	0.355	0.38	0.36	0.2533888575192923	0.3210182901258416	0.2495879120879121	0.23488259945256093	0.42	0.355	0.38	0.36	0.14270424842834473	3.5666544437408447	0.03161454200744629	0.04451942443847656
gaussian	SS64	245	0.455	0.4	0.295	0.4	0.2807217942880828	0.3609467342237316	0.1966507386044894	0.3095550050186142	0.455	0.4	0.295	0.4	0.1420764923095703	3.374091863632202	0.03269219398498535	0.04374217987060547
gaussian	SS64	246	0.335	0.32	0.305	0.31	0.2861317702555397	0.3198114580155712	0.2409692809304784	0.2647503784037918	0.335	0.32	0.305	0.31	0.14237356185913086	3.675178289413452	0.03309774398803711	0.038376808166503906
gaussian	SS64	247	0.485	0.42	0.435	0.415	0.28033661316371594	0.34862908504212853	0.2463507693159943	0.2882079360783133	0.485	0.42	0.435	0.415	0.14241361618041992	3.464684009552002	0.034107208251953125	0.03526592254638672
gaussian	SS64	248	0.47	0.365	0.38	0.5	0.3213663960207739	0.2779260727622574	0.24255318924415667	0.35549338014775805	0.47	0.365	0.38	0.5	0.1430222988128662	3.5983409881591797	0.032662391662597656	0.044548749923706055
gaussian	SS64	249	0.415	0.43	0.395	0.425	0.1964618738089437	0.3739188801294809	0.19144787644787647	0.2361365852493468	0.415	0.43	0.395	0.425	0.14289093017578125	3.31142520904541	0.032861948013305664	0.03390312194824219
gaussian	SS64	250	0.51	0.47	0.475	0.47	0.24880771044137379	0.3584628015662498	0.22286297640653357	0.22955655455655455	0.51	0.47	0.475	0.47	0.14355039596557617	3.174802780151367	0.03417205810546875	0.042387962341308594
gaussian	SS64	251	0.42	0.42	0.38	0.41	0.25256758304079596	0.36259049858187786	0.21195053063864944	0.26967383107088994	0.42	0.42	0.38	0.41	0.14266538619995117	3.6459152698516846	0.03114914894104004	0.03420257568359375
gaussian	SS64	252	0.41	0.36	0.37	0.415	0.22038754895897752	0.26316546827576237	0.16184390801349202	0.19872681927635485	0.41	0.36	0.37	0.415	0.14302682876586914	3.5576908588409424	0.0331268310546875	0.04320836067199707
gaussian	SS64	253	0.455	0.43	0.41	0.415	0.23306740456094885	0.3434091805281845	0.19744509188704618	0.23126721126721125	0.455	0.43	0.41	0.415	0.1419053077697754	3.4002788066864014	0.03235673904418945	0.03513050079345703
gaussian	SS64	254	0.39	0.395	0.4	0.42	0.2528771791073754	0.3001811260551408	0.30644017935684603	0.31444385928226515	0.39	0.395	0.4	0.42	0.14293861389160156	3.4245216846466064	0.032415151596069336	0.04479360580444336
gaussian	SS64	255	0.465	0.38	0.405	0.455	0.21973668914206	0.28004027153617317	0.17334027143897696	0.28939499844672256	0.465	0.38	0.405	0.455	0.1420912742614746	3.229173421859741	0.032579660415649414	0.0452728271484375
gaussian	SS64	256	0.5	0.375	0.43	0.385	0.32317041305631167	0.274706001541669	0.3018265328007975	0.26443628358079757	0.5	0.375	0.43	0.385	0.14306330680847168	3.2891926765441895	0.03271484375	0.03313469886779785
gaussian	SS64	257	0.5	0.425	0.495	0.5	0.27261141304347825	0.2963801717199903	0.31698727594970577	0.2985412604386177	0.5	0.425	0.495	0.5	0.14324665069580078	3.713230848312378	0.04204678535461426	0.03485894203186035
gaussian	SS64	258	0.35	0.33	0.31	0.445	0.20996343632057818	0.3223324964734502	0.17512108704234863	0.30732901788210704	0.35	0.33	0.31	0.445	0.14381647109985352	3.8970186710357666	0.032616376876831055	0.04384422302246094
gaussian	SS64	259	0.355	0.465	0.35	0.41	0.18810166036189535	0.339599209225135	0.20308728196524822	0.27688755359522343	0.355	0.465	0.35	0.41	0.14195537567138672	3.5445339679718018	0.031696319580078125	0.034230947494506836
gaussian	SS64	260	0.405	0.27	0.32	0.445	0.27213018014323986	0.24138463600490256	0.26338343002283326	0.4027547488438389	0.405	0.27	0.32	0.445	0.14197111129760742	3.949171781539917	0.0328369140625	0.03504323959350586
gaussian	SS64	261	0.48	0.435	0.405	0.435	0.24833935717571567	0.3043561680995136	0.18529721120326964	0.2276855167772159	0.48	0.435	0.405	0.435	0.1431734561920166	3.1316490173339844	0.033069610595703125	0.03570437431335449
gaussian	SS64	262	0.44	0.39	0.375	0.395	0.22022966064818772	0.3158821072025151	0.1854498394455904	0.1938765276913485	0.44	0.39	0.375	0.395	0.1426525115966797	3.409345865249634	0.032909393310546875	0.03367280960083008
gaussian	SS64	263	0.535	0.41	0.44	0.49	0.20193032015065912	0.27131265219686074	0.1613472183131626	0.1961188244779608	0.535	0.41	0.44	0.49	0.13948655128479004	2.9376606941223145	0.032984256744384766	0.044280052185058594
gaussian	SS64	264	0.34	0.36	0.28	0.33	0.22029840078620566	0.28845025529969626	0.1818354198150463	0.2591125110521662	0.34	0.36	0.28	0.33	0.14245843887329102	3.4765260219573975	0.03537631034851074	0.0337674617767334
gaussian	SS64	265	0.415	0.35	0.41	0.465	0.2407220270388508	0.25335687028271403	0.28305605143350043	0.34998869926927484	0.415	0.35	0.41	0.465	0.1397562026977539	3.7607433795928955	0.033017635345458984	0.04431724548339844
gaussian	SS64	266	0.37	0.3	0.335	0.375	0.29234013085170213	0.29439425837591715	0.2527644798557229	0.3142243247776841	0.37	0.3	0.335	0.375	0.14264678955078125	3.6302685737609863	0.0336759090423584	0.17049598693847656
gaussian	SS64	267	0.425	0.315	0.38	0.405	0.19493523949169111	0.2661317801569334	0.1247026771979265	0.15110064227711287	0.425	0.315	0.38	0.405	0.1445295810699463	3.3661389350891113	0.04295945167541504	0.03367948532104492
gaussian	SS64	268	0.43	0.41	0.395	0.47	0.23482142857142857	0.2999617141403607	0.17297631243871384	0.2710384086994815	0.43	0.41	0.395	0.47	0.14313864707946777	3.400198459625244	0.03424787521362305	0.035341501235961914
gaussian	SS64	269	0.455	0.445	0.4	0.445	0.22734833659491194	0.3277324117711693	0.1886942429387251	0.2448459019882837	0.455	0.445	0.4	0.445	0.145097017288208	3.402153968811035	0.03299880027770996	0.030913829803466797
gaussian	SS64	270	0.405	0.395	0.365	0.425	0.22241705548157165	0.28792106492932745	0.17655406545613536	0.23416803240486733	0.405	0.395	0.365	0.425	0.14032363891601562	3.5498313903808594	0.03248739242553711	0.04266667366027832
gaussian	HS64	271	0.895	0.42	0.855	0.84	0.7692721525798735	0.3960783127037516	0.6953521064630536	0.7096321763891423	0.895	0.42	0.855	0.84	0.15810632705688477	2.791067361831665	0.03442668914794922	0.035102128982543945
gaussian	HS64	272	0.81	0.85	0.815	0.82	0.5089065685325569	0.65836088186166	0.544298480718372	0.5330840163934426	0.81	0.85	0.815	0.82	0.1579279899597168	2.1322171688079834	0.03334617614746094	0.03370785713195801
gaussian	HS64	273	0.83	0.33	0.785	0.81	0.671874008597443	0.2669805360676195	0.6009980049186473	0.6096437280773463	0.83	0.33	0.785	0.81	0.15871667861938477	2.8166041374206543	0.03383135795593262	0.03208112716674805
gaussian	HS64	274	0.78	0.795	0.82	0.845	0.3999577876058214	0.604638228121078	0.43408248586698767	0.46146201219218147	0.78	0.795	0.82	0.845	0.15945100784301758	1.9374544620513916	0.03319096565246582	0.03583383560180664
gaussian	HS64	275	0.835	0.74	0.8	0.805	0.651717511174	0.6873172845087403	0.6110828885585462	0.6137676422592182	0.835	0.74	0.8	0.805	0.1606757640838623	2.285203218460083	0.03362584114074707	0.03412890434265137
gaussian	HS64	276	0.8	0.37	0.785	0.79	0.5349419565649405	0.29378013602440556	0.4437208499904816	0.47053414361460955	0.8	0.37	0.785	0.79	0.1601698398590088	2.421298027038574	0.03369593620300293	0.04310178756713867
gaussian	HS64	277	0.795	0.57	0.87	0.865	0.5099918544664676	0.4754553929611316	0.6063868857384007	0.6116927097772847	0.795	0.57	0.87	0.865	0.15867090225219727	2.4100759029388428	0.03299450874328613	0.03596973419189453
gaussian	HS64	278	0.84	0.83	0.84	0.835	0.6390989279022415	0.8113254156345153	0.6423481733151544	0.6649007957204767	0.84	0.83	0.84	0.835	0.16773581504821777	1.9987809658050537	0.04020190238952637	0.0321049690246582
gaussian	HS64	279	0.77	0.405	0.73	0.77	0.5907102787753624	0.34329626565664106	0.5364205789707723	0.5912956850570281	0.77	0.405	0.73	0.77	0.169203519821167	2.7159225940704346	0.03229022026062012	0.04177546501159668
gaussian	HS64	280	0.755	0.825	0.86	0.85	0.5287690637906155	0.7146528277617223	0.6905146611595001	0.6681549663404502	0.755	0.825	0.86	0.85	0.1595776081085205	2.2267699241638184	0.030428409576416016	0.04201221466064453
gaussian	HS64	281	0.765	0.425	0.715	0.815	0.6942690395343196	0.36935834097178155	0.5845830049663988	0.7580041926331256	0.765	0.425	0.715	0.815	0.15949726104736328	3.328460454940796	0.032860517501831055	0.04400062561035156
gaussian	HS64	282	0.835	0.42	0.875	0.855	0.5982237769332976	0.3101850068722942	0.6382817676374846	0.6080745181976692	0.835	0.42	0.875	0.855	0.15937495231628418	2.5326454639434814	0.03271627426147461	0.03468632698059082
gaussian	HS64	283	0.825	0.81	0.775	0.835	0.6311451968305516	0.6609045110356955	0.555307856503924	0.5838649406153416	0.825	0.81	0.775	0.835	0.15826654434204102	2.1254172325134277	0.03203535079956055	0.04394030570983887
gaussian	HS64	284	0.815	0.76	0.83	0.81	0.7831490065782676	0.7407539984475033	0.8118215168809233	0.7605314014861833	0.815	0.76	0.83	0.81	0.15805792808532715	2.5518791675567627	0.03209996223449707	0.03294563293457031
gaussian	HS64	285	0.87	0.33	0.83	0.82	0.6671871531755252	0.2970831055332942	0.679256272346061	0.6245931673846463	0.87	0.33	0.83	0.82	0.16024160385131836	2.833747386932373	0.03344225883483887	0.03558683395385742
gaussian	HS64	286	0.875	0.795	0.855	0.855	0.5795075380186957	0.6035343710771718	0.5602918605288343	0.5849575446112545	0.875	0.795	0.855	0.855	0.1584947109222412	1.9607818126678467	0.032949209213256836	0.034265756607055664
gaussian	HS64	287	0.79	0.395	0.825	0.825	0.44904992548435174	0.3147385525634411	0.46013995555065607	0.4753968253968254	0.79	0.395	0.825	0.825	0.15856409072875977	2.5331428050994873	0.03222823143005371	0.033266305923461914
gaussian	HS64	288	0.93	0.635	0.92	0.9	0.7864201784568373	0.5208199137298067	0.763668189675881	0.7384584416268014	0.93	0.635	0.92	0.9	0.15842270851135254	2.3868837356567383	0.03310894966125488	0.04322981834411621
