dataset	signature	seed	ambient_gcn_f1-micro	ambient_mlp_f1-micro	ambient_mlr_f1-micro	kappa_gcn_f1-micro	kappa_mlp_f1-micro	kappa_mlr_f1-micro	knn_f1-micro	product_dt_f1-micro	product_rf_f1-micro	ps_perceptron_f1-micro	single_manifold_rf_f1-micro	sklearn_dt_f1-micro	sklearn_rf_f1-micro	tangent_dt_f1-micro	tangent_gcn_f1-micro	tangent_mlp_f1-micro	tangent_mlr_f1-micro	tangent_rf_f1-micro	ambient_gcn_f1-macro	ambient_mlp_f1-macro	ambient_mlr_f1-macro	kappa_gcn_f1-macro	kappa_mlp_f1-macro	kappa_mlr_f1-macro	knn_f1-macro	product_dt_f1-macro	product_rf_f1-macro	ps_perceptron_f1-macro	single_manifold_rf_f1-macro	sklearn_dt_f1-macro	sklearn_rf_f1-macro	tangent_dt_f1-macro	tangent_gcn_f1-macro	tangent_mlp_f1-macro	tangent_mlr_f1-macro	tangent_rf_f1-macro	ambient_gcn_accuracy	ambient_mlp_accuracy	ambient_mlr_accuracy	kappa_gcn_accuracy	kappa_mlp_accuracy	kappa_mlr_accuracy	knn_accuracy	product_dt_accuracy	product_rf_accuracy	ps_perceptron_accuracy	single_manifold_rf_accuracy	sklearn_dt_accuracy	sklearn_rf_accuracy	tangent_dt_accuracy	tangent_gcn_accuracy	tangent_mlp_accuracy	tangent_mlr_accuracy	tangent_rf_accuracy	ambient_gcn_time	ambient_mlp_time	ambient_mlr_time	kappa_gcn_time	kappa_mlp_time	kappa_mlr_time	knn_time	product_dt_time	product_rf_time	ps_perceptron_time	single_manifold_rf_time	sklearn_dt_time	sklearn_rf_time	tangent_dt_time	tangent_gcn_time	tangent_mlp_time	tangent_mlr_time	tangent_rf_time
product_gaussian	S	0	0.255	0.24	0.24	0.195	0.205	0.19	0.42	0.375	0.4	0.275	0.43	0.355	0.43	0.31	0.225	0.285	0.28	0.38	0.0782974338518814	0.16376522094455803	0.1759259779955144	0.17284717162242935	0.20374466769331953	0.18946104458495322	0.39388931208054245	0.3027154096694919	0.3491294287972173	0.06347612672913877	0.40161883902497164	0.2543392023629033	0.35935122261326835	0.16862745835310225	0.07516970973782772	0.15677263912558032	0.14932539682539683	0.26356841884104304	0.255	0.24	0.24	0.195	0.205	0.19	0.42	0.375	0.4	0.275	0.43	0.355	0.43	0.31	0.225	0.285	0.28	0.38	55.09315633773804	42.10742998123169	18.97773027420044	64.07842469215393	60.0065655708313	27.423240184783936	0.002972126007080078	0.08907818794250488	1.0065569877624512	0.03673839569091797	13.095319509506226	0.002437114715576172	0.03282761573791504	0.001961946487426758	54.45836901664734	42.14283013343811	18.967500686645508	0.03134036064147949
product_gaussian	S	1	0.28	0.295	0.29	0.215	0.275	0.275	0.475	0.295	0.44	0.275	0.36	0.31	0.405	0.325	0.27	0.32	0.315	0.35	0.10321433137888834	0.1937361768997531	0.18247800710053905	0.18617652992652994	0.21892194948224036	0.21892194948224036	0.43601872541920417	0.27418444120518654	0.31784950678585033	0.08493788819875776	0.3545495907935495	0.23076774289278745	0.27944885782217116	0.20442415400519864	0.11563050369848538	0.1759134384134384	0.17246722575669943	0.20610321910295887	0.28	0.295	0.29	0.215	0.275	0.275	0.475	0.295	0.44	0.275	0.36	0.31	0.405	0.325	0.27	0.32	0.315	0.35	53.499398946762085	40.85451292991638	17.53271484375	63.73192024230957	59.72187638282776	27.351739406585693	0.0029518604278564453	0.08999013900756836	1.0428035259246826	0.036875247955322266	13.174497842788696	0.0023908615112304688	0.03331446647644043	0.0019252300262451172	53.26426458358765	41.67108678817749	18.1927227973938	0.03240609169006348
product_gaussian	S	2	0.255	0.27	0.255	0.27	0.23	0.235	0.345	0.335	0.385	0.14	0.33	0.39	0.4	0.275	0.295	0.29	0.29	0.305	0.07756132756132755	0.20635211996800648	0.1798390314015314	0.24914195697090433	0.1886348051680919	0.1977251484148036	0.31016816200876923	0.29055239111460995	0.3365289926358629	0.05653811182902985	0.30181255093837256	0.338248399298095	0.32462059813505273	0.2027854010699828	0.10634783857532673	0.16074095911949685	0.16098862263835584	0.1764359355103457	0.255	0.27	0.255	0.27	0.23	0.235	0.345	0.335	0.385	0.14	0.33	0.39	0.4	0.275	0.295	0.29	0.29	0.305	54.44232702255249	42.07464909553528	19.02057123184204	63.67284321784973	59.935540437698364	27.206094980239868	0.002752065658569336	0.08560657501220703	1.020552635192871	0.06310009956359863	13.350642681121826	0.0023665428161621094	0.03203439712524414	0.001962423324584961	54.83626914024353	42.48000717163086	19.118483781814575	0.03251338005065918
product_gaussian	S	3	0.275	0.32	0.305	0.225	0.235	0.22	0.435	0.39	0.415	0.305	0.36	0.43	0.44	0.295	0.26	0.295	0.295	0.38	0.08559782608695651	0.18162898147849593	0.1798598038797611	0.17805046641017955	0.14456908390876638	0.13476372456877486	0.30267889756822397	0.2654910280085399	0.25807108690648883	0.05842911877394636	0.31792450783130155	0.2812713911166469	0.288581473491612	0.15929451583478693	0.08027494924501967	0.16517569442811114	0.1602415930850164	0.20726446595090664	0.275	0.32	0.305	0.225	0.235	0.22	0.435	0.39	0.415	0.305	0.36	0.43	0.44	0.295	0.26	0.295	0.295	0.38	53.847968101501465	41.43630528450012	19.348240613937378	63.301387310028076	59.12869715690613	27.434135675430298	0.0029230117797851562	0.08757662773132324	1.031627893447876	0.036847591400146484	11.692838191986084	0.00238800048828125	0.03317379951477051	0.0019915103912353516	53.17031788825989	41.761852502822876	18.91480779647827	0.03465104103088379
product_gaussian	S	4	0.23	0.275	0.26	0.155	0.245	0.24	0.335	0.3	0.345	0.265	0.29	0.295	0.325	0.365	0.265	0.27	0.275	0.32	0.09539375775113683	0.14055408405103198	0.13338045734087317	0.10783580249931751	0.17828562313094135	0.17877571786800323	0.23235824650827896	0.1788763764660829	0.213615338684137	0.12559769182620548	0.3019451576593146	0.14305405103964536	0.19734365758319472	0.20539383561643834	0.112660137965016	0.1342419969233023	0.14129534258844603	0.2021103362824427	0.23	0.275	0.26	0.155	0.245	0.24	0.335	0.3	0.345	0.265	0.29	0.295	0.325	0.365	0.265	0.27	0.275	0.32	54.696892499923706	42.251402854919434	19.010817050933838	63.94605350494385	59.79530692100525	27.170255422592163	0.002900838851928711	0.08441281318664551	1.0166776180267334	0.039780616760253906	13.591438055038452	0.002407073974609375	0.03283214569091797	0.001986980438232422	54.486971378326416	42.324941873550415	19.395920038223267	0.03305840492248535
product_gaussian	S	5	0.245	0.26	0.265	0.23	0.255	0.155	0.445	0.315	0.385	0.175	0.465	0.325	0.395	0.27	0.18	0.245	0.245	0.36	0.12556743010025578	0.16766931698438547	0.171137243239197	0.20502827745828772	0.19916893316822792	0.03354978354978355	0.4010798375701833	0.2346376362647689	0.28921343949433836	0.07275357385976855	0.4245312835498587	0.28001299283154124	0.31965070292389564	0.16613709390050763	0.08722643097643099	0.13817362661725816	0.13860935126914922	0.24528398889975633	0.245	0.26	0.265	0.23	0.255	0.155	0.445	0.315	0.385	0.175	0.465	0.325	0.395	0.27	0.18	0.245	0.245	0.36	53.983537673950195	41.62628626823425	18.620951414108276	63.84512710571289	60.09960675239563	27.04196548461914	0.002904653549194336	0.08796119689941406	1.0264065265655518	0.03694009780883789	14.063953876495361	0.0024373531341552734	0.03415107727050781	0.0020067691802978516	53.35528564453125	42.20804715156555	18.920508861541748	0.032965898513793945
product_gaussian	S	6	0.2	0.23	0.23	0.175	0.19	0.19	0.425	0.285	0.305	0.17	0.355	0.255	0.33	0.32	0.2	0.17	0.17	0.32	0.08541636993780563	0.20569382565090116	0.2077492679572733	0.15887566137566136	0.18860336480210577	0.18732309912966444	0.38643998102415955	0.2633354421465085	0.2716814547439372	0.06319554848966613	0.3411102711320899	0.1976751861109743	0.3108569626310139	0.19839812268336932	0.13789332825720002	0.09521517207653278	0.0959264096298756	0.2219963298628738	0.2	0.23	0.23	0.175	0.19	0.19	0.425	0.285	0.305	0.17	0.355	0.255	0.33	0.32	0.2	0.17	0.17	0.32	53.83966612815857	41.887789249420166	18.9505877494812	64.47247886657715	59.61526274681091	26.999791145324707	0.002871274948120117	0.09039950370788574	1.0299363136291504	0.036968231201171875	14.222975015640259	0.0023729801177978516	0.03432345390319824	0.0019936561584472656	54.33121728897095	42.24772834777832	18.833749771118164	0.032312631607055664
product_gaussian	S	7	0.24	0.27	0.26	0.235	0.205	0.2	0.42	0.335	0.375	0.19	0.345	0.365	0.4	0.275	0.265	0.25	0.26	0.305	0.10421893298605626	0.15944715007215007	0.15239533404324196	0.19037289011237923	0.13907571574523162	0.13689510481092887	0.3386430523797588	0.22874225234551496	0.2757879080891088	0.04885711875843455	0.3258710722812042	0.270243529761379	0.2811282351798739	0.1785964956500472	0.11987398498189865	0.11466346508993158	0.11938339639301221	0.18135980555335393	0.24	0.27	0.26	0.235	0.205	0.2	0.42	0.335	0.375	0.19	0.345	0.365	0.4	0.275	0.265	0.25	0.26	0.305	53.71211242675781	41.39138698577881	18.961583375930786	63.29860854148865	59.67353677749634	27.495524644851685	0.0028753280639648438	0.08542966842651367	1.0175848007202148	0.03644752502441406	13.436638593673706	0.0023071765899658203	0.03340029716491699	0.001955747604370117	53.42250919342041	41.69737410545349	18.894895553588867	0.03319811820983887
product_gaussian	S	8	0.205	0.265	0.265	0.21	0.21	0.215	0.38	0.35	0.425	0.205	0.335	0.3	0.38	0.255	0.175	0.18	0.185	0.365	0.09645892383251892	0.20167640374300738	0.20056390029154209	0.17761437908496733	0.18141754778264943	0.19270333398287298	0.31625484252936453	0.3167656102762486	0.35589782241747414	0.08144148178769924	0.2930194086327759	0.22379187011065835	0.2954778193124593	0.19138910241851417	0.08943433444742874	0.08492625591462802	0.11533209832545696	0.30286333582266256	0.205	0.265	0.265	0.21	0.21	0.215	0.38	0.35	0.425	0.205	0.335	0.3	0.38	0.255	0.175	0.18	0.185	0.365	53.11524677276611	41.592495918273926	18.917107582092285	63.64876055717468	59.20784044265747	27.164581298828125	0.004186391830444336	0.08969259262084961	1.0332367420196533	0.03671598434448242	12.550290822982788	0.0023729801177978516	0.031938791275024414	0.0019388198852539062	53.912394762039185	41.71638560295105	18.787543535232544	0.03237605094909668
product_gaussian	S	9	0.21	0.21	0.215	0.205	0.185	0.185	0.38	0.275	0.3	0.22	0.32	0.25	0.34	0.26	0.215	0.24	0.235	0.265	0.12374943769680612	0.17419543350970423	0.1791564155298943	0.18384406678886084	0.1801677436269717	0.1799445484447485	0.3376262529554661	0.24227275256922665	0.2606319307254823	0.078125	0.2916433529573947	0.18542908532492725	0.2936888340532437	0.18205159436707935	0.13213905098324003	0.17999399790905354	0.17619195156380513	0.22541506161458671	0.21	0.21	0.215	0.205	0.185	0.185	0.38	0.275	0.3	0.22	0.32	0.25	0.34	0.26	0.215	0.24	0.235	0.265	55.04124617576599	42.52320194244385	18.907515048980713	64.05603456497192	60.26889705657959	27.306699514389038	0.004140138626098633	0.08916997909545898	1.006432294845581	0.04018378257751465	13.511741399765015	0.0024051666259765625	0.033423423767089844	0.001982450485229492	53.9352171421051	41.95744800567627	19.12201189994812	0.03368544578552246
