dataset	signature	seed	sklearn_dt_mse	sklearn_dt_rmse	sklearn_dt_time
single_gaussian	H-4	0	0.039939702966699506	0.1998492005655752	0.0017361640930175781
single_gaussian	H-2	0	0.02826518258667002	0.1681225225443338	0.0014660358428955078
single_gaussian	H-1	0	0.030413506951676585	0.17439468728053784	0.0013153553009033203
single_gaussian	H-0.5	0	0.032160527311166226	0.17933356437423037	0.001298666000366211
single_gaussian	H-0.25	0	0.03263453154806644	0.18065030182113298	0.0013146400451660156
single_gaussian	E	0	0.03179613013338311	0.17831469410394396	0.000978708267211914
single_gaussian	S0.25	0	0.02934942719198646	0.17131674521770035	0.0014379024505615234
single_gaussian	S0.5	0	0.03253117555251892	0.18036400847319545	0.001279592514038086
