sklearn_dt_accuracy	sklearn_dt_f1-micro	sklearn_dt_time	sklearn_rf_accuracy	sklearn_rf_f1-micro	sklearn_rf_time	product_dt_accuracy	product_dt_f1-micro	product_dt_time	product_rf_accuracy	product_rf_f1-micro	product_rf_time	tangent_dt_accuracy	tangent_dt_f1-micro	tangent_dt_time	tangent_rf_accuracy	tangent_rf_f1-micro	tangent_rf_time	knn_accuracy	knn_f1-micro	knn_time	ps_perceptron_accuracy	ps_perceptron_f1-micro	ps_perceptron_time	ambient_mlp_accuracy	ambient_mlp_f1-micro	ambient_mlp_time	ambient_gnn_accuracy	ambient_gnn_f1-micro	ambient_gnn_time	kappa_gcn_accuracy	kappa_gcn_f1-micro	kappa_gcn_time	product_mlr_accuracy	product_mlr_f1-micro	product_mlr_time	curvature	seed	task	benchmark_type
0.6	0.6	0.0011136531829833984	0.5	0.5	0.033417701721191406	0.6	0.6	0.07981109619140625	0.7	0.7	0.1667499542236328	0.6	0.6	0.0004949569702148438	0.5	0.5	0.03345608711242676	0.4	0.4	0.0017354488372802734	0.55	0.55	0.014068365097045898	0.45	0.45	30.643452882766724	0.45	0.45	36.21759867668152	0.45	0.45	25.90393853187561	0.45	0.45	15.048555612564087	0	0	classification	single_curvature
