sklearn_dt_f1-micro	 sklearn_dt_accuracy	 sklearn_dt_time   	 sklearn_rf_f1-micro	 sklearn_rf_accuracy	 sklearn_rf_time   	 product_dt_f1-micro	 product_dt_accuracy	 product_dt_time   	 product_rf_f1-micro	 product_rf_accuracy	 product_rf_time   	 tangent_dt_f1-micro	 tangent_dt_accuracy	 tangent_dt_time   	 tangent_rf_f1-micro	 tangent_rf_accuracy	 tangent_rf_time   	 knn_f1-micro      	 knn_accuracy      	 knn_time          	 ps_perceptron_f1-micro	 ps_perceptron_accuracy	 ps_perceptron_time	 ambient_mlp_f1-micro	 ambient_mlp_accuracy	 ambient_mlp_time  	 ambient_gnn_f1-micro	 ambient_gnn_accuracy	 ambient_gnn_time  	 kappa_gcn_f1-micro	 kappa_gcn_accuracy	 kappa_gcn_time     	 product_mlr_f1-micro	 product_mlr_accuracy	 product_mlr_time   	 task	 signature            	 dataset  	 table                 	 sklearn_dt_rmse    	 sklearn_rf_rmse    	 product_dt_rmse   	 product_rf_rmse   	 tangent_dt_rmse    	 tangent_rf_rmse    	 knn_rmse          	 ambient_mlp_rmse  	 ambient_gnn_rmse  	 kappa_gcn_rmse       	 product_mlr_rmse
 0.215             	  0.215             	 0.0017216205596923	  0.29              	  0.29              	 0.0326209068298339	  0.255             	  0.255             	 0.0360653400421142	  0.275             	  0.275             	 0.3956258296966553	  0.235             	  0.235             	 0.0012545585632324	  0.29              	  0.29              	 0.0329504013061523	 0.25              	 0.25              	 0.0023002624511718	     0.175             	     0.175             	 0.0111815929412841	   0.235             	   0.235             	 33.4480402469635  	   0.195             	   0.195             	 40.69010710716248 	 0.21              	 0.21              	  44.09703326225281 	   0.205             	   0.205             	  24.293556213378903	 C   	 $\H{2,0.5}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.28              	  0.28              	 0.0020358562469482	  0.28              	  0.28              	 0.0344393253326416	  0.245             	  0.245             	 0.0372416973114013	  0.275             	  0.275             	 0.3689916133880615	  0.205             	  0.205             	 0.0012414455413818	  0.265             	  0.265             	 0.0325863361358642	 0.3               	 0.3               	 0.0025572776794433	     0.225             	     0.225             	 0.0109601020812988	   0.205             	   0.205             	 33.02492022514343 	   0.18              	   0.18              	 41.49284720420837 	 0.195             	 0.195             	  45.51757907867432 	   0.205             	   0.205             	  23.93902564048767 	 C   	 $\H{2,0.5}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.285             	  0.285             	 0.0020418167114257	  0.24              	  0.24              	 0.0329165458679199	  0.23              	  0.23              	 0.0368158817291259	  0.27              	  0.27              	 0.3837912082672119	  0.22              	  0.22              	 0.0012786388397216	  0.255             	  0.255             	 0.0307188034057617	 0.255             	 0.255             	 0.0026283264160156	     0.185             	     0.185             	 0.0105869770050048	   0.21              	   0.21              	 33.356791973114014	   0.22              	   0.22              	 41.19299507141113 	 0.235             	 0.235             	  44.60128617286682 	   0.24              	   0.24              	  22.739165782928467	 C   	 $\H{2,0.5}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.32              	  0.32              	 0.0017404556274414	  0.335             	  0.335             	 0.0332710742950439	  0.3               	  0.3               	 0.0355317592620849	  0.31              	  0.31              	 0.4000802040100097	  0.315             	  0.315             	 0.0013434886932373	  0.31              	  0.31              	 0.0334434509277343	 0.325             	 0.325             	 0.0024831295013427	     0.215             	     0.215             	 0.0107941627502441	   0.28              	   0.28              	 32.47370791435242 	   0.28              	   0.28              	 40.48914551734924 	 0.27              	 0.27              	  43.57625818252564 	   0.25              	   0.25              	  23.79130172729492 	 C   	 $\H{2,0.5}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.28              	  0.28              	 0.001859426498413 	  0.345             	  0.345             	 0.0353009700775146	  0.305             	  0.305             	 0.0401735305786132	  0.29              	  0.29              	 0.3761987686157226	  0.305             	  0.305             	 0.0012803077697753	  0.31              	  0.31              	 0.0339796543121337	 0.245             	 0.245             	 0.0025928020477294	     0.23              	     0.23              	 0.0109486579895019	   0.28              	   0.28              	 33.38614559173584 	   0.28              	   0.28              	 41.128780126571655	 0.295             	 0.295             	  44.7613959312439  	   0.265             	   0.265             	  24.136885404586792	 C   	 $\H{2,0.5}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.395             	  0.395             	 0.0019929409027099	  0.37              	  0.37              	 0.0332162380218505	  0.36              	  0.36              	 0.0333459377288818	  0.38              	  0.38              	 0.3676066398620605	  0.41              	  0.41              	 0.0012414455413818	  0.42              	  0.42              	 0.0336561203002929	 0.355             	 0.355             	 0.0024409294128417	     0.2               	     0.2               	 0.0107157230377197	   0.365             	   0.365             	 32.2161066532135  	   0.4               	   0.4               	 40.88663554191589 	 0.375             	 0.375             	  45.32220077514648 	   0.36              	   0.36              	  25.29198265075684 	 C   	 $\H{2,0.5}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.26              	  0.26              	 0.0017628669738769	  0.24              	  0.24              	 0.032400369644165 	  0.24              	  0.24              	 0.0448603630065918	  0.3               	  0.3               	 0.3778877258300781	  0.24              	  0.24              	 0.0016162395477294	  0.22              	  0.22              	 0.0331974029541015	 0.28              	 0.28              	 0.0026957988739013	     0.185             	     0.185             	 0.0105860233306884	   0.19              	   0.19              	 31.8181734085083  	   0.175             	   0.175             	 40.13706040382385 	 0.145             	 0.145             	  44.866347312927246	   0.21              	   0.21              	  22.75404000282288 	 C   	 $\H{2,0.5}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.315             	  0.315             	 0.0019850730895996	  0.295             	  0.295             	 0.0350701808929443	  0.305             	  0.305             	 0.0368573665618896	  0.325             	  0.325             	 0.3936107158660888	  0.29              	  0.29              	 0.0012705326080322	  0.3               	  0.3               	 0.0349917411804199	 0.345             	 0.345             	 0.0030648708343505	     0.145             	     0.145             	 0.0107810497283935	   0.265             	   0.265             	 32.91057467460632 	   0.29              	   0.29              	 41.80122709274292 	 0.285             	 0.285             	  44.51480054855347 	   0.29              	   0.29              	  24.61664295196533 	 C   	 $\H{2,0.5}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.195             	  0.195             	 0.0017147064208984	  0.245             	  0.245             	 0.0325846672058105	  0.22              	  0.22              	 0.0332753658294677	  0.21              	  0.21              	 0.3738417625427246	  0.225             	  0.225             	 0.0012345314025878	  0.23              	  0.23              	 0.0346381664276123	 0.225             	 0.225             	 0.0025346279144287	     0.15              	     0.15              	 0.0105941295623779	   0.2               	   0.2               	 33.14580798149109 	   0.205             	   0.205             	 42.22593402862549 	 0.17              	 0.17              	  44.76710510253906 	   0.215             	   0.215             	  25.14370465278625 	 C   	 $\H{2,0.5}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.3               	  0.3               	 0.0016674995422363	  0.27              	  0.27              	 0.0334899425506591	  0.3               	  0.3               	 0.0351200103759765	  0.32              	  0.32              	 0.3978264331817627	  0.25              	  0.25              	 0.0012614727020263	  0.25              	  0.25              	 0.0332088470458984	 0.285             	 0.285             	 0.0025458335876464	     0.185             	     0.185             	 0.0108945369720458	   0.23              	   0.23              	 32.33474111557007 	   0.185             	   0.185             	 41.72410774230957 	 0.175             	 0.175             	  43.531540632247925	   0.22              	   0.22              	  24.9255313873291  	 C   	 $\H{2,0.5}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.185             	  0.185             	 0.0017826557159423	  0.25              	  0.25              	 0.034700870513916 	  0.235             	  0.235             	 0.0346450805664062	  0.245             	  0.245             	 0.4005482196807861	  0.25              	  0.25              	 0.0012588500976562	  0.275             	  0.275             	 0.0334892272949218	 0.29              	 0.29              	 0.0027308464050292	     0.195             	     0.195             	 0.0109517574310302	   0.235             	   0.235             	 32.36454749107361 	   0.24              	   0.24              	 41.17453789710999 	 0.26              	 0.26              	  45.02491188049317 	   0.11              	   0.11              	  25.351269245147705	 C   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.23              	  0.23              	 0.0018618106842041	  0.265             	  0.265             	 0.033282995223999 	  0.27              	  0.27              	 0.0345377922058105	  0.255             	  0.255             	 0.3947784900665283	  0.28              	  0.28              	 0.0012545585632324	  0.25              	  0.25              	 0.0326855182647705	 0.255             	 0.255             	 0.0025708675384521	     0.11              	     0.11              	 0.0109360218048095	   0.19              	   0.19              	 33.114986181259155	   0.215             	   0.215             	 40.95400047302246 	 0.09              	 0.09              	  44.092034101486206	   0.09              	   0.09              	  25.4006187915802  	 C   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.3               	  0.3               	 0.0017688274383544	  0.285             	  0.285             	 0.0355160236358642	  0.28              	  0.28              	 0.0357282161712646	  0.315             	  0.315             	 0.4103097915649414	  0.3               	  0.3               	 0.0012292861938476	  0.295             	  0.295             	 0.0331530570983886	 0.295             	 0.295             	 0.0026273727416992	     0.165             	     0.165             	 0.0106050968170166	   0.32              	   0.32              	 33.3094367980957  	   0.275             	   0.275             	 42.70602703094482 	 0.225             	 0.225             	  45.09929823875427 	   0.225             	   0.225             	  23.925280570983887	 C   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.36              	  0.36              	 0.0019280910491943	  0.375             	  0.375             	 0.0333962440490722	  0.305             	  0.305             	 0.035884141921997 	  0.375             	  0.375             	 0.3848757743835449	  0.255             	  0.255             	 0.0012514591217041	  0.275             	  0.275             	 0.0343720912933349	 0.32              	 0.32              	 0.0026671886444091	     0.185             	     0.185             	 0.0110659599304199	   0.245             	   0.245             	 32.785324811935425	   0.19              	   0.19              	 40.36515545845032 	 0.07              	 0.07              	  43.71508693695069 	   0.185             	   0.185             	  23.57324719429016 	 C   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.37              	  0.37              	 0.0018434524536132	  0.35              	  0.35              	 0.0349555015563964	  0.33              	  0.33              	 0.035365343093872 	  0.375             	  0.375             	 0.4059610366821289	  0.3               	  0.3               	 0.001249074935913 	  0.31              	  0.31              	 0.0338087081909179	 0.38              	 0.38              	 0.0026760101318359	     0.185             	     0.185             	 0.0109865665435791	   0.26              	   0.26              	 33.13239860534668 	   0.25              	   0.25              	 41.07750272750855 	 0.18              	 0.18              	  43.20738673210144 	   0.18              	   0.18              	  22.066006183624268	 C   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.325             	  0.325             	 0.0017039775848388	  0.29              	  0.29              	 0.0350198745727539	  0.27              	  0.27              	 0.0359048843383789	  0.38              	  0.38              	 0.40132737159729  	  0.25              	  0.25              	 0.0012392997741699	  0.29              	  0.29              	 0.0343291759490966	 0.29              	 0.29              	 0.0024487972259521	     0.225             	     0.225             	 0.0113587379455566	   0.3               	   0.3               	 32.608088970184326	   0.26              	   0.26              	 41.44479060173035 	 0.16              	 0.16              	  44.342227935791016	   0.16              	   0.16              	  24.09094738960266 	 C   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.335             	  0.335             	 0.0018587112426757	  0.3               	  0.3               	 0.0345840454101562	  0.245             	  0.245             	 0.0356357097625732	  0.315             	  0.315             	 0.3968405723571777	  0.225             	  0.225             	 0.001650333404541 	  0.275             	  0.275             	 0.0348522663116455	 0.27              	 0.27              	 0.0024704933166503	     0.195             	     0.195             	 0.011326789855957 	   0.225             	   0.225             	 33.11796712875366 	   0.235             	   0.235             	 40.18522572517395 	 0.065             	 0.065             	  43.72918653488159 	   0.065             	   0.065             	  23.27213287353516 	 C   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.27              	  0.27              	 0.0017330646514892	  0.27              	  0.27              	 0.0334844589233398	  0.325             	  0.325             	 0.0374627113342285	  0.27              	  0.27              	 0.4133458137512207	  0.255             	  0.255             	 0.0012645721435546	  0.32              	  0.32              	 0.0318973064422607	 0.26              	 0.26              	 0.0024077892303466	     0.195             	     0.195             	 0.0108678340911865	   0.255             	   0.255             	 32.92357397079468 	   0.275             	   0.275             	 41.236684799194336	 0.05              	 0.05              	  43.41413950920105 	   0.05              	   0.05              	  23.09462070465088 	 C   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.24              	  0.24              	 0.0025076866149902	  0.265             	  0.265             	 0.0353412628173828	  0.24              	  0.24              	 0.0333614349365234	  0.285             	  0.285             	 0.3678123950958252	  0.25              	  0.25              	 0.0012309551239013	  0.27              	  0.27              	 0.0331189632415771	 0.27              	 0.27              	 0.0025041103363037	     0.14              	     0.14              	 0.0142419338226318	   0.185             	   0.185             	 32.745843172073364	   0.185             	   0.185             	 41.70541548728943 	 0.14              	 0.14              	  44.929343700408936	   0.14              	   0.14              	  24.291487216949463	 C   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.27              	  0.27              	 0.0017280578613281	  0.31              	  0.31              	 0.0338490009307861	  0.275             	  0.275             	 0.0354955196380615	  0.28              	  0.28              	 0.3905766010284424	  0.295             	  0.295             	 0.0012764930725097	  0.28              	  0.28              	 0.0331428050994873	 0.275             	 0.275             	 0.0026123523712158	     0.155             	     0.155             	 0.0106182098388671	   0.265             	   0.265             	 32.79908275604248 	   0.295             	   0.295             	 41.42408180236816 	 0.09              	 0.09              	  45.02626061439514 	   0.09              	   0.09              	  23.89072895050049 	 C   	 $\H{2,1.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.24              	  0.24              	 0.0019505023956298	  0.235             	  0.235             	 0.0342135429382324	  0.28              	  0.28              	 0.0337462425231933	  0.285             	  0.285             	 0.3719382286071777	  0.185             	  0.185             	 0.0014050006866455	  0.265             	  0.265             	 0.0321874618530273	 0.245             	 0.245             	 0.0025737285614013	     0.12              	     0.12              	 0.0104923248291015	   0.23              	   0.23              	 33.04026126861572 	   0.24              	   0.24              	 39.76711821556091 	 0.1               	 0.1               	  44.936033487319946	   0.1               	   0.1               	  23.835085153579712	 C   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.3               	  0.3               	 0.0018141269683837	  0.305             	  0.305             	 0.0334494113922119	  0.255             	  0.255             	 0.034259557723999 	  0.295             	  0.295             	 0.389354944229126 	  0.27              	  0.27              	 0.0012826919555664	  0.27              	  0.27              	 0.0333874225616455	 0.255             	 0.255             	 0.0026404857635498	     0.255             	     0.255             	 0.0110969543457031	   0.27              	   0.27              	 33.38742566108704 	   0.205             	   0.205             	 41.79126977920532 	 0.245             	 0.245             	  43.14037489891052 	   0.245             	   0.245             	  27.817795991897583	 C   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.36              	  0.36              	 0.0018506050109863	  0.395             	  0.395             	 0.0320017337799072	  0.305             	  0.305             	 0.0358994007110595	  0.4               	  0.4               	 0.3981237411499023	  0.26              	  0.26              	 0.0013530254364013	  0.335             	  0.335             	 0.0341033935546875	 0.325             	 0.325             	 0.0024950504302978	     0.305             	     0.305             	 0.0112276077270507	   0.25              	   0.25              	 32.93452310562134 	   0.255             	   0.255             	 42.0367693901062  	 0.07              	 0.07              	  42.59469985961914 	   0.07              	   0.07              	  24.06730341911316 	 C   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.31              	  0.31              	 0.0017204284667968	  0.28              	  0.28              	 0.0327115058898925	  0.305             	  0.305             	 0.0356316566467285	  0.335             	  0.335             	 0.3735003471374511	  0.255             	  0.255             	 0.0012478828430175	  0.215             	  0.215             	 0.0353353023529052	 0.27              	 0.27              	 0.0026657581329345	     0.235             	     0.235             	 0.0109419822692871	   0.26              	   0.26              	 32.51583290100098 	   0.25              	   0.25              	 41.876474142074585	 0.1               	 0.1               	  44.75736355781555 	   0.1               	   0.1               	  27.1708242893219  	 C   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.37              	  0.37              	 0.0018520355224609	  0.34              	  0.34              	 0.0330235958099365	  0.34              	  0.34              	 0.0344746112823486	  0.375             	  0.375             	 0.3794996738433838	  0.335             	  0.335             	 0.001232624053955 	  0.36              	  0.36              	 0.0346326828002929	 0.275             	 0.275             	 0.0027220249176025	     0.3               	     0.3               	 0.0117850303649902	   0.26              	   0.26              	 33.15261721611023 	   0.265             	   0.265             	 42.17959785461426 	 0.025             	 0.025             	  43.66723275184631 	   0.025             	   0.025             	  24.93800973892212 	 C   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.225             	  0.225             	 0.0018279552459716	  0.205             	  0.205             	 0.0335853099822998	  0.21              	  0.21              	 0.0352847576141357	  0.23              	  0.23              	 0.3892784118652344	  0.2               	  0.2               	 0.0013949871063232	  0.225             	  0.225             	 0.032921552658081 	 0.225             	 0.225             	 0.0025398731231689	     0.115             	     0.115             	 0.0106785297393798	   0.165             	   0.165             	 32.975574254989624	   0.17              	   0.17              	 40.82568693161011 	 0.065             	 0.065             	  43.524741649627686	   0.065             	   0.065             	  28.419972896575928	 C   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.22              	  0.22              	 0.0019013881683349	  0.255             	  0.255             	 0.0334391593933105	  0.22              	  0.22              	 0.0337653160095214	  0.235             	  0.235             	 0.3750576972961426	  0.205             	  0.205             	 0.0013177394866943	  0.2               	  0.2               	 0.0334887504577636	 0.185             	 0.185             	 0.0024476051330566	     0.18              	     0.18              	 0.0108695030212402	   0.265             	   0.265             	 31.73855710029602 	   0.23              	   0.23              	 41.73372888565064 	 0.19              	 0.19              	  44.427048444747925	   0.19              	   0.19              	  21.42802858352661 	 C   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.325             	  0.325             	 0.0018179416656494	  0.31              	  0.31              	 0.030790090560913 	  0.3               	  0.3               	 0.0341300964355468	  0.305             	  0.305             	 0.3747425079345703	  0.23              	  0.23              	 0.0012376308441162	  0.28              	  0.28              	 0.0314383506774902	 0.265             	 0.265             	 0.0024113655090332	     0.215             	     0.215             	 0.0114450454711914	   0.305             	   0.305             	 33.48183298110962 	   0.265             	   0.265             	 41.00010347366333 	 0.2               	 0.2               	  44.871575117111206	   0.2               	   0.2               	  22.12611484527588 	 C   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.255             	  0.255             	 0.0017197132110595	  0.26              	  0.26              	 0.034276008605957 	  0.24              	  0.24              	 0.0333478450775146	  0.335             	  0.335             	 0.3800232410430908	  0.285             	  0.285             	 0.0012650489807128	  0.295             	  0.295             	 0.0341410636901855	 0.3               	 0.3               	 0.0025289058685302	     0.24              	     0.24              	 0.0105648040771484	   0.195             	   0.195             	 32.55761241912842 	   0.145             	   0.145             	 41.50368285179138 	 0.225             	 0.225             	  45.22850275039673 	   0.225             	   0.225             	  24.58876585960388 	 C   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.295             	  0.295             	 0.00169038772583  	  0.33              	  0.33              	 0.0323967933654785	  0.295             	  0.295             	 0.0342700481414794	  0.325             	  0.325             	 0.3868741989135742	  0.265             	  0.265             	 0.0012497901916503	  0.3               	  0.3               	 0.0341567993164062	 0.28              	 0.28              	 0.0024647712707519	     0.18              	     0.18              	 0.0110697746276855	   0.275             	   0.275             	 31.66959023475647 	   0.24              	   0.24              	 42.19676637649536 	 0.05              	 0.05              	  45.304741621017456	   0.05              	   0.05              	  26.06905174255371 	 C   	 $\H{2,2.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.225             	  0.225             	 0.0016918182373046	  0.21              	  0.21              	 0.0335466861724853	  0.215             	  0.215             	 0.0456824302673339	  0.235             	  0.235             	 0.3648107051849365	  0.175             	  0.175             	 0.0012826919555664	  0.175             	  0.175             	 0.0340197086334228	 0.22              	 0.22              	 0.0023839473724365	     0.15              	     0.15              	 0.0106446743011474	   0.13              	   0.13              	 32.49518871307373 	   0.15              	   0.15              	 41.17448663711548 	 0.055             	 0.055             	  43.46548581123352 	   0.055             	   0.055             	  24.888561964035038	 C   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.215             	  0.215             	 0.0017685890197753	  0.235             	  0.235             	 0.0343151092529296	  0.27              	  0.27              	 0.0353703498840332	  0.245             	  0.245             	 0.3897113800048828	  0.255             	  0.255             	 0.0013511180877685	  0.265             	  0.265             	 0.0329580307006835	 0.235             	 0.235             	 0.0025165081024169	     0.215             	     0.215             	 0.0105938911437988	   0.225             	   0.225             	 33.669525384902954	   0.24              	   0.24              	 41.32175922393799 	 0.085             	 0.085             	  44.20776009559631 	   0.085             	   0.085             	  24.165663242340088	 C   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.23              	  0.23              	 0.0017628669738769	  0.285             	  0.285             	 0.0337209701538085	  0.26              	  0.26              	 0.0358836650848388	  0.26              	  0.26              	 0.3868186473846435	  0.28              	  0.28              	 0.0012717247009277	  0.27              	  0.27              	 0.0348520278930664	 0.235             	 0.235             	 0.0026960372924804	     0.22              	     0.22              	 0.0107254981994628	   0.265             	   0.265             	 33.204636573791504	   0.265             	   0.265             	 42.91445565223694 	 0.145             	 0.145             	  45.33569073677063 	   0.145             	   0.145             	  25.70703911781311 	 C   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.245             	  0.245             	 0.0017433166503906	  0.235             	  0.235             	 0.0333249568939209	  0.235             	  0.235             	 0.0351889133453369	  0.24              	  0.24              	 0.3989593982696533	  0.195             	  0.195             	 0.0012557506561279	  0.27              	  0.27              	 0.0342664718627929	 0.24              	 0.24              	 0.0027475357055664	     0.18              	     0.18              	 0.0114350318908691	   0.205             	   0.205             	 32.831252098083496	   0.2               	   0.2               	 40.00827622413635 	 0.085             	 0.085             	  44.821571350097656	   0.085             	   0.085             	  23.45982074737549 	 C   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.26              	  0.26              	 0.0018527507781982	  0.2               	  0.2               	 0.0346529483795166	  0.27              	  0.27              	 0.0364999771118164	  0.255             	  0.255             	 0.3951902389526367	  0.2               	  0.2               	 0.0013444423675537	  0.235             	  0.235             	 0.033402681350708 	 0.195             	 0.195             	 0.002690315246582 	     0.17              	     0.17              	 0.011655569076538 	   0.2               	   0.2               	 33.27098751068115 	   0.205             	   0.205             	 41.49029898643494 	 0.125             	 0.125             	  45.65663886070252 	   0.125             	   0.125             	  24.23647975921631 	 C   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.235             	  0.235             	 0.0018784999847412	  0.275             	  0.275             	 0.0331485271453857	  0.2               	  0.2               	 0.036374807357788 	  0.255             	  0.255             	 0.3749849796295166	  0.215             	  0.215             	 0.0012435913085937	  0.23              	  0.23              	 0.0299651622772216	 0.25              	 0.25              	 0.0027227401733398	     0.125             	     0.125             	 0.0108997821807861	   0.245             	   0.245             	 32.47069811820984 	   0.175             	   0.175             	 41.27690720558167 	 0.07              	 0.07              	  44.10470247268677 	   0.07              	   0.07              	  26.67658472061157 	 C   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.4               	  0.4               	 0.0017073154449462	  0.41              	  0.41              	 0.0341799259185791	  0.35              	  0.35              	 0.0385816097259521	  0.385             	  0.385             	 0.3835458755493164	  0.34              	  0.34              	 0.0012931823730468	  0.345             	  0.345             	 0.0351548194885253	 0.345             	 0.345             	 0.0027477741241455	     0.23              	     0.23              	 0.010683536529541 	   0.285             	   0.285             	 33.12539291381836 	   0.295             	   0.295             	 41.0743465423584  	 0.045             	 0.045             	  44.177271127700806	   0.045             	   0.045             	  23.88992667198181 	 C   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.215             	  0.215             	 0.0018889904022216	  0.225             	  0.225             	 0.0342881679534912	  0.215             	  0.215             	 0.0318033695220947	  0.25              	  0.25              	 0.3936610221862793	  0.205             	  0.205             	 0.0013024806976318	  0.225             	  0.225             	 0.0343914031982421	 0.18              	 0.18              	 0.0024061203002929	     0.15              	     0.15              	 0.0114014148712158	   0.215             	   0.215             	 31.58420705795288 	   0.175             	   0.175             	 40.19190835952759 	 0.14              	 0.14              	  43.611204862594604	   0.14              	   0.14              	  24.40603518486023 	 C   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.23              	  0.23              	 0.0017230510711669	  0.305             	  0.305             	 0.0361158847808837	  0.28              	  0.28              	 0.0350444316864013	  0.29              	  0.29              	 0.379901647567749 	  0.27              	  0.27              	 0.0012502670288085	  0.315             	  0.315             	 0.033052921295166 	 0.27              	 0.27              	 0.0027105808258056	     0.185             	     0.185             	 0.0108668804168701	   0.235             	   0.235             	 33.630916118621826	   0.23              	   0.23              	 41.91723251342773 	 0.07              	 0.07              	  44.996342182159424	   0.07              	   0.07              	  22.99711322784424 	 C   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
 0.22              	  0.22              	 0.0016822814941406	  0.23              	  0.23              	 0.0349555015563964	  0.24              	  0.24              	 0.0352461338043212	  0.24              	  0.24              	 0.3768322467803955	  0.225             	  0.225             	 0.0012702941894531	  0.24              	  0.24              	 0.0342824459075927	 0.195             	 0.195             	 0.0025763511657714	     0.11              	     0.11              	 0.0105817317962646	   0.175             	   0.175             	 33.17177081108093 	   0.2               	   0.2               	 41.686795234680176	 0.14              	 0.14              	  44.8186502456665  	   0.14              	   0.14              	  26.537886142730716	 C   	 $\H{2,4.0}$          	 Gaussian 	 Synthetic (single $K$)	                    	                    	                   	                   	                    	                    	                   	                   	                   	                      	     
