sklearn_dt_accuracy	sklearn_dt_f1-micro	sklearn_dt_time	sklearn_rf_accuracy	sklearn_rf_f1-micro	sklearn_rf_time	product_dt_accuracy	product_dt_f1-micro	product_dt_time	product_rf_accuracy	product_rf_f1-micro	product_rf_time	tangent_dt_accuracy	tangent_dt_f1-micro	tangent_dt_time	tangent_rf_accuracy	tangent_rf_f1-micro	tangent_rf_time	knn_accuracy	knn_f1-micro	knn_time	ps_perceptron_accuracy	ps_perceptron_f1-micro	ps_perceptron_time	ambient_mlp_accuracy	ambient_mlp_f1-micro	ambient_mlp_time	ambient_gnn_accuracy	ambient_gnn_f1-micro	ambient_gnn_time	kappa_gcn_accuracy	kappa_gcn_f1-micro	kappa_gcn_time	product_mlr_accuracy	product_mlr_f1-micro	product_mlr_time	embedding	signature	trial
0.9387755102040817	0.9387755102040817	0.002717256546020508	0.9428571428571428	0.9428571428571428	0.035703420639038086	0.9387755102040817	0.9387755102040817	0.030336380004882812	0.9469387755102041	0.9469387755102041	0.3324439525604248	0.9469387755102041	0.9469387755102041	0.0020627975463867188	0.9673469387755103	0.9673469387755103	0.03455996513366699	0.9387755102040817	0.9387755102040817	0.0029985904693603516	0.5346938775510204	0.5346938775510204	0.0032253265380859375	0.8816326530612245	0.8816326530612245	30.88268542289734	0.9306122448979591	0.9306122448979591	40.243502140045166	0.9183673469387755	0.9183673469387755	39.33346915245056	0.8122448979591836	0.8122448979591836	32.789618253707886	polblogs	H	10
0.9387755102040817	0.9387755102040817	0.0027267932891845703	0.926530612244898	0.926530612244898	0.03506040573120117	0.9387755102040817	0.9387755102040817	0.02506709098815918	0.9387755102040817	0.9387755102040817	0.3181877136230469	0.9469387755102041	0.9469387755102041	0.0020568370819091797	0.926530612244898	0.926530612244898	0.03589224815368652	0.9224489795918367	0.9224489795918367	0.002880096435546875	0.4897959183673469	0.4897959183673469	0.0031974315643310547	0.9224489795918367	0.9224489795918367	31.21187925338745	0.889795918367347	0.889795918367347	40.068318605422974	0.8530612244897959	0.8530612244897959	39.50530648231506	0.9020408163265307	0.9020408163265307	27.80197834968567	polblogs	H	10
0.9183673469387755	0.9183673469387755	0.002746105194091797	0.9306122448979591	0.9306122448979591	0.037650108337402344	0.9183673469387755	0.9183673469387755	0.03028583526611328	0.9183673469387755	0.9183673469387755	0.30523037910461426	0.9183673469387755	0.9183673469387755	0.002101898193359375	0.9469387755102041	0.9469387755102041	0.03443002700805664	0.9183673469387755	0.9183673469387755	0.0029213428497314453	0.4857142857142857	0.4857142857142857	0.003187417984008789	0.9224489795918367	0.9224489795918367	30.851107597351074	0.9183673469387755	0.9183673469387755	38.71442222595215	0.9142857142857143	0.9142857142857143	35.28290152549744	0.9061224489795918	0.9061224489795918	32.45439863204956	polblogs	H	10
0.8857142857142857	0.8857142857142857	0.002727031707763672	0.9142857142857143	0.9142857142857143	0.03675556182861328	0.9183673469387755	0.9183673469387755	0.02858734130859375	0.9224489795918367	0.9224489795918367	0.33160924911499023	0.889795918367347	0.889795918367347	0.0020804405212402344	0.926530612244898	0.926530612244898	0.03686189651489258	0.9183673469387755	0.9183673469387755	0.0029845237731933594	0.4489795918367347	0.4489795918367347	0.003221750259399414	0.9183673469387755	0.9183673469387755	31.16335892677307	0.9102040816326531	0.9102040816326531	40.105339765548706	0.9102040816326531	0.9102040816326531	39.53717017173767	0.9020408163265307	0.9020408163265307	33.58271932601929	polblogs	H	10
0.9224489795918367	0.9224489795918367	0.0027213096618652344	0.9346938775510204	0.9346938775510204	0.03555727005004883	0.9428571428571428	0.9428571428571428	0.022854089736938477	0.9428571428571428	0.9428571428571428	0.30959010124206543	0.9224489795918367	0.9224489795918367	0.0020914077758789062	0.9387755102040817	0.9387755102040817	0.033971309661865234	0.9469387755102041	0.9469387755102041	0.0029740333557128906	0.4897959183673469	0.4897959183673469	0.003174304962158203	0.9224489795918367	0.9224489795918367	31.35641598701477	0.926530612244898	0.926530612244898	38.30298185348511	0.926530612244898	0.926530612244898	40.54447269439697	0.8979591836734694	0.8979591836734694	33.24962830543518	polblogs	H	10
0.9061224489795918	0.9061224489795918	0.002716541290283203	0.9020408163265307	0.9020408163265307	0.03632211685180664	0.9102040816326531	0.9102040816326531	0.02928900718688965	0.9102040816326531	0.9102040816326531	0.30132079124450684	0.8979591836734694	0.8979591836734694	0.0020751953125	0.9020408163265307	0.9020408163265307	0.03407430648803711	0.9102040816326531	0.9102040816326531	0.002858877182006836	0.4897959183673469	0.4897959183673469	0.0032417774200439453	0.9183673469387755	0.9183673469387755	31.527277946472168	0.926530612244898	0.926530612244898	39.07263541221619	0.9306122448979591	0.9306122448979591	39.71855902671814	0.9142857142857143	0.9142857142857143	33.983412981033325	polblogs	H	10
0.9387755102040817	0.9387755102040817	0.002763986587524414	0.9469387755102041	0.9469387755102041	0.03704333305358887	0.9387755102040817	0.9387755102040817	0.032729148864746094	0.9428571428571428	0.9428571428571428	0.29848265647888184	0.9387755102040817	0.9387755102040817	0.002133607864379883	0.9469387755102041	0.9469387755102041	0.03364968299865723	0.926530612244898	0.926530612244898	0.0028579235076904297	0.46938775510204084	0.46938775510204084	0.0031714439392089844	0.9142857142857143	0.9142857142857143	31.4958918094635	0.9183673469387755	0.9183673469387755	37.84474158287048	0.9142857142857143	0.9142857142857143	39.03238844871521	0.9061224489795918	0.9061224489795918	32.12133502960205	polblogs	H	10
0.9591836734693877	0.9591836734693877	0.002721071243286133	0.9551020408163265	0.9551020408163265	0.03648662567138672	0.9387755102040817	0.9387755102040817	0.030283689498901367	0.9428571428571428	0.9428571428571428	0.32929182052612305	0.9551020408163265	0.9551020408163265	0.0020852088928222656	0.9469387755102041	0.9469387755102041	0.03447914123535156	0.9346938775510204	0.9346938775510204	0.0028820037841796875	0.4775510204081633	0.4775510204081633	0.003142833709716797	0.9224489795918367	0.9224489795918367	29.972724676132202	0.926530612244898	0.926530612244898	39.098963260650635	0.926530612244898	0.926530612244898	40.55788326263428	0.9183673469387755	0.9183673469387755	33.88376307487488	polblogs	H	10
0.9306122448979591	0.9306122448979591	0.0027616024017333984	0.9428571428571428	0.9428571428571428	0.03362321853637695	0.9551020408163265	0.9551020408163265	0.029240131378173828	0.9469387755102041	0.9469387755102041	0.3085453510284424	0.926530612244898	0.926530612244898	0.0021047592163085938	0.963265306122449	0.963265306122449	0.03596973419189453	0.9510204081632653	0.9510204081632653	0.0029740333557128906	0.46938775510204084	0.46938775510204084	0.0031468868255615234	0.9183673469387755	0.9183673469387755	31.19500184059143	0.9428571428571428	0.9428571428571428	37.62968897819519	0.9387755102040817	0.9387755102040817	38.98150086402893	0.9224489795918367	0.9224489795918367	33.74003505706787	polblogs	H	10
0.926530612244898	0.926530612244898	0.0027146339416503906	0.9183673469387755	0.9183673469387755	0.03588747978210449	0.9387755102040817	0.9387755102040817	0.026772737503051758	0.926530612244898	0.926530612244898	0.31686997413635254	0.9224489795918367	0.9224489795918367	0.0020995140075683594	0.926530612244898	0.926530612244898	0.03603196144104004	0.926530612244898	0.926530612244898	0.002880573272705078	0.46938775510204084	0.46938775510204084	0.0031998157501220703	0.926530612244898	0.926530612244898	30.726520776748657	0.926530612244898	0.926530612244898	38.41749835014343	0.9183673469387755	0.9183673469387755	39.11563754081726	0.8938775510204081	0.8938775510204081	33.98185849189758	polblogs	H	10
