sklearn_dt_rmse	sklearn_dt_time	sklearn_rf_rmse	sklearn_rf_time	product_dt_rmse	product_dt_time	product_rf_rmse	product_rf_time	tangent_dt_rmse	tangent_dt_time	tangent_rf_rmse	tangent_rf_time	knn_rmse	knn_time	ambient_mlp_rmse	ambient_mlp_time	ambient_gnn_rmse	ambient_gnn_time	kappa_gcn_rmse	kappa_gcn_time	product_mlr_rmse	product_mlr_time	seed
7.515967139901318	0.0013380050659179688	5.613146964118481	0.01576972007751465	8.83724145774056	0.04785585403442383	7.990596101411984	0.44534993171691895	8.836340330686166	0.0012745857238769531	8.728247818313614	0.030123233795166016	10.87097051785166	0.00432133674621582	16.792769727227697	31.979840755462646	17.91152932098166	40.88307976722717		69.92768859863281		32.791502952575684	0
9.336567378392902	0.0013844966888427734	6.942625137152045	0.016769886016845703	10.790696393853331	0.038630008697509766	9.28964918610397	0.4368746280670166	11.626108988341182	0.0009870529174804688	9.966910019078158	0.01581430435180664	13.05099674354415	0.003073453903198242	18.88905441259747	31.35121464729309	17.78568827427071	40.629926443099976		69.581045627594		32.949851512908936	1
4.781062698328052	0.0013725757598876953	5.041827386313894	0.016485929489135742	14.083137442802025	0.03743147850036621	9.477002491729934	0.41051459312438965	9.376822237557313	0.0009884834289550781	11.907196893189182	0.017490148544311523	15.672537190895417	0.003692626953125	19.785198922478457	31.47710943222046	19.789893646443517	40.80919408798218		70.05828523635864		33.232436656951904	2
4.519457086762775	0.0013248920440673828	4.2920124125324115	0.016408920288085938	6.502492651046487	0.036833763122558594	7.041628650565931	0.4142625331878662	7.561601942116921	0.0009729862213134766	7.29508532015961	0.015993595123291016	9.669177627906109	0.0027251243591308594	18.54424328263214	31.778888463974	16.692844096376557	40.83410692214966		70.21573734283447		33.230151653289795	3
9.231359726502031	0.0013437271118164062	6.885849393230145	0.01633286476135254	9.882248840846806	0.03652811050415039	9.119536816830012	0.4327881336212158	11.06919282911179	0.0009772777557373047	9.228600264717226	0.015888452529907227	12.436561904320662	0.002928018569946289	17.27379014766034	31.182037115097046	16.880604519536707	40.709139347076416		70.63848280906677		33.05469489097595	4
12.018307272139769	0.0013577938079833984	10.969058943708434	0.016192913055419922	12.295327633106485	0.03778815269470215	10.321715252336812	0.42483067512512207	13.739109854385758	0.0009899139404296875	13.451306788193056	0.01581406593322754	14.281890701164183	0.0030307769775390625	19.43258552674556	31.226282835006714	19.22344762648849	40.72539925575256		69.92680215835571		32.989744424819946	5
3.878332239179278	0.0013957023620605469	3.553307209798559	0.016759634017944336	5.409322541585227	0.04098701477050781	7.217426738066785	0.421431303024292	8.148398375041522	0.0009794235229492188	7.56174229029689	0.016121625900268555	9.090743643949047	0.003040313720703125	16.901635325424678	31.40402340888977	17.110426750903486	40.86199593544006		70.0744321346283		32.95127749443054	6
4.673046947642939	0.0013203620910644531	4.014255873981704	0.01651763916015625	6.290486115997757	0.037691354751586914	6.093130227563494	0.40697193145751953	9.156129087751946	0.0009772777557373047	8.313141368774883	0.015979528427124023	10.54760095945993	0.0028738975524902344	17.61882867996343	31.68177843093872	17.343696286166033	40.71955609321594		69.84343576431274		32.7561411857605	7
8.70484358865757	0.001336812973022461	7.32743270559611	0.01657414436340332	9.438903134446285	0.03844189643859863	8.380718769527352	0.4463644027709961	10.4749294224948	0.0009908676147460938	9.210403545290507	0.01594257354736328	12.173355905419015	0.003211498260498047	17.62943675666571	31.43663263320923	17.904983430264284	41.352043867111206		69.80241084098816		32.987051486968994	8
5.040136980602996	0.001402139663696289	4.097230144334938	0.01702880859375	5.856973875690055	0.03821849822998047	6.686347971165253	0.42126941680908203	8.096607378956735	0.0010008811950683594	7.765782187222008	0.015824317932128906	10.83500272265771	0.003025054931640625	16.60752250577918	31.628040552139282	17.465454402372387	41.041175842285156		69.76233911514282		33.03559637069702	9
