sklearn_dt_rmse	sklearn_dt_time	sklearn_rf_rmse	sklearn_rf_time	product_dt_rmse	product_dt_time	product_rf_rmse	product_rf_time	tangent_dt_rmse	tangent_dt_time	tangent_rf_rmse	tangent_rf_time	knn_rmse	knn_time	ambient_mlp_rmse	ambient_mlp_time	ambient_gnn_rmse	ambient_gnn_time	kappa_gcn_rmse	kappa_gcn_time	product_mlr_rmse	product_mlr_time	curvature	seed
0.24273331438588466	0.0014498233795166016	0.22757114312325472	0.01945972442626953	0.2403719	0.02968001365661621	0.23119222	0.3979973793029785	0.23749549903825284	0.001068115234375	0.22348670761184602	0.032972097396850586	0.22996539	0.002546072006225586	77.145	33.125749349594116	103.29811	42.114912271499634	0.3769415318965912	38.76805543899536	0.36062178015708923	23.13376259803772	-4.0	0
0.19753952697255264	0.0014884471893310547	0.1900242769101442	0.03243231773376465	0.19771592	0.0399320125579834	0.19096261	0.44940876960754395	0.18777752166995204	0.0010704994201660156	0.18802104906812128	0.032321929931640625	0.20347682	0.002728700637817383	0.5810734	32.53209161758423	0.28847572	42.34790372848511	0.4457181990146637	38.09330487251282	0.4754365384578705	21.246431589126587	-4.0	1
0.19890455235958185	0.0013480186462402344	0.19045297038427889	0.03288006782531738	0.19230661	0.034621238708496094	0.18323414	0.40560364723205566	0.21524001716340227	0.0010347366333007812	0.1806159813870636	0.03227496147155762	0.19481172	0.0027039051055908203	0.88911927	32.54305815696716	0.5209443	40.96644425392151	0.48415037989616394	38.40996551513672	0.4489612579345703	22.10679793357849	-4.0	2
0.20639713182566796	0.001537322998046875	0.19499479791026134	0.03463578224182129	0.18884775	0.04334592819213867	0.18517812	0.46687841415405273	0.1910887236004918	0.001127481460571289	0.19399174546111045	0.033028602600097656	0.19419093	0.0031881332397460938	0.54884225	32.92376899719238	0.42589465	40.0645432472229	0.43578577041625977	38.51561403274536	0.3518628478050232	21.96828556060791	-4.0	3
0.20561082921835416	0.0013811588287353516	0.20442103650107304	0.03293299674987793	0.19079416	0.04070544242858887	0.17870373	0.4519646167755127	0.19943807396912555	0.0009891986846923828	0.17935026625244063	0.03423357009887695	0.18078399	0.002622365951538086	2638.5742	32.69512748718262	273.9483	43.93541145324707	0.37482139468193054	38.55583453178406	0.3188563585281372	21.427806854248047	-4.0	4
0.17311421075823036	0.0015308856964111328	0.1628935216353798	0.03370094299316406	0.152752	0.03881549835205078	0.15360188	0.45345640182495117	0.1618574444573543	0.0010151863098144531	0.15338296963838255	0.032860517501831055	0.15808551	0.0029489994049072266	0.5423828	32.85038709640503	0.44969255	41.09117126464844	0.43819719552993774	38.2646062374115	0.40217921137809753	22.307910680770874	-4.0	5
0.22250533903351435	0.001444101333618164	0.20733054994147715	0.03277015686035156	0.20216449	0.03917241096496582	0.19469179	0.4399425983428955	0.2009818692112443	0.0010144710540771484	0.19416666849628675	0.03288602828979492	0.20005581	0.0028848648071289062	0.6302444	32.52870726585388	0.57578063	40.72094941139221	0.5300403237342834	37.85173845291138	0.5157861113548279	21.752025604248047	-4.0	6
0.2350198208407068	0.0014071464538574219	0.22778945197990794	0.03362536430358887	0.23111734	0.041548728942871094	0.22323292	0.4307272434234619	0.24671314650941514	0.0010266304016113281	0.2287517042152035	0.03325390815734863	0.22745177	0.002911806106567383	0.57666683	32.3984055519104	0.96424174	41.479865312576294	0.44812536239624023	39.076505184173584	0.38756266236305237	23.13153052330017	-4.0	7
0.2148858761789884	0.0013897418975830078	0.2076324206701782	0.0316312313079834	0.2188324	0.03732776641845703	0.20500824	0.4365203380584717	0.21895884933647367	0.00102996826171875	0.20326866836731017	0.03275036811828613	0.2166022	0.0034313201904296875	0.6192593	33.772706031799316	0.6196425	41.41131854057312	0.4931740164756775	39.168861627578735	0.43802258372306824	22.665160417556763	-4.0	8
0.20918424045692247	0.0014202594757080078	0.1910133180680142	0.0328829288482666	0.18634462	0.03168845176696777	0.18347763	0.4010276794433594	0.21667917166476647	0.0010190010070800781	0.18713957661170108	0.032904624938964844	0.1944522	0.003237485885620117	863.7271	32.95918297767639	20.689413	42.492146492004395	0.47567251324653625	38.873544454574585	0.4325485825538635	21.80117177963257	-4.0	9
