sklearn_dt_rmse	sklearn_dt_time	sklearn_rf_rmse	sklearn_rf_time	product_dt_rmse	product_dt_time	product_rf_rmse	product_rf_time	tangent_dt_rmse	tangent_dt_time	tangent_rf_rmse	tangent_rf_time	knn_rmse	knn_time	ambient_mlp_rmse	ambient_mlp_time	ambient_gnn_rmse	ambient_gnn_time	kappa_gcn_rmse	kappa_gcn_time	product_mlr_rmse	product_mlr_time	signature	seed
0.17824325033117758	0.0041997432708740234	0.16544038709317826	0.0277249813079834	0.17664436	0.1912822723388672	0.16638458	0.5146629810333252	0.18433073376942719	0.0015647411346435547	0.16611234743212802	0.015850543975830078	0.16336292	0.8135473728179932	0.38650167	37.70171809196472	0.39542592	42.665499687194824	0.40238356590270996	67.40997242927551	0.4464128315448761	33.54656147956848	HH	0
0.2141564652855762	0.0021576881408691406	0.21060922924848122	0.015847206115722656	0.21922338	0.04028463363647461	0.20555256	0.4309718608856201	0.20874711206117086	0.0016033649444580078	0.20548339099053486	0.015796661376953125	0.20996572	0.004298686981201172	0.41345942	31.369823217391968	0.4811309	39.44313955307007	0.4827214777469635	64.0455391407013	0.47462695837020874	34.13388633728027	HH	1
0.15794489493402247	0.0020978450775146484	0.14477475842031565	0.026183605194091797	0.16267285	0.043109893798828125	0.14858836	0.44774651527404785	0.16723897557297748	0.001621246337890625	0.14574949494959116	0.0159759521484375	0.15051693	0.003383636474609375	0.5171952	31.4590744972229	0.37895566	39.50069308280945	0.36226436495780945	63.580846309661865	0.29506435990333557	33.85679864883423	HH	2
0.17214819460601277	0.0020389556884765625	0.15614594803347837	0.01672053337097168	0.15679395	0.0417325496673584	0.14496265	0.4382176399230957	0.1798773197578816	0.0015053749084472656	0.15744578542588564	0.015741348266601562	0.14776292	0.0031890869140625	0.41299942	31.457480907440186	0.43439543	39.37162137031555	0.42283570766448975	63.89073944091797	0.4133521020412445	33.78558874130249	HH	3
0.18707427455469935	0.002053499221801758	0.1742904613760013	0.015831947326660156	0.19700691	0.043306589126586914	0.18518804	0.40965819358825684	0.19266434128397847	0.0015788078308105469	0.1817611753438946	0.015938282012939453	0.17674837	0.0032660961151123047	0.31722453	31.367867946624756	0.34476683	39.807257890701294	0.364641934633255	63.78936433792114	0.3910773992538452	33.98088979721069	HH	4
0.19755460888792709	0.002089262008666992	0.19374333386200698	0.015599727630615234	0.21944822	0.039682626724243164	0.19137642	0.4598875045776367	0.21075661867387016	0.001569509506225586	0.19153884702583995	0.026143312454223633	0.18974492	0.003814697265625	0.30897608	32.10507154464722	0.37846816	39.83645582199097	0.3789388835430145	64.1833086013794	0.3748840093612671	33.87502193450928	HH	5
0.1912561460449115	0.0020732879638671875	0.1751447228471284	0.015717506408691406	0.19059049	0.04198718070983887	0.1799121	0.4681508541107178	0.18944838632225067	0.00153350830078125	0.17301980534302724	0.01575946807861328	0.18531705	0.0033783912658691406	0.48817927	31.423657417297363	0.4376099	39.42002272605896	0.4712284505367279	63.966017961502075	0.47051313519477844	33.92051982879639	HH	6
0.1893257639535056	0.002103090286254883	0.181472450258236	0.01601266860961914	0.19135536	0.04071998596191406	0.1735239	0.46298813819885254	0.18981429152159054	0.0015408992767333984	0.1840429136214743	0.0158998966217041	0.18476114	0.003200531005859375	0.35480988	31.805668115615845	0.51863253	39.810394525527954	0.5011969208717346	64.36190128326416	0.49308133125305176	33.91458034515381	HH	7
0.2063968278480337	0.002044200897216797	0.19736606761077	0.026522397994995117	0.20372741	0.04263138771057129	0.19402611	0.4736204147338867	0.1999149605569613	0.001531839370727539	0.19141081912408786	0.01635599136352539	0.2031401	0.0032622814178466797	0.4235942	31.799413919448853	0.45205545	39.655906438827515	0.46126699447631836	64.49325633049011	0.4741794168949127	33.65234088897705	HH	8
0.16938968557331013	0.0020647048950195312	0.1615154701917248	0.015828847885131836	0.17573717	0.04356527328491211	0.15351169	0.42749834060668945	0.17498863612185755	0.0015544891357421875	0.15965766919842128	0.016138553619384766	0.15840977	0.0032765865325927734	0.3784109	31.28470277786255	0.3322001	39.97680187225342	0.3540182113647461	64.38939881324768	0.375202476978302	33.937453508377075	HH	9
