signature	seed	sklearn_dt_rmse	sklearn_dt_time	sklearn_rf_rmse	sklearn_rf_time	product_dt_rmse	product_dt_time	product_rf_rmse	product_rf_time	tangent_dt_rmse	tangent_dt_time	tangent_rf_rmse	tangent_rf_time	knn_rmse	knn_time	tangent_mlp_rmse	tangent_mlp_time	ambient_mlp_rmse	ambient_mlp_time	tangent_gnn_rmse	tangent_gnn_time	ambient_gnn_rmse	ambient_gnn_time
E	64	0.22281186851101464	0.0011293888092041016	0.21792140360945697	0.015769243240356445	0.22103108	0.011490106582641602	0.21739434	0.11313176155090332	0.22281186851101464	0.001119852066040039	0.217921403609457	0.015989065170288086	0.22313304	0.0025177001953125	0.36246678	0.7614660263061523	0.22376329	0.8095438480377197	0.27643394	5.193880081176758	0.27643394	5.194013595581055
E	65	0.21282227015692848	0.0011157989501953125	0.21142070100881352	0.015833139419555664	0.21753609	0.011220216751098633	0.20810269	0.11262822151184082	0.21282227015692848	0.0011107921600341797	0.21142070100881352	0.016012907028198242	0.21258312	0.0024313926696777344	0.42007133	0.7842836380004883	0.21750872	0.8075311183929443	0.24972966	5.191403388977051	0.24972968	5.19965934753418
E	66	0.17658945582274566	0.0011355876922607422	0.16838053916182852	0.015986204147338867	0.17763764	0.011539220809936523	0.16621189	0.11362051963806152	0.17658945582274566	0.001134634017944336	0.16838053916182852	0.01582932472229004	0.17363393	0.0023355484008789062	0.34389853	0.7820231914520264	0.17830296	0.8076646327972412	0.26012552	5.195932149887085	0.2601255	5.193845510482788
E	67	0.18674384707228855	0.001129150390625	0.1769122688676171	0.015791893005371094	0.18317212	0.011366128921508789	0.17775063	0.11130356788635254	0.18674384707228855	0.0011296272277832031	0.1769122688676171	0.01588296890258789	0.19041623	0.0024271011352539062	0.34018198	0.7709856033325195	0.18546796	0.8145096302032471	0.40592727	5.189498662948608	0.40592727	5.200209140777588
E	68	0.152201056175221	0.0011336803436279297	0.15069612541536545	0.01586437225341797	0.15439455	0.012926578521728516	0.14586207	0.11677336692810059	0.152201056175221	0.0010960102081298828	0.15069612541536545	0.0259246826171875	0.15708111	0.00228118896484375	0.2861749	0.7776610851287842	0.15190984	0.8063504695892334	0.24282326	5.19132661819458	0.24282329	5.206702947616577
E	69	0.20849575256693456	0.0011391639709472656	0.20386706810536237	0.016001462936401367	0.20977454	0.012687206268310547	0.20229636	0.11763358116149902	0.20849575256693456	0.001169443130493164	0.20386706810536237	0.01595473289489746	0.20491037	0.0024750232696533203	0.33289063	0.7826526165008545	0.21407028	0.8023560047149658	0.54475206	5.202775716781616	0.5447522	5.207390546798706
S	70	0.19073236233097784	0.001300811767578125	0.18479962578515183	0.015777587890625	0.18775633	0.011076927185058594	0.18304372	0.11139154434204102	0.1857021991828385	0.0011680126190185547	0.17906212491230397	0.01584458351135254	0.1858045	0.002402067184448242	0.29409218	0.7907311916351318	0.19085936	0.8063020706176758	0.20232579	5.202770471572876	0.2231633	5.203934669494629
S	71	0.18467189096256145	0.0013263225555419922	0.17359864140667686	0.016150712966918945	0.174032	0.01120758056640625	0.17583427	0.11149787902832031	0.18037029559647466	0.001226663589477539	0.1736289150489348	0.01588153839111328	0.18619616	0.0027637481689453125	0.22469424	0.79266357421875	0.17294082	0.8163957595825195	0.18245792	5.215740919113159	0.20680225	5.2151079177856445
S	72	0.17285242997328276	0.0013136863708496094	0.1697466457999847	0.015841245651245117	0.16952923	0.011218070983886719	0.16341597	0.11238861083984375	0.17338833414860993	0.0011243820190429688	0.1694984036323016	0.015959501266479492	0.16503394	0.002485990524291992	0.23628567	0.7838642597198486	0.17083535	0.8042278289794922	0.16839959	5.208086252212524	0.24852681	5.216527223587036
S	73	0.19571773424643993	0.0012938976287841797	0.19462573789033508	0.01578545570373535	0.19966844	0.011223316192626953	0.19782528	0.11135625839233398	0.2012311534835845	0.0010995864868164062	0.19773143755999611	0.015712738037109375	0.19622442	0.0025420188903808594	0.317648	0.7722811698913574	0.20150982	0.8282883167266846	0.21265231	5.1936070919036865	0.25793767	5.2071592807769775
S	74	0.21634029983316072	0.0012776851654052734	0.2147868182206626	0.015775680541992188	0.2240932	0.010977029800415039	0.21433412	0.10904335975646973	0.22804938749560633	0.0011115074157714844	0.2148462810008864	0.01580643653869629	0.21974035	0.0025632381439208984	0.3153387	0.7697238922119141	0.21427006	0.8083014488220215	0.2209776	5.209259986877441	0.219888	5.212366342544556
S	75	0.19287626758839654	0.0013570785522460938	0.1829197767133095	0.01575946807861328	0.18308063	0.011356115341186523	0.18489148	0.11082959175109863	0.18694985718545667	0.0011467933654785156	0.18582061202491065	0.01578235626220703	0.17944743	0.002565145492553711	0.25420094	0.8043439388275146	0.19018267	0.8457610607147217	0.19167788	5.2048492431640625	0.2345872	5.218188524246216
S	76	0.20332335385067235	0.0012929439544677734	0.19805117741619344	0.015738964080810547	0.20677415	0.011254072189331055	0.1989851	0.11124730110168457	0.2026655882410151	0.0010437965393066406	0.20269275565263675	0.015588521957397461	0.20317882	0.0024454593658447266	0.23514217	0.7705235481262207	0.20423114	0.8102073669433594	0.20903246	5.205872535705566	0.23543961	5.203890800476074
S	77	0.15954352579226033	0.0013265609741210938	0.1535887501395292	0.015808820724487305	0.15576118	0.011251449584960938	0.15330061	0.1093435287475586	0.15340518306879738	0.0011355876922607422	0.15264820539719068	0.015442609786987305	0.15329772	0.0024290084838867188	0.21209477	0.7664546966552734	0.15456897	0.8247315883636475	0.23125054	5.195788860321045	0.17457747	5.199724197387695
S	78	0.16646340271410848	0.0013151168823242188	0.1590682403890119	0.015938520431518555	0.16660628	0.011272192001342773	0.16118884	0.11278367042541504	0.17276975756081478	0.0011720657348632812	0.16593920752942903	0.015844345092773438	0.17723745	0.002574443817138672	0.23356433	0.7661151885986328	0.15939014	0.8041045665740967	0.17980231	5.202157497406006	0.21098259	5.206836938858032
S	79	0.18226532294185577	0.0013051033020019531	0.1755011414127032	0.015815019607543945	0.17740417	0.011047601699829102	0.17554109	0.10711312294006348	0.17412607460148152	0.0011718273162841797	0.169741763740223	0.01570868492126465	0.17571461	0.00220489501953125	0.22233708	0.7482974529266357	0.17673108	0.7870738506317139	0.17973578	5.215210914611816	0.22182797	5.207855939865112
